Gene = Smco4
index = 988
Annotated 5SS: [  198 32273]
Annotated 3SS: [32195 51106]
SMsplice 5SS: [  198  6187 27448 32273 46591]
SMsplice 3SS: [ 6057 27315 32195 46434 51394]
top_k =  100
Partition function (log Z): -30.64670908699784

Sorted 5' Splice Sites (High to Low Probability):
Position 198: 0.6887919163310223
Position 718: 0.31495531721815895
Position 675: 0.3052856119680158
Position 1912: 0.1583240093609857
Position 1714: 0.050787527208512664
Position 2102: 0.045154362268637505
Position 1413: 0.03343670197499877
Position 477: 0.0025428201121456585
Position 1146: 0.0009767630491910302
Position 1386: 0.0007580483176328485
Position 171: 0.0007579725416177424
Position 181: 0.0006779034032696334
Position 383: 0.0002378359370362076
Position 253: 0.00018135077711263958
Position 1585: 0.0001716267870955789
Position 51: 7.977062839996872e-05
Position 345: 5.7657419721688795e-05
Position 277: 2.299959752343593e-05
Position 102: 1.6909633940716985e-05
Position 247: 1.5112826659774945e-05
Position 469: 1.3253033987060916e-05
Position 16: 1.2649160532581637e-05
Position 7: 8.289182850517178e-06
Position 23: 7.826427122322958e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1961: 0.33947623354355855
Position 2201: 0.32041786500669556
Position 546: 0.24565424825941895
Position 1816: 0.15949150903169956
Position 1515: 0.08616478090738747
Position 3132: 0.07841665795938155
Position 636: 0.07094473584656459
Position 4394: 0.06212703502605851
Position 2478: 0.0561740617354138
Position 3696: 0.04736743181932437
Position 2009: 0.04256671260827096
Position 1302: 0.0359257071387061
Position 5158: 0.018064950798057106
Position 4796: 0.01230238708249314
Position 798: 0.010513187326347359
Position 1185: 0.004978462545724374
Position 1771: 0.004962798081411782
Position 1626: 0.004270437992436989
Position 476: 0.0008493895334564498
Position 458: 0.0007797407188342907
Position 604: 0.0005213842971069589
Position 946: 0.00035740678738778074
Position 1064: 0.00032619168787776477
Position 601: 0.00020901604330825566
Position 1030: 0.00015878133153509122
Position 1266: 0.00012572717399593475
Position 974: 5.868201978270103e-05
Position 956: 2.9801491144518896e-05
Position 694: 1.1990873247055665e-05
Position 609: 1.1715028852326827e-05
Position 820: 7.241396730760635e-06
Position 502: 2.7187826428567506e-06
Position 561: 1.8361960301904036e-06
Position 699: 1.2856953204645078e-06
Position 460: 7.733057855470475e-07
Position 265: 6.779216248324324e-07
Position 559: 2.9788246217824787e-07
Position 417: 2.693300349275819e-07
Position 402: 1.0496005604547325e-07
