Gene = Dbf4
index = 321
Annotated 5SS: [  250  1496 10596 12707 14223 14483 16915 17846 19105 19637 23029]
Annotated 3SS: [ 1322 10415 12655 14152 14405 16877 17799 18975 19524 22903 24553]
SMsplice 5SS: [  250  1496 10596 12707 14223 14483 15433 19105 23029 23957]
SMsplice 3SS: [ 1322 10415 12655 14152 14355 15352 18975 22903 23854 24046]
top_k =  100
Partition function (log Z): 1.5024379387265663

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9997420492087075
Position 14483: 0.9892876763345085
Position 19105: 0.9884273548693647
Position 23029: 0.9451309304498954
Position 12707: 0.9130604452755678
Position 15433: 0.8448757868227704
Position 10596: 0.8340089554624244
Position 14223: 0.7182816156210232
Position 250: 0.4604517308246441
Position 23957: 0.31958794348087505
Position 169: 0.3159492988445601
Position 14969: 0.29030553097628914
Position 15182: 0.2572791989284857
Position 14251: 0.2529606102851744
Position 17003: 0.2518356359798526
Position 19643: 0.13521971676435338
Position 19637: 0.10722667014089966
Position 184: 0.10538191367270475
Position 17846: 0.07693430788256111
Position 10864: 0.07474259431544103
Position 1025: 0.06384781404244089
Position 16915: 0.054781289838259
Position 15194: 0.032115503652137806
Position 579: 0.025672995767919635
Position 19867: 0.02512814543291456
Position 15235: 0.023461192035753625
Position 2622: 0.02190900959239865
Position 8390: 0.021248162672357337
Position 17071: 0.018282203313877872
Position 577: 0.01312388376287511
Position 3034: 0.012156711296836088
Position 188: 0.01180137585358141
Position 560: 0.011574794666861728
Position 12778: 0.010372865961938574
Position 10942: 0.009927417029878887
Position 12711: 0.009440277949898605
Position 5901: 0.008539194147351473
Position 15219: 0.005963068435984521
Position 1172: 0.0058719670203380885
Position 13248: 0.004182435222012094
Position 583: 0.0026296393242275554
Position 939: 0.0021848765103669936
Position 274: 0.001140462829004206
Position 585: 0.0009809206663048227
Position 286: 0.0009198272423669645
Position 673: 0.0008513924249463447
Position 587: 0.0007901672659153138
Position 404: 0.0006033697567613998
Position 142: 0.0002375284372163869
Position 14369: 0.00014420960076642127
Position 1500: 0.00013315698952375788
Position 2251: 9.11551818335234e-05
Position 796: 5.450791319241165e-05
Position 1534: 4.0521263367963675e-05
Position 1458: 2.7116867357994905e-05
Position 14824: 2.5856243123900265e-05
Position 2300: 2.207901786121799e-05
Position 1524: 1.877319001790859e-05
Position 363: 2.9486070763013323e-06
Position 195: 1.1743587831486638e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1322: 0.9999158016595755
Position 14152: 0.9817703510769062
Position 22903: 0.9682809793956777
Position 12655: 0.9328735891874048
Position 10415: 0.8340089554624245
Position 15352: 0.8155797420347205
Position 14355: 0.7358497735891765
Position 18883: 0.6408512484443147
Position 23854: 0.5403529835441371
Position 24046: 0.4527439969733172
Position 14927: 0.36213673609446556
Position 18975: 0.34757610642504955
Position 16877: 0.3125216617110296
Position 19524: 0.250414150896601
Position 15103: 0.21633149573442736
Position 10720: 0.0846700113453199
Position 14368: 0.08380490631602455
Position 14388: 0.0766143502615004
Position 14405: 0.06879796310913747
Position 17802: 0.06606805891669754
Position 25652: 0.05623182819884405
Position 24553: 0.05160709579723654
Position 19818: 0.04099375173449213
Position 23514: 0.030246900883808304
Position 15321: 0.027616833243941024
Position 23240: 0.023918039259460615
Position 24620: 0.022020076289514946
Position 23182: 0.02201463912951015
Position 14762: 0.021917445682725068
Position 8272: 0.021248162672357337
Position 23265: 0.015744431545963174
Position 2415: 0.013508796620622045
Position 23143: 0.012883352068282646
Position 16808: 0.012720315612327029
Position 25416: 0.012695293360001206
Position 14327: 0.011709860014925544
Position 17528: 0.010866248965863572
Position 24650: 0.010830969915199965
Position 25380: 0.010267895459321151
Position 916: 0.009164707641836859
Position 5808: 0.008539194147351473
Position 2464: 0.008400212971776611
Position 2923: 0.006335561982124317
Position 482: 0.005706814692285183
Position 14742: 0.005327629156534616
Position 12985: 0.004182435222012094
Position 23591: 0.0038414392043772056
Position 23339: 0.0032418279455322095
Position 15016: 0.0032339460710546423
Position 19310: 0.0031008585659761108
Position 656: 0.0030519245508810362
Position 2939: 0.0028418488496476753
Position 14824: 0.002271885975172618
Position 14428: 0.0021269074738014576
Position 2898: 0.0013806661157861177
Position 384: 0.0013032524614759722
Position 837: 0.0011974311693118544
Position 938: 0.0011854178766673709
Position 2695: 0.0008351262170994457
Position 1107: 0.000834719308942686
Position 2692: 0.0007635081321785337
Position 457: 0.0006742001330593946
Position 1121: 0.00042159955242357394
Position 1075: 0.0002462421145717205
Position 1024: 0.00014285845451620692
Position 816: 8.437732913925872e-05
Position 14854: 6.817790823530128e-05
Position 14895: 6.229310358577201e-05
Position 408: 5.79875840713078e-05
Position 2159: 5.588658750565402e-05
Position 2144: 4.379904203046288e-05
Position 1375: 3.792338765857993e-05
Position 2088: 1.0775759814406997e-05
Position 1247: 7.892471741022695e-06
Position 2052: 2.7728103442174967e-06
