Gene = Pea15a
index = 807
Annotated 5SS: [ 208 6397 7694]
Annotated 3SS: [6222 7537 8113]
SMsplice 5SS: [ 208 6152 6322 7694 8203]
SMsplice 3SS: [6075 6222 7613 8113 8725]
top_k =  100
Partition function (log Z): 0.14425440230165743

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9978513710005387
Position 6152: 0.968170521995774
Position 7694: 0.954877719060583
Position 8203: 0.9141564963751229
Position 6322: 0.5596252991584755
Position 6331: 0.32876166829786047
Position 8568: 0.2867409800957078
Position 8615: 0.17841096658084685
Position 6700: 0.14912094541992055
Position 8642: 0.12273636274604731
Position 9542: 0.1010753994512123
Position 6397: 0.08804033944725319
Position 2559: 0.04939029733849056
Position 2386: 0.03318152672158968
Position 9237: 0.020583113264312704
Position 6468: 0.013098618760990307
Position 6505: 0.00571206073581298
Position 6165: 0.003921148026457092
Position 9509: 0.0036703930701730246
Position 246: 0.0018401360209328935
Position 4412: 0.0017893524917088211
Position 4515: 0.0014313559978210945
Position 6296: 0.001354240706031101
Position 1025: 0.0009777341652486907
Position 606: 0.0009614276600593582
Position 8041: 0.0008408750711358012
Position 3670: 0.0006485680669996996
Position 6809: 0.0006040492368409886
Position 3486: 0.0005562027236257419
Position 1550: 0.0004795265317676992
Position 2403: 0.00039967011285813904
Position 6188: 0.0003880083590320811
Position 7764: 0.00027925929656641337
Position 6359: 7.366421432210296e-05
Position 47: 1.6265890513764936e-05
Position 174: 2.9961932940397673e-07
Position 42: 2.943982576009596e-07
Position 324: 1.9667495600909994e-07
Position 464: 8.383600041513095e-08
Position 263: 1.737428427922873e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8113: 0.9829906898852353
Position 6222: 0.9646679914301164
Position 7613: 0.8006545778194613
Position 6075: 0.7108602234524587
Position 8725: 0.4794174120543583
Position 8455: 0.3661892422948796
Position 6053: 0.23888805300759441
Position 10025: 0.22067502444540554
Position 8424: 0.15508357175332838
Position 7537: 0.1384009534058666
Position 9373: 0.131403076539443
Position 9391: 0.09761586746493543
Position 6600: 0.0957435259890865
Position 8838: 0.05329967904809412
Position 6583: 0.04964860508320232
Position 2339: 0.043522428078781275
Position 8521: 0.04002970239898633
Position 8518: 0.03835253710415365
Position 2272: 0.03719157574982742
Position 6251: 0.02867689658415437
Position 9099: 0.028434072520162283
Position 6097: 0.02273140192121025
Position 9171: 0.017014632943189032
Position 7269: 0.009397273271441369
Position 7319: 0.006703714737906196
Position 6231: 0.006470172108065169
Position 8971: 0.004622194159863325
Position 8353: 0.00408814192382259
Position 9757: 0.003798165147846811
Position 4257: 0.003220708489529917
Position 8548: 0.0024438451973763735
Position 2474: 0.002257490344329672
Position 7865: 0.0013847352038846082
Position 6490: 0.0011836947828816626
Position 8127: 0.0010583317688435193
Position 527: 0.0007969830441541092
Position 3601: 0.0006485680669996996
Position 3319: 0.0005562027236257419
Position 865: 0.0004958536240055213
Position 1396: 0.0004795265317676989
Position 9069: 0.00020662556241021795
Position 749: 0.00019054535605494746
Position 371: 0.00016444461590524854
Position 7909: 6.272244260356525e-05
Position 7957: 3.47872742385823e-05
Position 8010: 9.275314692007967e-06
Position 7169: 4.5912247412688747e-07
Position 7880: 2.5420680754196536e-07
