Gene = Mlec
index = 680
Annotated 5SS: [ 377 7364 7972 8111]
Annotated 3SS: [ 7184  7794  8052 10034]
SMsplice 5SS: [ 377 7364 7724 7972 8111]
SMsplice 3SS: [ 7184  7610  7794  8052 10034]
top_k =  100
Partition function (log Z): -0.9385731927928811

Sorted 5' Splice Sites (High to Low Probability):
Position 7972: 0.984636229849756
Position 7364: 0.9528358156013622
Position 377: 0.9518029537608098
Position 8111: 0.9014143233257216
Position 7724: 0.873579190091295
Position 5894: 0.4091986336315593
Position 13257: 0.28905982886452175
Position 9790: 0.16066514516703884
Position 13606: 0.10804691683729228
Position 5877: 0.10299100046868655
Position 1020: 0.07932150130633299
Position 7683: 0.07854294056004607
Position 8155: 0.07673665805709846
Position 890: 0.05205343956091889
Position 3089: 0.03671415370005648
Position 367: 0.029114594298302016
Position 5590: 0.02107833752898808
Position 7337: 0.01963566773461464
Position 7286: 0.01932953548666845
Position 1015: 0.018786960973144945
Position 1045: 0.018656152825295702
Position 12216: 0.018579180815987258
Position 977: 0.01522172554734789
Position 62: 0.015041531953628484
Position 12090: 0.014193235986249629
Position 10261: 0.013406614659450228
Position 9847: 0.010845797473862762
Position 10145: 0.010412689970450025
Position 7606: 0.007121774653798367
Position 7258: 0.00571053372928941
Position 7930: 0.005461495985744653
Position 9600: 0.0050052108158858966
Position 8296: 0.002534247479258952
Position 111: 0.0022106523423714303
Position 7918: 0.0015474212538509077
Position 727: 0.0005803487036619221
Position 407: 0.0005487201767975806
Position 7916: 0.0004221446512224656
Position 233: 0.0003358620083810848
Position 250: 0.0003129880421140148
Position 7962: 0.00014054289852106393
Position 8482: 6.790106321986962e-05
Position 325: 4.1164723054203155e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8052: 0.9876131335051096
Position 7184: 0.9586465023731447
Position 7794: 0.7740676301106797
Position 5793: 0.5121896341002459
Position 7610: 0.4836634981453291
Position 10034: 0.4285105090717516
Position 7519: 0.2991346889172877
Position 13133: 0.28905982886452175
Position 14260: 0.2649242013826767
Position 9636: 0.17164575727895245
Position 7833: 0.1558781196845032
Position 800: 0.1546363938300298
Position 13463: 0.13976283322407873
Position 11428: 0.12131649093116088
Position 7545: 0.11879533954396013
Position 14583: 0.06753980544132875
Position 7865: 0.05189481213352892
Position 7587: 0.049095719351301984
Position 12003: 0.044746042696069174
Position 7237: 0.03886505017878966
Position 9890: 0.033856134198219305
Position 5294: 0.02107833752898808
Position 2966: 0.016621103676686733
Position 777: 0.015373836732373792
Position 2947: 0.013735809076776047
Position 8911: 0.011669187913159882
Position 7418: 0.009388346698943074
Position 726: 0.008783718466846413
Position 13895: 0.007897026097359133
Position 8585: 0.007143662986697692
Position 8441: 0.006514414837809523
Position 2910: 0.006357240946593699
Position 12449: 0.005736001503849517
Position 11086: 0.005405034389518679
Position 717: 0.005234647192914358
Position 7901: 0.004644141335569059
Position 9846: 0.004153872380760152
Position 7945: 0.0040624794054352755
Position 9396: 0.0034102389984523437
Position 9595: 0.0033444112341623005
Position 9405: 0.0031317206616751263
Position 8820: 0.001992183292464871
Position 10658: 0.0014279994807278216
Position 7770: 0.0008501245130476163
Position 9575: 0.0001336286581579736
Position 8074: 1.0317970457821689e-05
Position 8153: 7.733578205730091e-08
Position 8217: 3.9296864379186807e-08
Position 8180: 2.4084332396338693e-08
Position 8228: 1.2904583322303681e-08
