Gene = Eed
index = 361
Annotated 5SS: [  572  4087  8753  9444 10678 11413 13271 16255 18728 24729 25453]
Annotated 3SS: [ 3933  8659  9377 10551 11330 13178 16120 18621 24569 25378 25919]
SMsplice 5SS: [  572  4087  8753 10678 11413 13001 13271 16255 24729 25453]
SMsplice 3SS: [ 3933  8659 10551 11330 12893 13178 16120 24569 25378 25919]
top_k =  100
Partition function (log Z): -0.9192422736613253

Sorted 5' Splice Sites (High to Low Probability):
Position 4087: 0.9770151943988648
Position 16255: 0.9597256994738891
Position 13271: 0.9205085407793568
Position 11413: 0.9159860498421242
Position 8753: 0.8791311375734392
Position 572: 0.7895952317130661
Position 19933: 0.7025172100198782
Position 10678: 0.655786990406969
Position 13001: 0.5514412689500522
Position 67: 0.3079186574922168
Position 2297: 0.2846449433741097
Position 24729: 0.2844847971584433
Position 9625: 0.18885277687468283
Position 18728: 0.1827261013672372
Position 4670: 0.12943337777540434
Position 12997: 0.12598150624299764
Position 8774: 0.12086886242655771
Position 11671: 0.0908377575811759
Position 917: 0.0766182338449151
Position 11403: 0.07468844112364376
Position 5952: 0.05053108674603364
Position 14897: 0.04694929842591006
Position 13287: 0.0404579157556306
Position 12920: 0.036202374057525175
Position 13435: 0.026047083961108854
Position 3002: 0.017062563379388645
Position 13515: 0.0168036939170529
Position 9651: 0.005958299075948321
Position 13521: 0.005258357949103697
Position 9288: 0.0020807123546692993
Position 258: 0.001234872526923615
Position 5631: 0.0005988259044204979
Position 111: 0.0005973559694156456
Position 4980: 0.0004873208213699593
Position 4779: 0.00014663499395141475
Position 169: 0.0001105773325646957
Position 240: 8.585879525357274e-05
Position 13236: 3.512547125164162e-05
Position 87: 3.154451101417637e-05
Position 11: 2.08664559047306e-05
Position 49: 6.675016082450151e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 0.9999999999999967
Position 16120: 0.9889430600174676
Position 3933: 0.9770151943988648
Position 13178: 0.9512930157043936
Position 11330: 0.9289628219291951
Position 12893: 0.7233337155524198
Position 10551: 0.655786990406969
Position 24569: 0.5987098730866771
Position 19802: 0.43839621422644254
Position 25919: 0.36506044652023706
Position 19840: 0.2904228314560273
Position 18621: 0.1959928873003835
Position 20043: 0.1595280446698929
Position 2165: 0.12068639946832874
Position 2047: 0.11463720737949798
Position 9469: 0.07940532097430883
Position 9377: 0.0755649133395627
Position 11269: 0.06171166903657353
Position 11578: 0.061660078709434685
Position 4610: 0.06133367813814154
Position 13344: 0.056756889705271374
Position 4350: 0.05239807226545049
Position 5769: 0.050531086746033634
Position 14804: 0.04694929842591003
Position 2058: 0.044368024699380185
Position 9540: 0.03984084163675962
Position 497: 0.03671272969272276
Position 11599: 0.027875236191015406
Position 21398: 0.026073143948073387
Position 377: 0.023109709871373937
Position 692: 0.022166888518044086
Position 21767: 0.020658939040917243
Position 2866: 0.01706256337938865
Position 152: 0.013780349041660664
Position 20388: 0.013458071268073541
Position 702: 0.011806974399687392
Position 4452: 0.010944115051755672
Position 276: 0.009316502993672643
Position 17172: 0.008565339735089746
Position 21945: 0.00818222146508309
Position 675: 0.008017370605499043
Position 754: 0.006569795336752499
Position 155: 0.006178227918850979
Position 333: 0.005287926262522052
Position 366: 0.005105817449589947
Position 520: 0.005001143500790381
Position 1904: 0.004953311826902829
Position 4425: 0.004904147314008061
Position 426: 0.0036844949949291573
Position 473: 0.003656281498776205
Position 819: 0.00320692808435589
Position 799: 0.002772187716413856
Position 16635: 0.002268586088314882
Position 16907: 0.002137209214236716
Position 517: 0.0021174099174081007
Position 414: 0.0020003827783935005
Position 453: 0.0019400907618152964
Position 279: 0.0018473074508888428
Position 790: 0.0017944395554089915
Position 13367: 0.0013068631345353931
Position 11650: 0.0013024426807258238
Position 9191: 0.0012406500939591962
Position 13578: 0.0011023229699891309
Position 9187: 0.0008400622607101027
Position 5437: 0.0005988259044204979
Position 4778: 0.0002892024629026711
Position 4892: 0.00019811835846728816
Position 434: 7.387194043984125e-05
Position 695: 7.304336736331265e-05
