Gene = Lactb2
index = 615
Annotated 5SS: [  218  9826 13162 22316 30482 33191]
Annotated 3SS: [ 9661 13034 22136 30332 33108 33641]
SMsplice 5SS: [  218  9826 22316 30482]
SMsplice 3SS: [ 9661 22043 30332 33108]
top_k =  100
Partition function (log Z): -20.71849861461948

Sorted 5' Splice Sites (High to Low Probability):
Position 218: 0.9419473001991963
Position 9826: 0.8807003105252021
Position 8950: 0.3253327450859246
Position 10142: 0.25893445981626784
Position 12889: 0.2033369023108624
Position 84: 0.03760754968987992
Position 141: 0.020067316227380033
Position 658: 0.008538809837067337
Position 480: 0.0044115412775198055
Position 3140: 0.004145070738955026
Position 556: 0.0005234421830052949
Position 402: 0.0002694593250299021
Position 201: 9.045378447161017e-05
Position 194: 7.29624796053023e-05
Position 328: 3.671335052279125e-05
Position 138: 1.6391166031253937e-05
Position 166: 9.450788303745703e-06
Position 66: 9.387375367601373e-06
Position 75: 4.215430358931648e-06
Position 35: 3.5178207940596204e-06
Position 299: 3.1787244555769133e-06
Position 258: 1.8471367811696103e-06
Position 128: 1.5516465627084537e-06
Position 50: 1.4766198595320948e-06
Position 149: 3.618382366504021e-07
Position 253: 3.0591846087229327e-07
Position 133: 2.8293174540697194e-07
Position 326: 8.225896064082047e-08
Position 147: 1.6301264476688964e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9661: 0.7962252385304357
Position 14348: 0.5123313966811589
Position 8778: 0.3772016893777188
Position 12780: 0.2810438034326622
Position 9930: 0.19445933323461137
Position 10017: 0.12511840749636416
Position 11600: 0.06471771854474345
Position 10279: 0.06428504115599198
Position 9593: 0.06146400896337151
Position 11424: 0.04648856250472114
Position 9933: 0.0427899533585813
Position 9525: 0.03772551537300253
Position 390: 0.02290469461688472
Position 11147: 0.011737456243501544
Position 2896: 0.008625629146328787
Position 9056: 0.007710323336081473
Position 1841: 0.0053138234240742675
Position 4910: 0.005176962389171762
Position 8461: 0.004661816094858347
Position 7986: 0.0027511056339962784
Position 4027: 0.0025636396462689827
Position 7248: 0.002424603016996801
Position 3501: 0.002406909578619339
Position 3054: 0.0015257107611670777
Position 5999: 0.001336964657423653
Position 750: 0.0011721622929791887
Position 1856: 0.0004976512649114526
Position 1606: 0.00041965225548206087
Position 3658: 0.0003979265869672992
Position 2733: 0.00030960467483975585
Position 1022: 0.0002622844914742032
Position 592: 7.039118044163422e-06
Position 244: 3.1025087432516632e-06
Position 615: 2.5639092423889855e-06
Position 582: 2.172014448782292e-06
Position 416: 1.144985494080452e-06
Position 595: 9.248407256396566e-07
Position 460: 5.519748483064873e-07
