Gene = Mrfap1
index = 696
Annotated 5SS: [570]
Annotated 3SS: [827]
SMsplice 5SS: [570]
SMsplice 3SS: [827]
top_k =  100
Partition function (log Z): -5.6171663226237705

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9931192098494424
Position 227: 0.3025172238951952
Position 221: 0.12046491539924484
Position 146: 0.08992191699688123
Position 142: 0.08227889835243708
Position 759: 0.007704177101902836
Position 197: 0.00674834527560767
Position 72: 0.003493941392895755
Position 26: 0.0030403576301213323
Position 732: 0.0029697888008729163
Position 298: 0.002515249309719553
Position 553: 0.0014622018187216645
Position 152: 0.001037064520490973
Position 604: 0.0009854112852175157
Position 1129: 0.0007348147118690849
Position 117: 0.0007126806126161793
Position 99: 0.0006914286459572909
Position 349: 0.0004702348498338664
Position 256: 0.00045591431578505417
Position 42: 0.0003747603391860243
Position 46: 0.0002652694602824872
Position 78: 0.00014509046911502063
Position 155: 0.00010928711042079584
Position 269: 9.479860176824236e-05
Position 19: 9.036482284038245e-05
Position 515: 8.407179340233925e-08
Position 547: 7.074874683322755e-08
Position 524: 5.798408696757685e-08
Position 65: 1.2355267928319992e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.932731386917275
Position 427: 0.6082362866961354
Position 1317: 0.01909325928409788
Position 782: 0.011017567436170127
Position 1224: 0.008423307833431141
Position 1288: 0.00600481905816592
Position 644: 0.004594391373330949
Position 663: 0.004037439443514159
Position 1565: 0.0036276887636048725
Position 835: 0.003449904823447221
Position 1328: 0.002917409559503075
Position 1193: 0.0029076860639611016
Position 1257: 0.002582448226806109
Position 669: 0.00257365210320619
Position 1263: 0.001431949202276561
Position 1684: 0.0012686225441606728
Position 660: 0.0012549143558606788
Position 376: 0.0010556180300677362
Position 466: 0.001048571967430767
Position 1296: 0.0009892089810428757
Position 469: 0.0008473883444026628
Position 704: 0.0006104689026612236
Position 1859: 0.0005583722187220675
Position 226: 0.0003452391561495618
Position 445: 0.00019638431580219708
Position 487: 0.00016206625318155855
Position 313: 0.0001598302653670021
Position 346: 9.006118809254431e-05
Position 687: 5.757161897853327e-05
Position 382: 3.271768858097752e-05
Position 280: 3.2011548594038715e-05
Position 520: 2.6789302592782215e-05
Position 256: 2.385917951082753e-05
Position 217: 1.4027233998609236e-05
Position 220: 3.3549734832410225e-07
Position 160: 2.1285059988968826e-07
Position 241: 9.015733631259206e-08
