Gene = Slbp
index = 977
Annotated 5SS: [  380   612  2832  6565  7075  8838 10674]
Annotated 3SS: [  494  2726  6504  6936  8687 10591 11645]
SMsplice 5SS: [ 380  612 2832 6565 7075]
SMsplice 3SS: [  494  2726  6504  6936 11645]
top_k =  100
Partition function (log Z): 6.2897216143205075

Sorted 5' Splice Sites (High to Low Probability):
Position 7075: 0.9850562607187769
Position 612: 0.9826129704780212
Position 6565: 0.9511872258687276
Position 380: 0.9432410160539576
Position 2832: 0.8578564134758222
Position 8838: 0.20250592259043468
Position 8782: 0.20234790753622184
Position 10674: 0.12801696975996754
Position 156: 0.11390921852211623
Position 4488: 0.09489804723561102
Position 6832: 0.05364846674992962
Position 2907: 0.043448434432473676
Position 4750: 0.03273192647469549
Position 425: 0.021206025166083737
Position 5948: 0.020165142978171964
Position 3128: 0.018511464101948163
Position 2160: 0.017862973194468536
Position 637: 0.01738702952197868
Position 1667: 0.01666219427556871
Position 7067: 0.014641009194142893
Position 3175: 0.014269245398080522
Position 8822: 0.013885325746614958
Position 10867: 0.0131366666487053
Position 7660: 0.010728266328627216
Position 10750: 0.010342800491689678
Position 112: 0.008574219695064996
Position 7944: 0.0074313538827128385
Position 5931: 0.005287189952483346
Position 8872: 0.004940628485902723
Position 10558: 0.004465648861706831
Position 6793: 0.004322421598404225
Position 945: 0.0034116076539405225
Position 373: 0.003234762344056173
Position 1583: 0.0031924616192059046
Position 1682: 0.002517037233898963
Position 1887: 0.0022440323345356344
Position 2523: 0.0022139933027492302
Position 6631: 0.0015570335743342945
Position 1710: 0.0012905418456174156
Position 370: 0.0005775275578328728
Position 261: 0.0003084254661206328
Position 236: 0.0002874781314263926
Position 404: 0.00025348774225012084
Position 349: 0.000247502480849842
Position 388: 9.666134426070833e-05
Position 396: 9.181662086565711e-05
Position 116: 5.173134317271076e-05
Position 101: 4.8676078593520444e-05
Position 170: 4.763794599691034e-05
Position 162: 4.591528387158553e-05
Position 7293: 3.891003237141855e-05
Position 421: 3.483479379286173e-05
Position 358: 3.2912954550363766e-05
Position 199: 2.8080628953744902e-05
Position 63: 1.980281866316764e-05
Position 69: 5.013615748856997e-06
Position 66: 3.128185805046875e-06
Position 265: 2.416772522829826e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6504: 0.9508852619760312
Position 6936: 0.9225753167754778
Position 11645: 0.9015216143375597
Position 2726: 0.8947586870914626
Position 494: 0.7608730021192773
Position 8687: 0.45012437683201795
Position 481: 0.20108772804350847
Position 10591: 0.16362567227724883
Position 4344: 0.08629640286732107
Position 331: 0.05655634553975331
Position 6965: 0.04792387381743872
Position 3034: 0.028744221181974193
Position 6949: 0.026890019189515283
Position 6754: 0.026384339263168258
Position 7406: 0.022353306137224367
Position 4473: 0.02220095487232779
Position 308: 0.021115122385608556
Position 518: 0.019380395215541465
Position 5788: 0.018753907226950566
Position 2052: 0.017862973194468536
Position 6715: 0.01620740203417721
Position 8717: 0.015502075419879687
Position 8865: 0.014332160262978766
Position 512: 0.013276607547877796
Position 1582: 0.01229969810953044
Position 4690: 0.012266217930268932
Position 10283: 0.009498656900849629
Position 1520: 0.008930078591435027
Position 6732: 0.008826635905841434
Position 297: 0.00848147608716156
Position 6482: 0.008424675317356313
Position 4582: 0.006866398040388712
Position 5840: 0.0066984257037047395
Position 7795: 0.003935072984521079
Position 11443: 0.0037252238594927905
Position 531: 0.0036854717622158005
Position 7831: 0.00349628089819176
Position 2743: 0.003490050410820522
Position 8041: 0.0030269838577437393
Position 2762: 0.0029733367419309113
Position 231: 0.0028998525376647604
Position 283: 0.00225131316489643
Position 1769: 0.0022281948547209895
Position 2274: 0.0022139933027492315
Position 3063: 0.002140179685361231
Position 2906: 0.0018963086326932515
Position 10940: 0.0018004167621989535
Position 8531: 0.0017988125332743942
Position 8037: 0.001565130032106299
Position 1435: 0.001276170081845846
Position 538: 0.001209313691724311
Position 1501: 0.001163895238773499
Position 7943: 0.0011493536063753081
Position 849: 0.0011100588613654132
Position 6911: 0.001040741571259417
Position 745: 0.0009819988409607674
Position 6952: 0.0007319532554379805
Position 245: 0.0007036619596882317
Position 536: 0.0004760273112833601
Position 785: 0.00046543097537116537
Position 755: 0.00044279824177795914
Position 6982: 0.00042811987069724295
Position 705: 0.00040682028158654576
Position 6894: 0.00039235871083400823
Position 278: 0.00014847097917596708
Position 265: 8.229449947986099e-05
Position 337: 7.214894471072848e-05
Position 2780: 6.867821044190585e-05
Position 8659: 5.063648520878136e-05
Position 7201: 3.0202354087383078e-05
Position 340: 2.3841161942741627e-05
Position 255: 1.4798737763909903e-05
Position 2548: 1.4095453640457428e-05
Position 358: 9.619978937704752e-06
Position 1799: 8.230432520826664e-06
Position 7247: 3.4445577235028962e-06
Position 821: 1.8818361204711003e-06
Position 717: 1.3944527839955118e-06
Position 7265: 1.3663878385551074e-06
Position 7206: 1.3338955122393703e-06
Position 813: 1.2241639742041352e-06
Position 155: 6.563736318024986e-07
Position 548: 1.0923591946697662e-07
Position 558: 2.4415599809769284e-08
Position 577: 9.853193358092012e-09
