Gene = Bri3bp
index = 188
Annotated 5SS: [  325 10205]
Annotated 3SS: [10101 12757]
SMsplice 5SS: [  325 10205 11988]
SMsplice 3SS: [10101 11870 18200]
top_k =  100
Partition function (log Z): -11.597931251970657

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.98104769867193
Position 10205: 0.8919438700396725
Position 11988: 0.5406500371123985
Position 10678: 0.27626800746438984
Position 1818: 0.24262308264851445
Position 10209: 0.0880479564357429
Position 11978: 0.024198176458125747
Position 307: 0.009991601386464431
Position 280: 0.003782946320079061
Position 442: 0.0018122510732151438
Position 990: 0.001556587669219783
Position 1589: 0.001282651851455751
Position 130: 0.0009511655523542986
Position 3653: 0.0005817577755604555
Position 2189: 0.0004084852241427427
Position 1170: 0.00010214889754709903
Position 1302: 1.0955473065925455e-05
Position 13: 4.963835095422786e-07
Position 960: 4.397104520625492e-07
Position 937: 2.0796884474105773e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10101: 0.984282523301115
Position 11870: 0.7522237045904556
Position 10579: 0.27626800746438984
Position 14445: 0.2250625155194087
Position 1729: 0.2203913899994072
Position 12757: 0.20202222422878388
Position 15396: 0.13659956379158328
Position 13148: 0.08448327072271249
Position 10935: 0.07864053868891038
Position 13079: 0.0292843329686248
Position 1580: 0.023234556357769463
Position 13885: 0.018810232469759224
Position 11892: 0.011603577055043229
Position 11025: 0.006110080010658517
Position 3347: 0.004071580004644224
Position 4846: 0.00223475081949259
Position 1920: 0.0019842020842460555
Position 2103: 0.00190217229616699
Position 3955: 0.0012563209806176507
Position 4469: 0.0012440845388534674
Position 3409: 0.0007856540354086482
Position 1052: 0.0007512329980491571
Position 3835: 0.0006931222757139365
Position 418: 0.0002112823929781873
Position 925: 0.0001948855544029543
Position 3558: 0.0001851357050688121
Position 2925: 0.00018314156765776175
Position 1481: 0.00016553806693409812
Position 700: 0.00011405748129687361
Position 1028: 8.32366492868253e-05
Position 3465: 5.5664230127452936e-05
Position 922: 2.572673012477145e-05
Position 1749: 2.532786160473022e-05
Position 1664: 2.2035744507235987e-05
Position 1735: 2.194012270197933e-05
Position 1543: 1.3999318896551118e-05
Position 1463: 9.802943187967456e-06
Position 1151: 2.5401216237734726e-06
Position 1754: 2.1227776077638564e-06
Position 747: 1.591137010453965e-06
Position 1215: 1.3808775976008705e-06
Position 750: 1.2885783137377302e-06
Position 1033: 9.588163185901188e-08
Position 1059: 9.317231050463482e-08
