Gene = Gtf2h3
index = 526
Annotated 5SS: [   62  3388  4901  5163  9548 10261 11239 11804 13395 15692 16549 16700]
Annotated 3SS: [ 3307  4793  4995  9484 10230 11209 11728 13340 15622 16412 16662 16777]
SMsplice 5SS: [   62  3388  4901  5163 10261 11804 13395 15692 16549]
SMsplice 3SS: [ 3307  4793  4995 10188 11728 13340 15622 16412 16777]
top_k =  100
Partition function (log Z): 8.713862544982725

Sorted 5' Splice Sites (High to Low Probability):
Position 4901: 0.9898683908091763
Position 3388: 0.9881622023188521
Position 5163: 0.9830259191181207
Position 13395: 0.9820135415475076
Position 11804: 0.9813900476222606
Position 62: 0.9710893911870685
Position 10261: 0.9376538860347802
Position 16549: 0.9321646149517798
Position 15692: 0.8956475212177556
Position 16700: 0.3304998528265923
Position 15445: 0.27080731155335436
Position 9548: 0.19023014031614835
Position 583: 0.1603201824164686
Position 11239: 0.12653541628114812
Position 11448: 0.08653652170407189
Position 3941: 0.08602599061569108
Position 11442: 0.07717823797355923
Position 13551: 0.045627064764821416
Position 4693: 0.022710668471227796
Position 3749: 0.02155808304894998
Position 2484: 0.015827932379511696
Position 12948: 0.015565625997585113
Position 12700: 0.01505021626599406
Position 14015: 0.014593232339995758
Position 5126: 0.012817103176492923
Position 1793: 0.01236553974355592
Position 3829: 0.011402907000937322
Position 16836: 0.011293076738728963
Position 13580: 0.006118535581504925
Position 15656: 0.00606677981802098
Position 7262: 0.005994235071225968
Position 9593: 0.005581167686737413
Position 5070: 0.004146128873057976
Position 16891: 0.003916612764107989
Position 315: 0.00034235328532261557
Position 290: 0.0002774334611852914
Position 8562: 0.00022752885995756922
Position 5577: 0.00022378480568959966
Position 8198: 0.00018470892992047277
Position 134: 0.00016233127665086708
Position 4472: 0.00016187398877027325
Position 287: 9.080050089211084e-05
Position 262: 6.615080764265552e-05
Position 38: 5.4080033952480906e-05
Position 113: 3.6496439908449475e-05
Position 3591: 1.402278564417271e-05
Position 5212: 4.717778273759108e-06
Position 5200: 2.926151986279816e-06
Position 5189: 1.3569610736245797e-06
Position 5085: 6.544651361761187e-07
Position 5197: 3.614070739317917e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4995: 0.9999826593090833
Position 11728: 0.9770366569021266
Position 4793: 0.9503291706754035
Position 3307: 0.9494810465954078
Position 10188: 0.9376538860347801
Position 13340: 0.9081943365013118
Position 16412: 0.9017346232150487
Position 15622: 0.8723494964041812
Position 16777: 0.8559491983539665
Position 11209: 0.2915770728207971
Position 16662: 0.21876705717119244
Position 9484: 0.19581130800288585
Position 15273: 0.1672597473076642
Position 16678: 0.0996614831798483
Position 383: 0.0875044786398875
Position 16624: 0.08594333212905106
Position 3675: 0.08136820917666523
Position 15350: 0.07937311635182652
Position 13186: 0.07171714208796176
Position 16434: 0.04212806158997336
Position 4548: 0.03273854079850981
Position 15603: 0.028367889942363708
Position 439: 0.027834921033592912
Position 17018: 0.026371566381866544
Position 3310: 0.024464697661055808
Position 15315: 0.024174447893863655
Position 4821: 0.020923777973126206
Position 16943: 0.020427404658287893
Position 13496: 0.02042114661041701
Position 12759: 0.015565625997585111
Position 13898: 0.014593232339995758
Position 3133: 0.014216458062388623
Position 2363: 0.013736131184540102
Position 3828: 0.012927485070001209
Position 13157: 0.011752141123351541
Position 13493: 0.011719723234895328
Position 13461: 0.009954652335897029
Position 16782: 0.009453384447568186
Position 1741: 0.009437609541031265
Position 3772: 0.00888872093640572
Position 4745: 0.00858756983336427
Position 360: 0.006984509077637855
Position 16218: 0.006558186983925592
Position 407: 0.006318561963804103
Position 3884: 0.006107527591156061
Position 3650: 0.005505810340289901
Position 12508: 0.005472137235926249
Position 12344: 0.0051526405287132876
Position 7086: 0.004425221314713073
Position 3505: 0.004203250336704397
Position 17214: 0.004073584448564526
Position 17976: 0.0031050072877734465
Position 11389: 0.0030264938581155746
Position 1543: 0.0029279302025246577
Position 493: 0.0027738191775504425
Position 12555: 0.0027520228939263577
Position 2317: 0.0020918011949715948
Position 12646: 0.0016734156074281626
Position 17164: 0.0016608511155042618
Position 7206: 0.001569013756512895
Position 15682: 0.0015364422421946483
Position 16814: 0.0015008887656768875
Position 233: 0.0010229295166202656
Position 8455: 0.00022752885995756922
Position 5318: 0.00022378480568959966
Position 8084: 0.00018470892992047277
Position 4202: 0.00016187398877027325
Position 4972: 1.6004854309812774e-05
Position 5017: 2.902923387415589e-07
Position 5090: 1.621883134232914e-07
Position 4974: 5.128716837184004e-08
