Gene = Galp
index = 420
Annotated 5SS: [  263  5795 11425 14295 16825]
Annotated 3SS: [ 5709 11375 14213 16746 18953]
SMsplice 5SS: [  263  5795 14295 16353 16825 17272]
SMsplice 3SS: [ 5709 14213 16252 16746 16998 18953]
top_k =  100
Partition function (log Z): -6.89795884800667

Sorted 5' Splice Sites (High to Low Probability):
Position 5795: 0.9997576502207148
Position 16825: 0.8147909905506525
Position 263: 0.8031845463593035
Position 14295: 0.6504448495149768
Position 11425: 0.4742273052897372
Position 17272: 0.36884976082596793
Position 17136: 0.2289564310114233
Position 16915: 0.17070654182764075
Position 400: 0.07790772159290205
Position 450: 0.0479096434105135
Position 17061: 0.03897574263151906
Position 392: 0.02704413971437354
Position 479: 0.024270582673374723
Position 2993: 0.019629686424608828
Position 17167: 0.012499689681273116
Position 18702: 0.012429603876996546
Position 433: 0.010246670782203739
Position 316: 0.009128579765372255
Position 666: 0.00412143947057197
Position 907: 0.003634587376885324
Position 17067: 0.003627238454706639
Position 2859: 0.003501220279668872
Position 3456: 0.002726975972337729
Position 1289: 0.0019687317317124467
Position 1418: 0.001780758278644394
Position 93: 0.001707692340383788
Position 1334: 0.0015769906351103037
Position 485: 0.00019518088869061723
Position 109: 3.0118700661798483e-05
Position 243: 2.664173551729662e-05
Position 457: 1.947110059703718e-05
Position 120: 1.1731153046139875e-05
Position 388: 8.839964189903611e-06
Position 429: 5.445086155761689e-06
Position 52: 5.2740529633993e-06
Position 460: 4.3242323497381074e-06
Position 117: 3.3784514006601426e-06
Position 464: 1.8037926699433319e-06
Position 8: 6.965544567922988e-07
Position 75: 4.448319924070853e-07
Position 39: 8.416466763441219e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 16746: 0.9932183074844259
Position 18953: 0.8899896398968136
Position 5709: 0.8718429243340079
Position 16998: 0.7335414483281211
Position 14213: 0.6504448495149768
Position 11375: 0.4742273052897372
Position 5672: 0.1280584382038316
Position 18566: 0.029925872949790006
Position 2798: 0.023130906704277747
Position 584: 0.004739630961974931
Position 1152: 0.0036808183446205467
Position 722: 0.0030453343276258785
Position 3329: 0.0027269759723377337
Position 17416: 0.002210603176033053
Position 190: 0.0017130113477858637
Position 14397: 0.001301154046734879
Position 1237: 0.0010185185993215936
Position 1326: 0.0006461470718542959
Position 8829: 0.0003230303637472629
Position 5860: 0.00012220678279653807
Position 1660: 5.268273909589763e-06
Position 1582: 1.5734340690590683e-06
Position 1102: 1.3832652647522753e-06
Position 1046: 1.1849570886120201e-06
Position 645: 1.1074249143522303e-06
Position 1126: 8.547268217162614e-07
Position 542: 7.096200537337302e-07
