Gene = Uri1
index = 1169
Annotated 5SS: [  433 22856 36673 37932 49937 50163 52222 54312 56150 57077]
Annotated 3SS: [22820 36593 37795 49844 50104 52052 53962 56009 56832 57844]
SMsplice 5SS: [  433  1294 22856 36673 37932 52222 54241 55923 56150 57077]
SMsplice 3SS: [ 1200 22820 36593 37795 52052 54172 55796 56009 56832 57938]
top_k =  100
Partition function (log Z): -34.30456758920436

Sorted 5' Splice Sites (High to Low Probability):
Position 1294: 0.7784662859279763
Position 433: 0.7692466209973712
Position 4873: 0.25901671386019554
Position 4868: 0.14693653988418243
Position 117: 0.14129364569050867
Position 186: 0.06588951625643842
Position 8041: 0.04482373801228502
Position 1289: 0.013441374173184403
Position 403: 0.006409440533963668
Position 594: 0.005722390932316544
Position 144: 0.004489900634958417
Position 127: 0.004054710441368651
Position 2157: 0.0015831963094530659
Position 616: 0.0006141660171416456
Position 612: 0.000532712427010381
Position 973: 0.000481837369350979
Position 265: 0.0004599559365962676
Position 333: 0.000435263135067236
Position 653: 0.00039164746406634846
Position 73: 0.00036063743858918946
Position 690: 0.0002432708135721948
Position 845: 0.00023176449652179322
Position 602: 0.0001881415368317637
Position 832: 0.00014951532502025747
Position 1306: 4.5805448049762845e-05
Position 476: 2.0143629519962955e-06
Position 43: 3.2708695182818154e-07
Position 213: 2.7395957935348734e-07
Position 71: 2.551261115240502e-07
Position 218: 1.424517530469141e-07
Position 125: 1.014957421848323e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1200: 0.8343649193585913
Position 8260: 0.5782006721503048
Position 4791: 0.3968414399434512
Position 7892: 0.09373837213447914
Position 10329: 0.07508496467994781
Position 3589: 0.043318879365699434
Position 6454: 0.03919748519609941
Position 4847: 0.03430589897821609
Position 2051: 0.02451404238124389
Position 2239: 0.021141536179946997
Position 5085: 0.01987466796207129
Position 5986: 0.017653277324630002
Position 5097: 0.011895614794533538
Position 3944: 0.008703942719990442
Position 4515: 0.008031172596692428
Position 6836: 0.005773401058177506
Position 2104: 0.004396051226015693
Position 2566: 0.0043507257036182545
Position 4600: 0.0032148757455569463
Position 3633: 0.0028340482998411133
Position 5256: 0.0027623613386100975
Position 2248: 0.0018268743293491242
Position 3053: 0.0018174139740641262
Position 2524: 0.0016412425226338197
Position 2733: 0.0016173074076868224
Position 2495: 0.0015455757094813645
Position 2136: 0.0013450804804032606
Position 1528: 0.0012251657431017234
Position 1617: 0.00111944235772942
Position 1962: 0.0009774415782451316
Position 286: 0.0009576980485433618
Position 2242: 0.0007796136616213655
Position 1133: 0.00012492580341762078
Position 367: 0.00010335063184582595
Position 306: 9.431528690548535e-05
Position 1209: 4.7736664250199134e-05
Position 1074: 3.784245778757804e-05
Position 357: 1.3228202915549145e-05
Position 1147: 9.151358342988669e-06
Position 351: 8.070375494757992e-06
Position 345: 7.949717435698977e-06
Position 400: 6.7173533999453865e-06
Position 327: 2.438717870897858e-06
Position 376: 2.3473537906441966e-06
Position 426: 2.1362415793458932e-06
Position 1246: 3.8032616191350043e-07
Position 1021: 1.1010332786206206e-07
