Gene = Akt1s1
index = 108
Annotated 5SS: [ 125 3736 4634 4885]
Annotated 3SS: [3346 4555 4714 5367]
SMsplice 5SS: [ 125  783 3736 4634 4885]
SMsplice 3SS: [ 385 3346 4555 4753 5973]
top_k =  100
Partition function (log Z): 3.1969094130553604

Sorted 5' Splice Sites (High to Low Probability):
Position 4885: 0.9996955062739684
Position 4634: 0.9970489067363038
Position 783: 0.9047609571531364
Position 3736: 0.8552788531338541
Position 125: 0.8286166221943693
Position 466: 0.44631855053861486
Position 507: 0.14307694071604085
Position 137: 0.13062174222082729
Position 3016: 0.11888354836320067
Position 1948: 0.057713213652106736
Position 5171: 0.0270325132647123
Position 1382: 0.026732220985019567
Position 3438: 0.02001724394373593
Position 3721: 0.01332700942652449
Position 1735: 0.013041604356834026
Position 1073: 0.012000481051390482
Position 1211: 0.00902829759256708
Position 1502: 0.007095186464603891
Position 6085: 0.005849164743765823
Position 1077: 0.0053925328658221095
Position 183: 0.0049611172564744885
Position 175: 0.0038215497289437426
Position 4678: 0.002723745834359242
Position 93: 0.0005296124559664602
Position 1032: 8.67062539204659e-05
Position 801: 8.212130659496321e-05
Position 312: 3.762792940590384e-05
Position 187: 3.028940452566624e-05
Position 48: 2.1611824862498388e-05
Position 222: 5.516983122268728e-06
Position 310: 2.7020353157896253e-06
Position 228: 2.2529222077187666e-06
Position 37: 1.9865649123547873e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4555: 0.9487882751679584
Position 3346: 0.8886231065041145
Position 385: 0.7354949323076739
Position 4753: 0.4510169840425309
Position 5973: 0.36285611595154055
Position 654: 0.2496241256016032
Position 701: 0.2027993162458311
Position 5649: 0.1312497886553529
Position 4714: 0.13013076534292103
Position 4764: 0.12989965661463818
Position 5691: 0.12071062725719948
Position 662: 0.11802152441748397
Position 5672: 0.1005963409693926
Position 5058: 0.08938741909966819
Position 4777: 0.0838981571313755
Position 2797: 0.07904668749715037
Position 4794: 0.07464600748635494
Position 5932: 0.07099325122496376
Position 4825: 0.06885853111424993
Position 724: 0.06281556847406888
Position 4791: 0.060221158699779696
Position 1795: 0.057713213652106736
Position 5367: 0.051423792430286025
Position 1149: 0.03906485366413904
Position 4537: 0.03659915492425611
Position 5240: 0.035073918295039155
Position 553: 0.033269782456851804
Position 4969: 0.02410900511892719
Position 2923: 0.023251216005653413
Position 636: 0.021009851498500338
Position 5243: 0.01953819531703372
Position 2803: 0.016585644860396858
Position 890: 0.015500199407026991
Position 1633: 0.013041604356834026
Position 6055: 0.011221033866358449
Position 5164: 0.009873025078950475
Position 556: 0.008847831231052395
Position 629: 0.008448477270814074
Position 721: 0.008051019345577125
Position 741: 0.007606239888526071
Position 4461: 0.0075683260977642145
Position 6191: 0.005849164743765822
Position 4400: 0.004642352197267049
Position 4590: 0.002401891612753693
Position 1401: 0.0022011025943931995
Position 562: 0.002031119123734199
Position 977: 0.0015934561740200484
Position 1214: 0.0015897487836583147
Position 427: 0.0013275343466164049
Position 305: 0.0012456077515561083
Position 318: 0.0007452637833991191
Position 204: 0.000562440747455083
Position 4734: 0.0004792941993348569
Position 424: 0.0003088337932427496
Position 4839: 0.0002538541570249628
Position 351: 0.00019450943637535365
Position 363: 0.00015897973725018222
Position 367: 0.0001440362623735186
Position 938: 0.00013540063217453097
Position 982: 0.00011301126749798712
Position 895: 0.00010816242822169226
Position 530: 7.071021492253205e-05
Position 4845: 6.375005642136438e-05
Position 222: 5.716783654544783e-05
Position 395: 5.153502019559974e-05
Position 903: 2.9490262191804076e-05
Position 483: 2.4612536129428187e-06
Position 235: 8.578596890453564e-07
Position 237: 6.134907530159698e-07
Position 330: 5.345867415531216e-07
Position 273: 3.2725287390162635e-07
