Gene = Lztfl1
index = 655
Annotated 5SS: [  100  2326  5196  6590  8072  9553  9717 15501 16756]
Annotated 3SS: [ 2200  5000  6528  7999  9486  9638 15323 16651 17521]
SMsplice 5SS: [  100  2326  5196  8150  9553  9717 15501 16756]
SMsplice 3SS: [ 2200  5000  7999  9486  9638 15323 16651 19528]
top_k =  100
Partition function (log Z): 0.29617479371917543

Sorted 5' Splice Sites (High to Low Probability):
Position 9717: 0.9999999999999996
Position 15501: 0.9978883884216196
Position 5196: 0.9888576962487985
Position 100: 0.9799416562763629
Position 16756: 0.9727994454233033
Position 8150: 0.8842840039228275
Position 2326: 0.7093538381506063
Position 9553: 0.6319788781574661
Position 6590: 0.5233385526150712
Position 10241: 0.3574092458147648
Position 6876: 0.34740138615938837
Position 14403: 0.2939734629273018
Position 7893: 0.1332484413074383
Position 3834: 0.10960485054686171
Position 8072: 0.10867928007565775
Position 5987: 0.08444452031077737
Position 7346: 0.07756529211634941
Position 11863: 0.07641129187951329
Position 3784: 0.06787703754497704
Position 3276: 0.04879440069376614
Position 6036: 0.04750764898265157
Position 595: 0.04381075665532874
Position 1795: 0.040351100172914454
Position 2741: 0.03063151023639519
Position 2660: 0.028862484875971577
Position 18234: 0.028524111301722315
Position 6897: 0.024980915575827486
Position 4470: 0.021428512464743386
Position 2106: 0.011096548717690743
Position 560: 0.009463743817338008
Position 1151: 0.008111547571075739
Position 8307: 0.007968250541337036
Position 303: 0.005679050958940946
Position 17853: 0.005078960085920977
Position 1163: 0.0042463689992555224
Position 1898: 0.002776164495440124
Position 133: 0.00018895728457700867
Position 112: 4.6937305151476964e-05
Position 726: 1.803281800022612e-05
Position 189: 1.6333641935019234e-05
Position 336: 1.4655969454086249e-05
Position 58: 1.3423382895071895e-06
Position 395: 1.1635781021073944e-06
Position 260: 1.1516672796149568e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 15323: 0.9991403016849665
Position 9638: 0.9989983593275386
Position 5000: 0.9662293813504026
Position 7999: 0.9023005765376116
Position 16651: 0.8449883244166784
Position 9486: 0.6329805188299265
Position 2200: 0.608653693515281
Position 6528: 0.3972530061502161
Position 6480: 0.33706336961366123
Position 19528: 0.2037753090982268
Position 10097: 0.19170871105618845
Position 17122: 0.18233161344754498
Position 3703: 0.1774818880918388
Position 14280: 0.16022817394064218
Position 18037: 0.15155587248909128
Position 16620: 0.14103668396564933
Position 14223: 0.13374528898665958
Position 7618: 0.1332484413074383
Position 17521: 0.12813764859302995
Position 5882: 0.09349782439520467
Position 6629: 0.0921391905125496
Position 7975: 0.09066270746087403
Position 19337: 0.08744242510676986
Position 7213: 0.07756529211634941
Position 11722: 0.07671238475107797
Position 2204: 0.07479935112624853
Position 6766: 0.06926528807386016
Position 10070: 0.0680877178085899
Position 10123: 0.06612707148545711
Position 3172: 0.04879440069376614
Position 17695: 0.04830790557225486
Position 1710: 0.040519229361893686
Position 18911: 0.03628177598196698
Position 17410: 0.0344764493199092
Position 10113: 0.028799262012310624
Position 19113: 0.027976181681567645
Position 463: 0.02754688762509959
Position 18636: 0.02754206204984752
Position 5961: 0.026913927417376145
Position 2547: 0.02386887933696311
Position 4942: 0.02145437547685878
Position 4181: 0.021428512464743386
Position 17022: 0.02098980105394446
Position 18131: 0.020680874214511
Position 2155: 0.018854868725286036
Position 17655: 0.017163258846696332
Position 17361: 0.01634280654337535
Position 2643: 0.012963331084231765
Position 440: 0.010172017421531308
Position 2516: 0.010158788493012936
Position 15622: 0.008815176025628067
Position 954: 0.008704731381586974
Position 2506: 0.008671900863233967
Position 5833: 0.008512215630434437
Position 8221: 0.007968250541337039
Position 1767: 0.007536627032227418
Position 2169: 0.006714454331997267
Position 17312: 0.00644673682587462
Position 2495: 0.0038262986394968805
Position 9879: 0.003245088895687527
Position 5894: 0.0030282018504137137
Position 2037: 0.002683431519088541
Position 1064: 0.0025843498714486542
Position 1861: 0.0013971632352556772
Position 1932: 0.0013493508243296816
Position 4882: 0.00117393942153725
Position 909: 0.0010688353172956435
Position 1624: 0.0007380114132503183
Position 365: 0.0006705428286136204
Position 459: 0.00040311321320796824
Position 524: 0.0003912212223074669
Position 2271: 0.00021809649612329415
Position 2308: 0.00011337395567033308
Position 2553: 4.796695428114904e-06
