Gene = Aamdc
index = 91
Annotated 5SS: [  132 14347 21367]
Annotated 3SS: [14196 21270 28755]
SMsplice 5SS: [  132  3910 14347 21367 23558]
SMsplice 3SS: [ 3805 14196 21270 23418 28755]
top_k =  100
Partition function (log Z): -11.607608767013382

Sorted 5' Splice Sites (High to Low Probability):
Position 3910: 0.9997838090465069
Position 14347: 0.9991168659746371
Position 132: 0.7253317455487427
Position 17607: 0.47184473039587366
Position 258: 0.1893718473413136
Position 242: 0.041810371830918465
Position 84: 0.025431845047692192
Position 905: 0.01818956940093305
Position 1240: 3.241331920446297e-05
Position 4551: 1.5088889598515128e-05
Position 1040: 1.1466249595215537e-05
Position 3089: 1.0613667224162747e-05
Position 808: 8.607690387500685e-06
Position 1757: 7.804771712363375e-06
Position 1470: 6.383533982871284e-06
Position 3947: 5.746794287295786e-06
Position 366: 1.057872960205784e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 14196: 0.999329139100846
Position 28755: 0.9924655106014882
Position 3805: 0.8804456481039481
Position 17514: 0.47341572174779045
Position 3786: 0.11940034900114856
Position 15459: 0.0026314167034384352
Position 18006: 0.002448947317790818
Position 5554: 0.00034623822531750143
Position 8078: 8.885896577230747e-05
Position 732: 8.281909867679454e-05
Position 6844: 6.355701460451016e-05
Position 864: 3.429097491744043e-05
Position 4214: 3.125301061855477e-05
Position 1123: 2.8382307892666607e-05
Position 1430: 2.619594145139898e-05
Position 787: 2.3303760496535575e-05
Position 4759: 1.5069084630799941e-05
Position 7343: 1.4880607483982507e-05
Position 2897: 1.178632056661105e-05
Position 631: 1.1453942357916618e-05
Position 6780: 9.667614722515049e-06
Position 818: 8.420239611065954e-06
Position 6424: 7.283230228041994e-06
Position 464: 4.194751992246458e-06
Position 2952: 3.884246502220546e-06
Position 2132: 3.663761515395217e-06
Position 4020: 3.4715064818468634e-06
Position 4088: 2.8855530568991326e-06
Position 660: 2.876426411699294e-06
Position 385: 2.7797502167988506e-06
Position 3986: 2.5624384522627026e-06
Position 3978: 2.488209955433125e-06
Position 1685: 2.377453590087933e-06
Position 812: 2.1438232429864088e-06
Position 2338: 1.4550974243728993e-06
Position 1640: 1.3780817757890218e-06
Position 878: 1.2640783933685485e-06
Position 1756: 1.139618120972371e-06
Position 1892: 9.615245923581514e-07
Position 866: 8.612939962054512e-08
Position 693: 3.82997725871781e-08
Position 747: 3.378852676378795e-08
Position 896: 2.7489615465107905e-08
Position 606: 2.726335801504784e-08
Position 635: 1.897096971623131e-08
Position 984: 1.6196392732361833e-08
