Gene = Bccip
index = 173
Annotated 5SS: [ 196 4930 5647 7618 8454 9946]
Annotated 3SS: [ 4854  5565  7527  8265  9770 11373]
SMsplice 5SS: [ 196 4930 5647 7618 9946]
SMsplice 3SS: [ 4854  5565  7527  9770 11373]
top_k =  100
Partition function (log Z): 1.62915850481545

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.9999910310645144
Position 5647: 0.964065278101634
Position 7618: 0.9083534686820747
Position 9946: 0.6847928690941381
Position 4930: 0.5489519926536274
Position 8454: 0.37231427820237784
Position 3370: 0.18709284377145788
Position 4997: 0.1601172287650865
Position 6745: 0.07069134155752371
Position 7658: 0.04464734934485384
Position 8529: 0.019155602664418653
Position 5748: 0.01841186598769836
Position 5651: 0.016208385177871598
Position 5160: 0.011962393608603461
Position 6157: 0.010347688079883188
Position 8118: 0.00942195220940297
Position 6107: 0.009109622284993433
Position 5846: 0.0072546747381214746
Position 5134: 0.007164525608142002
Position 2316: 0.006281528334292225
Position 4813: 0.005217337989914391
Position 1995: 0.004846658130121998
Position 8324: 0.00392549871844182
Position 2153: 0.0028441824429805917
Position 605: 0.002255410079177239
Position 8097: 0.0022265433048547284
Position 2279: 0.002117559869749511
Position 3615: 0.001433234536308969
Position 2354: 0.0011943387681400057
Position 7879: 0.0008417211194550046
Position 8025: 0.000836649961709765
Position 210: 6.017047485157447e-06
Position 243: 1.9728985669292403e-06
Position 124: 3.4794637991644866e-07
Position 232: 3.073542825781312e-07
Position 175: 1.5400566750090513e-07
Position 187: 9.27371410601002e-08
Position 155: 7.694596085536429e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5565: 0.999882437147767
Position 9770: 0.7292609902379573
Position 11373: 0.6161245040724722
Position 7527: 0.5871656309647767
Position 4854: 0.5426833007725558
Position 8265: 0.42088269589064276
Position 7487: 0.18176306192249503
Position 7420: 0.17555550511640938
Position 3333: 0.17120790591325452
Position 4717: 0.13351635238477477
Position 10366: 0.12425250923695423
Position 8424: 0.0689617158694755
Position 4891: 0.037994092893321285
Position 6548: 0.034487524399839486
Position 11435: 0.03269861652767599
Position 10342: 0.02867357949856425
Position 9618: 0.018528490643192175
Position 7783: 0.014745099218114083
Position 6603: 0.01406431792252679
Position 6486: 0.01260288086919083
Position 5044: 0.011779209873640005
Position 7534: 0.010422629122215622
Position 7975: 0.009958962958586897
Position 6615: 0.009536618365966615
Position 5995: 0.008068936300903207
Position 1957: 0.007588428775510307
Position 4996: 0.007347709343105458
Position 7728: 0.007311956657368387
Position 3063: 0.007262701613371551
Position 5954: 0.0067322828550057745
Position 3337: 0.006306436439387324
Position 10850: 0.005508670676659102
Position 2200: 0.005181316971615091
Position 8709: 0.0048001825699815915
Position 7807: 0.004256040027480984
Position 8840: 0.00397358417760904
Position 3084: 0.003749034341753441
Position 2179: 0.003480463930368716
Position 5737: 0.003431400400158484
Position 5974: 0.003133589407508436
Position 437: 0.0016804205708496362
Position 8002: 0.0016715079130961983
Position 5725: 0.0015822959687727112
Position 6028: 0.001522501801459198
Position 2223: 0.0009316460701979283
Position 5760: 0.0009265076363937709
Position 541: 0.0005411385991349008
Position 5578: 0.00011359035517661237
Position 4641: 9.281335797661852e-05
Position 1962: 6.785058410823122e-05
Position 1841: 3.456121348405229e-05
Position 342: 1.865950173979248e-05
Position 372: 1.5191407452908418e-05
Position 5456: 3.1406547332391143e-06
Position 5619: 8.318423212537294e-07
