Gene = Blvrb
index = 182
Annotated 5SS: [  219 11443 11675 14718]
Annotated 3SS: [11277 11584 14588 17741]
SMsplice 5SS: [  219 11443 11675 14718]
SMsplice 3SS: [11277 11584 14588 17741]
top_k =  100
Partition function (log Z): -10.744549966363374

Sorted 5' Splice Sites (High to Low Probability):
Position 14718: 0.9790448965854001
Position 11675: 0.8998162380091437
Position 11443: 0.693732574266701
Position 235: 0.4886308335355531
Position 311: 0.2413975651263941
Position 209: 0.1560626551497968
Position 17511: 0.15262342336013843
Position 14527: 0.10325743187813591
Position 11718: 0.09511285223934722
Position 17609: 0.05792347106457388
Position 4796: 0.055700183616351
Position 1073: 0.048979303044421246
Position 15352: 0.043520539356849866
Position 690: 0.025866703604272064
Position 168: 0.023053323303684408
Position 762: 0.02170827440649375
Position 3911: 0.01691885696636107
Position 1255: 0.012756111007205355
Position 6154: 0.009568435698901189
Position 2028: 0.007493819310965847
Position 4573: 0.007234033594099241
Position 17890: 0.006812186514369337
Position 2844: 0.005343329024209323
Position 4915: 0.005264002588561849
Position 795: 0.0006643873036639786
Position 384: 0.0003064487182556276
Position 660: 0.0002265716833654028
Position 397: 5.8719096422117894e-05
Position 339: 5.001193377958273e-05
Position 473: 4.1623430219978774e-05
Position 244: 2.45495799786942e-05
Position 582: 2.2553930122750104e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11277: 0.999850654646088
Position 14588: 0.7831959069052346
Position 17741: 0.7506847684551579
Position 11584: 0.693732574266701
Position 17349: 0.2885054004367239
Position 14478: 0.2019019096979709
Position 15128: 0.11491731682837843
Position 14632: 0.10240031433882493
Position 4673: 0.060964186204912806
Position 16774: 0.05576933801264935
Position 3798: 0.01691885696636107
Position 1131: 0.012805998230317478
Position 6062: 0.009601632741503215
Position 16822: 0.008864060922976518
Position 14836: 0.007279785271783589
Position 910: 0.007096360358833545
Position 17994: 0.006812186514369337
Position 16106: 0.005375776017654415
Position 2703: 0.0053433290242093315
Position 4442: 0.005103812200278818
Position 15703: 0.004512918391859866
Position 16486: 0.004353556672019374
Position 1927: 0.003268475527591197
Position 15622: 0.002930894025318331
Position 1875: 0.002164225500024439
Position 4395: 0.0021302213938204227
Position 1824: 0.0020659948629472595
Position 12051: 0.0006069065170381646
Position 5083: 1.880597205087427e-05
Position 1504: 1.537428866015511e-05
Position 2923: 9.755666340605434e-06
Position 3287: 8.504977451223688e-06
Position 323: 3.1790328867050817e-06
Position 724: 2.928058801451197e-06
