Gene = Ticrr
index = 1081
Annotated 5SS: [  807  5744  7703  9487 10800 15213 17250 18971 20813 21708 21874 22281
 22857 24066 25743 28121 29771 30808 31784 35627 35865]
Annotated 3SS: [ 5466  7463  9251 10669 15075 17030 18818 20711 21613 21793 22052 22759
 24007 25580 28029 29711 30675 31625 33504 35738 36457]
SMsplice 5SS: [  807  5744 10800 15213 17250 18971 20813 21708 21874 22281 22857 24066
 25743 28121 30808 31020 31784 35865]
SMsplice 3SS: [ 5466 10669 15075 17030 18818 20711 21613 21793 22052 22759 24007 25580
 28029 30675 30894 31625 35738 36457]
top_k =  100
Partition function (log Z): 6.021035632389709

Sorted 5' Splice Sites (High to Low Probability):
Position 30808: 0.9999999999999989
Position 21708: 0.9945820114673715
Position 5744: 0.9828976842431033
Position 22281: 0.963048530704729
Position 21874: 0.9279050340824055
Position 15213: 0.8764433706600716
Position 22857: 0.8395094313354274
Position 28121: 0.8310716744991271
Position 25743: 0.8149980465924047
Position 18971: 0.710911260112619
Position 24066: 0.7044021679629716
Position 31020: 0.697568230765811
Position 807: 0.6924935295568262
Position 17250: 0.6698231295430038
Position 31784: 0.5518999772009598
Position 20813: 0.501268868272274
Position 10800: 0.4946733139966031
Position 20852: 0.3473108239707022
Position 812: 0.22377683907385187
Position 24129: 0.2047262846995535
Position 12328: 0.19400102036751082
Position 7703: 0.16674414401724455
Position 7670: 0.12575465138450376
Position 15267: 0.12346450585492266
Position 28669: 0.08797754434129766
Position 714: 0.06933810986965322
Position 2490: 0.051859400269470765
Position 7583: 0.04696355912073682
Position 9487: 0.04205261494670514
Position 32094: 0.04108754998816082
Position 22288: 0.026724787731972198
Position 23944: 0.022837109302388924
Position 3200: 0.01965626499747685
Position 25303: 0.0174753131975593
Position 5531: 0.017102315756897406
Position 2305: 0.016868276607455344
Position 15459: 0.015519382329218633
Position 4292: 0.015385308937435883
Position 671: 0.014326944912575969
Position 25405: 0.0063591835528932225
Position 4533: 0.005873901038255423
Position 31087: 0.005369497406182402
Position 535: 0.0024205867335173863
Position 21887: 0.0018792436508132404
Position 21687: 0.0016803752761531206
Position 21815: 0.0011970097763807732
Position 21986: 0.001058496997098067
Position 329: 0.0010362140456058053
Position 327: 0.0006443164465874878
Position 162: 0.00046892319983223756
Position 457: 0.000427642562284486
Position 509: 0.0003785282981881112
Position 287: 0.00018025573440266074
Position 21794: 0.00017919405040332545
Position 84: 0.00016859447414157989
Position 270: 0.00014359045353144376
Position 833: 6.457658709288768e-05
Position 70: 6.173366988417001e-05
Position 127: 4.33265850156055e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 30675: 0.9999999999999996
Position 15075: 0.9999078765149944
Position 21613: 0.9958441947585697
Position 21793: 0.9291264560927073
Position 5466: 0.8801773656051608
Position 24007: 0.8721428981301135
Position 22052: 0.8626322066653483
Position 20711: 0.8485796922429759
Position 28029: 0.8310716744991268
Position 22759: 0.82954750513774
Position 25580: 0.8149980465924044
Position 17030: 0.6698231295430039
Position 18818: 0.6596891227277548
Position 31625: 0.6470977443991107
Position 30894: 0.544872597851474
Position 36457: 0.5228109009319479
Position 10669: 0.4946733139966027
Position 7463: 0.3033119526053362
Position 12271: 0.19400102036751082
Position 5482: 0.11325627207205109
Position 36431: 0.09444786749277653
Position 30897: 0.0693597824930492
Position 28608: 0.06861919373218182
Position 32385: 0.06784478778141019
Position 32311: 0.06742265906784468
Position 33309: 0.06283764208231765
Position 18763: 0.05122213738486439
Position 22202: 0.04786814342113085
Position 30964: 0.04577654451350511
Position 9251: 0.04205261494670514
Position 2350: 0.041693734133745664
Position 30940: 0.040627213301130984
Position 22144: 0.039007042872014897
Position 35108: 0.0385963456082492
Position 7419: 0.03615040191714899
Position 31935: 0.032104097588957825
Position 33029: 0.026836108526451512
Position 24034: 0.026071015596418834
Position 23836: 0.02434764322465267
Position 25227: 0.02383449675045253
Position 28392: 0.019358350609115862
Position 22174: 0.01933963226200368
Position 34747: 0.016365121371306926
Position 15313: 0.015519382329218631
Position 3148: 0.011358475400315449
Position 22097: 0.010742166923944405
Position 4149: 0.010638084427784824
Position 30988: 0.010105047738035416
Position 23770: 0.009404005013728725
Position 2212: 0.00918576692675738
Position 2070: 0.009084621756617275
Position 3087: 0.008297789597161407
Position 5413: 0.006566362322789419
Position 34262: 0.006085620180731165
Position 4378: 0.005873901038255423
Position 22638: 0.005234587622787516
Position 4105: 0.004747224509651068
Position 22794: 0.004727338574899653
Position 644: 0.004213886143053347
Position 22119: 0.0035857460726027345
Position 2243: 0.0033484665872784815
Position 2353: 0.003271733658147906
Position 22211: 0.0029345938411694545
Position 32348: 0.002735174432815559
Position 22020: 0.002651409570385598
Position 2377: 0.0021433538143793866
Position 21440: 0.002092291051090246
Position 21829: 0.001982646308655343
Position 713: 0.0017598260599376286
Position 21800: 0.00044815389770439353
