Gene = Odr4
index = 779
Annotated 5SS: [  391  2845  4558  6723  8652 10023 10813 11582 12769 17585 18286 21052
 29590]
Annotated 3SS: [ 2723  4422  6626  8544  9985 10671 11485 12702 17455 18194 20880 29481
 30191]
SMsplice 5SS: [  391  2845  4558  6723  8676 11582 17585 21052 29590]
SMsplice 3SS: [ 2723  4460  6626  8544 11485 17455 20880 29481 30191]
top_k =  100
Partition function (log Z): -5.0580645999079294

Sorted 5' Splice Sites (High to Low Probability):
Position 8676: 0.9989458645822482
Position 17585: 0.9976739566092897
Position 4558: 0.9951226250336987
Position 21052: 0.9891068115752065
Position 2845: 0.986526472881048
Position 6723: 0.9650057274967438
Position 29590: 0.7594426993154166
Position 11582: 0.6588698663388504
Position 391: 0.3672612250913741
Position 653: 0.3564922817768971
Position 18286: 0.24060425719849973
Position 981: 0.17955640622072497
Position 18335: 0.17818434111191006
Position 91: 0.10445341698265789
Position 132: 0.09356397167342272
Position 3906: 0.058631648752873834
Position 7920: 0.047153433261277265
Position 898: 0.03493862864766863
Position 4763: 0.021986948306819097
Position 251: 0.019458804939790856
Position 190: 0.018121551145870045
Position 1864: 0.01355922684550915
Position 566: 0.011134561571471923
Position 477: 0.01072511478046198
Position 4209: 0.01044165349401244
Position 19: 0.00864384401012951
Position 5483: 0.0073912916842149255
Position 8194: 0.004392337924979191
Position 5229: 0.003831266472634506
Position 7157: 0.0035700009137453743
Position 4809: 0.002347780397632693
Position 626: 0.0020175127651404536
Position 7597: 0.001746984315359098
Position 7043: 0.0013132475520755988
Position 309: 0.0013026901563297903
Position 735: 0.0007392421048706532
Position 17855: 0.00034739153250004786
Position 230: 0.0003040785661843794
Position 689: 0.0001921384776970069
Position 642: 0.00010795234948700273
Position 681: 0.00010147138594029593
Position 209: 9.722469613167629e-05
Position 152: 9.511514696349843e-05
Position 316: 9.315762065776034e-05
Position 139: 2.3878295683734073e-05
Position 3768: 1.6352286435449587e-05
Position 1660: 1.0024719219967171e-05
Position 150: 1.2132967446550646e-08
Position 84: 8.118387931937114e-09
Position 101: 7.387385708010129e-09
Position 68: 1.2598498738825788e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 17455: 0.9980024895280002
Position 20880: 0.9928354702626766
Position 2723: 0.986526472881048
Position 8544: 0.9833531012264868
Position 6626: 0.9594584753726335
Position 29481: 0.9390638345206468
Position 11485: 0.6588698663388504
Position 4460: 0.5351648783732222
Position 18194: 0.4212937781403867
Position 30191: 0.4013408270082679
Position 4422: 0.38169627560877695
Position 30252: 0.3581018723071493
Position 793: 0.10033720237394302
Position 829: 0.09835650818800364
Position 4384: 0.04038599100643333
Position 4437: 0.03484714899087161
Position 3665: 0.03301700284914275
Position 7793: 0.027200864696321464
Position 3830: 0.01825537480342255
Position 21809: 0.017790912083548063
Position 8500: 0.016574413163632874
Position 7708: 0.01535276772107
Position 4665: 0.014142672857582318
Position 1766: 0.013559226845509151
Position 4073: 0.012360962041821303
Position 21410: 0.010618677494978312
Position 24890: 0.008683935045374198
Position 22229: 0.007501652058873459
Position 3634: 0.0073233081261421884
Position 4701: 0.006746762609240083
Position 23987: 0.005447800371784324
Position 6498: 0.0053895290821781355
Position 7764: 0.004613087521576666
Position 518: 0.004473837843261875
Position 7978: 0.0044363093361597175
Position 5339: 0.003997031574084881
Position 798: 0.0034733426110400245
Position 5279: 0.0033942601101300466
Position 5109: 0.002999410171389394
Position 6880: 0.002826929605372377
Position 7076: 0.002064537226276539
Position 4648: 0.001799905340717763
Position 7458: 0.0017468364790212138
Position 4671: 0.001645365003807438
Position 865: 0.0015681255040898069
Position 19755: 0.001345850656175912
Position 17723: 0.001334847392961541
Position 430: 0.0012107925324511832
Position 4199: 0.0011090225065861494
Position 5187: 0.0008318331433204816
Position 11693: 0.00023960339277340553
Position 14686: 0.00021758934976769326
Position 11729: 0.0002115749680479454
Position 6687: 0.0001644058667594482
Position 12702: 8.574966337770157e-05
Position 14162: 8.504945654194729e-05
Position 9437: 4.8080423830030574e-05
Position 3674: 4.772761964430356e-05
Position 9243: 3.576510622165393e-05
Position 11742: 1.9962693688874076e-05
Position 1570: 1.002471921996716e-05
Position 3717: 4.587640957472711e-06
Position 233: 2.4758527379176554e-06
Position 835: 1.4272941627747328e-06
Position 161: 5.851044574923784e-07
Position 8514: 3.263303509723737e-07
Position 7495: 1.4783633788410033e-07
Position 5005: 1.1649042757276945e-08
Position 5075: 1.1508881878408527e-08
Position 4747: 1.1215281934075108e-08
Position 4621: 6.062273297983582e-09
Position 4721: 5.615548956090284e-09
