Gene = Tdo2
index = 1066
Annotated 5SS: [  544   879  1882  4566  6713  8118  9218 12281 13478 14770 15733]
Annotated 3SS: [  772  1790  4494  6584  7930  9109 12168 13419 14689 15641 17257]
SMsplice 5SS: [  544   879  1882  4566  6713  8118  9218 12281 13478 14770 15733]
SMsplice 3SS: [  772  1790  4494  6584  7930  9109 12168 13419 14689 15641 16840]
top_k =  100
Partition function (log Z): 4.174140773997207

Sorted 5' Splice Sites (High to Low Probability):
Position 8118: 0.9999999999999996
Position 6713: 0.9937381645527578
Position 14770: 0.9802291742293218
Position 12281: 0.9635070796132001
Position 879: 0.9234112350344859
Position 4566: 0.8396260361405563
Position 1882: 0.8354187867062156
Position 15733: 0.7355784784476626
Position 9218: 0.7228023643340856
Position 13478: 0.676702437935414
Position 544: 0.5367311013849493
Position 1256: 0.36189466833286665
Position 4817: 0.3096658943072267
Position 381: 0.28311930944039765
Position 12612: 0.16924103169882318
Position 1895: 0.09169513229118366
Position 8932: 0.08238768560544621
Position 7436: 0.0522085562895258
Position 1909: 0.030258068360547407
Position 1319: 0.018017011147136094
Position 7473: 0.012207532895499126
Position 8906: 0.010496033970821075
Position 1354: 0.009447795781674
Position 7477: 0.00938208917322899
Position 354: 0.008459010297838486
Position 1481: 0.006838648833860884
Position 1192: 0.006045078083482803
Position 15755: 0.005933517688851052
Position 6657: 0.0023321203391096002
Position 454: 0.002084522507132718
Position 266: 0.0017419142651814935
Position 442: 0.0016150504481547126
Position 883: 0.0013865216178918622
Position 513: 0.0012612397095643597
Position 180: 0.0011475844535405006
Position 539: 0.001143096954696352
Position 390: 0.0010321343326750926
Position 109: 0.0009402960322335248
Position 190: 0.0008568659944073568
Position 49: 0.0008559805966852204
Position 274: 0.000540774992722388
Position 183: 0.00039470935760524753
Position 504: 0.00029226370807317975
Position 622: 0.0002697527993905466
Position 83: 1.5457231170381281e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7930: 0.998301140346313
Position 6584: 0.996067162086379
Position 14689: 0.9835566936948518
Position 12168: 0.9635070796132003
Position 1790: 0.8647560555679369
Position 4494: 0.790506718239604
Position 772: 0.7262832348368835
Position 13419: 0.6440451538531033
Position 9109: 0.6041550532787409
Position 16840: 0.42854525016808576
Position 15641: 0.41841829065815433
Position 1022: 0.3470903102120446
Position 15582: 0.3201209887337229
Position 4655: 0.2848701989694076
Position 12465: 0.12635386716125785
Position 8998: 0.11864326749100507
Position 18670: 0.0970777987569792
Position 17314: 0.08964734205708824
Position 1747: 0.07940155919078257
Position 18050: 0.06466386950125365
Position 17364: 0.060398301795441936
Position 17257: 0.058962425010935945
Position 7355: 0.058898057747787703
Position 4454: 0.05549105900161547
Position 8852: 0.048739157794822706
Position 15198: 0.04677084935963621
Position 8844: 0.039811216832937535
Position 16787: 0.03908136213908184
Position 13168: 0.03399861437551845
Position 12402: 0.03115350552584242
Position 800: 0.025432431270530364
Position 15906: 0.024149897081743265
Position 1081: 0.02352189713613214
Position 18315: 0.020105667869698952
Position 4431: 0.01746967026315534
Position 16008: 0.015535994848170776
Position 15821: 0.015265833424949613
Position 14720: 0.014669959889460259
Position 12437: 0.011733659011722915
Position 15065: 0.01037805786601361
Position 1121: 0.009764814273856035
Position 1657: 0.00917533252824555
Position 15400: 0.009174278340760456
Position 987: 0.009023680264220228
Position 7181: 0.008857948663372134
Position 644: 0.007308999377787267
Position 1390: 0.006015534447816568
Position 475: 0.004749734648099881
Position 7230: 0.0043852932652373045
Position 1703: 0.004039040070981655
Position 8869: 0.0036056620805080333
Position 15883: 0.003444962754117886
Position 838: 0.0020655769119774393
Position 7288: 0.0016568786818567825
Position 1084: 0.0016480903109812447
Position 7826: 0.0016294272928137695
Position 1339: 0.0014872620072701069
Position 1101: 0.001298773472542836
Position 1283: 0.0012485147784545988
Position 990: 0.0010864157489495223
Position 4533: 0.0009542839740001605
Position 8639: 0.0006172021479918506
Position 9360: 0.0004320161224814141
Position 810: 0.0003095767897270106
Position 530: 0.0002592362696531249
Position 668: 0.00022144262869914854
Position 417: 0.00020717343921094163
Position 813: 0.00014073907943648386
Position 8603: 0.00011262476918589762
Position 7740: 6.943236087286127e-05
Position 1124: 5.790952675252864e-05
Position 672: 5.5556971434111695e-05
Position 453: 5.205618266708704e-05
Position 292: 4.204045530910885e-05
Position 495: 3.545051253627939e-05
Position 537: 3.1867007775599146e-05
Position 335: 2.433755176274996e-05
Position 572: 2.146632553788678e-05
Position 584: 1.5875543075459802e-05
Position 622: 1.4617840341875835e-05
Position 504: 1.1528305515746101e-05
Position 6245: 3.122805488371172e-06
Position 9188: 1.8995151604666081e-06
Position 143: 1.874959840637659e-06
Position 878: 9.274294149734496e-08
