Gene = 2010109A12Rik
index = 26
Annotated 5SS: [ 206 1677]
Annotated 3SS: [1580 6710]
SMsplice 5SS: [206]
SMsplice 3SS: [4708]
top_k =  100
Partition function (log Z): -10.962215859745438

Sorted 5' Splice Sites (High to Low Probability):
Position 206: 0.8260577257341111
Position 2435: 0.14270176605340668
Position 264: 0.08621989844124815
Position 4763: 0.07446899340363353
Position 365: 0.0467856989411795
Position 524: 0.025380995806634853
Position 4638: 0.019618924694151777
Position 1677: 0.019496110596634374
Position 699: 0.017555122345052205
Position 528: 0.016011101475002457
Position 5711: 0.008928504667380993
Position 2499: 0.008896109247170924
Position 3421: 0.00044638161269882964
Position 259: 0.00014345509884008386
Position 175: 2.405596150509325e-05
Position 306: 7.894884821928479e-06
Position 40: 2.8796384659778496e-06
Position 275: 2.83074381377836e-06
Position 357: 1.22980301202647e-06
Position 108: 1.2290555610823454e-06
Position 254: 1.008956193038914e-06
Position 186: 9.33286664617501e-07
Position 87: 8.769383517757749e-07
Position 85: 7.837567432873328e-07
Position 308: 6.355806874843037e-07
Position 389: 4.7546594830583725e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4708: 0.4411640510128553
Position 6710: 0.21878153386279553
Position 2351: 0.11788054678341724
Position 5547: 0.05728853053122897
Position 3823: 0.05567341164275949
Position 2606: 0.04552107545210917
Position 4495: 0.038896085775430696
Position 4865: 0.02976059310863463
Position 6052: 0.0277259880490418
Position 2271: 0.023178627139386822
Position 6402: 0.022980467198525735
Position 3877: 0.022501478604657486
Position 5887: 0.020764047709763055
Position 3251: 0.0203427325929885
Position 2268: 0.020171185952954227
Position 6430: 0.019532933099053292
Position 423: 0.016701793980968056
Position 6376: 0.016464788399436343
Position 4862: 0.016163465616687113
Position 1580: 0.01063895042648461
Position 795: 0.007627929357562006
Position 1507: 0.007518675935242394
Position 2305: 0.006772597285354398
Position 3047: 0.006391907349711729
Position 524: 0.005964838455965559
Position 4736: 0.00388029173116704
Position 3142: 0.0034997235672571776
Position 1667: 0.002201760404130793
Position 2698: 0.002177355832681165
Position 738: 0.0011526700082365694
Position 957: 0.0009983419677507533
Position 625: 0.0008733695467342162
Position 445: 0.0007532614566939351
Position 846: 0.0005561723234389264
Position 2382: 0.00012710324154936
Position 387: 5.746476284416713e-05
Position 642: 5.639242619819633e-05
Position 407: 1.300888592937596e-05
