Gene = Tfpt
index = 1076
Annotated 5SS: [ 333 1057 5286 8822 9108]
Annotated 3SS: [ 797 5214 8751 8900 9409]
SMsplice 5SS: [ 113 1057 5286 8822]
SMsplice 3SS: [ 797 5214 8751 9409]
top_k =  100
Partition function (log Z): -3.6365714631508226

Sorted 5' Splice Sites (High to Low Probability):
Position 5286: 0.9977474802600254
Position 8822: 0.7510294801023223
Position 1057: 0.5908148924678789
Position 5949: 0.4522454550510426
Position 113: 0.40806209269593735
Position 1061: 0.31874001486871056
Position 9108: 0.2259287276419991
Position 333: 0.21786222443730016
Position 201: 0.1495829027216729
Position 1813: 0.11927921261920964
Position 184: 0.09241124677500966
Position 1758: 0.08819099679111483
Position 3187: 0.04762227521006962
Position 9138: 0.043560337072049114
Position 253: 0.040391951070710225
Position 132: 0.03336143965272901
Position 5483: 0.03039816473460645
Position 5758: 0.02936182653204711
Position 8844: 0.0249120775555797
Position 1649: 0.019524120492613012
Position 890: 0.017607723233444023
Position 9217: 0.017035486506796142
Position 647: 0.012839335225890322
Position 1638: 0.011282620772616218
Position 1919: 0.010096118048214826
Position 2988: 0.009027775181543666
Position 1827: 0.008768337310237915
Position 3812: 0.007046245881417054
Position 3680: 0.005372544315654703
Position 3485: 0.0040823544155333446
Position 9069: 0.003786452329737826
Position 1817: 0.0037617704281803894
Position 6029: 0.0029780342259183865
Position 33: 0.0023610193837438134
Position 5490: 0.0017962233405752644
Position 475: 0.001599958266870729
Position 104: 0.0015731020736248981
Position 413: 0.001284657247413831
Position 121: 0.001106532266482262
Position 179: 0.0008924725387676078
Position 291: 0.0007413919515094646
Position 564: 0.0004729570351423269
Position 633: 9.7324224799805e-06
Position 462: 6.271416701085483e-06
Position 532: 5.546136055019829e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5214: 0.9999999999999999
Position 9409: 0.9361917868774161
Position 8751: 0.7971801302991414
Position 797: 0.48439004755480863
Position 940: 0.35325830926590773
Position 1648: 0.1842738856335156
Position 5880: 0.17132079760923247
Position 5865: 0.14111043995812403
Position 8989: 0.128731699940102
Position 8900: 0.12358148990978442
Position 5848: 0.10643453869643127
Position 8937: 0.07227880190448954
Position 886: 0.054069168856879374
Position 5390: 0.03457631765574968
Position 1568: 0.03387719057423537
Position 1744: 0.03203797706920094
Position 2894: 0.029155147195577786
Position 5665: 0.025383832716024467
Position 2987: 0.02417733659033722
Position 5796: 0.020170688096185004
Position 5741: 0.018214041957863407
Position 3613: 0.012418790197071755
Position 1467: 0.0067643656313329
Position 3384: 0.004082354415533346
Position 1403: 0.0038953214521924486
Position 5520: 0.0035579728326120396
Position 3122: 0.0033175666056982803
Position 9548: 0.0012681089177771976
Position 6962: 0.0007790979817665522
Position 1579: 4.7700932537648495e-05
Position 583: 9.35422386969329e-06
Position 1672: 6.735169171850268e-06
Position 650: 5.839866094142861e-07
