Gene = Fxyd5
index = 418
Annotated 5SS: [ 392 1085 2299 3444 4661 6046 7096 7273]
Annotated 3SS: [1023 2223 3386 4552 5964 7065 7197 9462]
SMsplice 5SS: [ 392 2299 3444 4661 7096]
SMsplice 3SS: [2223 3386 4516 7065 7197]
top_k =  100
Partition function (log Z): 0.9318904110062025

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.9892683222764137
Position 3444: 0.9744517792760001
Position 4661: 0.9578255651492297
Position 392: 0.9338691246528943
Position 7096: 0.8295024739772447
Position 1085: 0.4672435702593712
Position 7273: 0.3837086322704713
Position 3770: 0.3286394905233185
Position 6046: 0.08645929825013157
Position 5965: 0.06074982322240628
Position 1530: 0.0572974707934436
Position 5450: 0.052429278661658946
Position 3245: 0.03544268513395327
Position 435: 0.031993851353236756
Position 9509: 0.02853866887458023
Position 1720: 0.023217967107049823
Position 1209: 0.016153544265244433
Position 7333: 0.015218482659362188
Position 3117: 0.014668874345356537
Position 8280: 0.012142488322809598
Position 2063: 0.010424240713509409
Position 353: 0.00953205014364662
Position 979: 0.007755393557611709
Position 5454: 0.007560080205902718
Position 3170: 0.007507177782973818
Position 2053: 0.005630201058266088
Position 7239: 0.004702936208152339
Position 6104: 0.00022645351697609444
Position 649: 1.0800283328883321e-05
Position 553: 9.383794320288003e-06
Position 9: 5.963072987903989e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3386: 0.9336720612659775
Position 7197: 0.8951530801038273
Position 7065: 0.8441121467952808
Position 2223: 0.8051470942169273
Position 9462: 0.4225172592739045
Position 4516: 0.349851961548049
Position 4549: 0.3236984554207196
Position 4552: 0.28389825109636474
Position 1023: 0.21505272350186036
Position 3657: 0.1708618097911497
Position 1011: 0.12080566568113389
Position 2208: 0.10237781339964702
Position 5865: 0.09385903253787034
Position 3634: 0.0927375250653086
Position 859: 0.07073878903971609
Position 1404: 0.06492123118742404
Position 2259: 0.055789340143104944
Position 5964: 0.05312256597122993
Position 9508: 0.051170500237426864
Position 5225: 0.05074818992578022
Position 914: 0.040705294318515974
Position 2923: 0.03614914425462249
Position 9600: 0.02853866887458023
Position 3330: 0.025168847525147087
Position 3116: 0.02205280519970696
Position 3518: 0.020965645081054966
Position 1933: 0.01960732208593395
Position 8129: 0.017077794032605634
Position 3593: 0.016215500609384068
Position 3576: 0.015890789931094305
Position 2228: 0.015246983007617183
Position 3598: 0.010205973126653596
Position 1346: 0.009999597246057501
Position 7406: 0.009705498937145975
Position 3392: 0.009557122721327608
Position 5276: 0.0077175032904181345
Position 1082: 0.00736525721157228
Position 3278: 0.007061629718053843
Position 2143: 0.006245882775071224
Position 806: 0.004456411057535745
Position 7465: 0.004355132161886115
Position 1122: 0.0037059018258881085
Position 918: 0.0029781420343487973
Position 744: 0.002018850995755488
Position 5976: 0.0016375783763762238
Position 5249: 0.0015236656513633005
Position 1037: 0.0012943527265725867
Position 1079: 0.0009975209584046827
Position 957: 0.0009866874874313516
Position 1919: 0.0009083284198872187
Position 1343: 0.0008418139995387258
Position 4351: 0.00021582794810047506
Position 815: 0.0001852891789459435
Position 3438: 0.00017096650566888607
Position 4444: 8.851866769754148e-05
Position 4421: 7.255046829810569e-05
Position 1084: 3.5590832432391975e-05
Position 3739: 1.862664531090851e-07
