Gene = Ccp110
index = 230
Annotated 5SS: [  197  1697  2963  5544 10487 12034 12908 13591 14065 17173 17523 18190
 19208 19902 20421]
Annotated 3SS: [ 1553  2807  5414  8841 11902 12750 13450 13947 17070 17405 18115 19144
 19841 20334 22715]
SMsplice 5SS: [  197  5544 10487 13591 14065 17173 17523 18190]
SMsplice 3SS: [ 5414 10384 13473 13947 17070 17405 18115 22715]
top_k =  100
Partition function (log Z): 5.530895890992502

Sorted 5' Splice Sites (High to Low Probability):
Position 5544: 0.9999999999999986
Position 18190: 0.9924775887554781
Position 13591: 0.989917262937049
Position 17523: 0.9894246509632345
Position 10487: 0.9461882783214085
Position 17173: 0.9152101398830298
Position 14065: 0.7332259556889452
Position 197: 0.6139403110798989
Position 1227: 0.4424614332587698
Position 1697: 0.3961684769237816
Position 1274: 0.36802823956941566
Position 12034: 0.3030249470923958
Position 19208: 0.2376914514652282
Position 244: 0.15423735074071188
Position 18563: 0.14960998088196573
Position 12908: 0.13322715279992794
Position 186: 0.10934959192463461
Position 2963: 0.10541748669572307
Position 1614: 0.08940296462958323
Position 468: 0.06833353949531532
Position 15519: 0.06218562743039304
Position 14070: 0.0591238576002647
Position 11704: 0.05620527186720348
Position 21648: 0.05352366824677312
Position 10762: 0.039393457043067306
Position 19673: 0.03759100751713518
Position 17220: 0.03192127103024752
Position 18418: 0.03133986405530181
Position 17215: 0.028721972184840756
Position 12067: 0.025352522838301465
Position 15618: 0.02182518407774845
Position 15546: 0.0201909786636738
Position 18020: 0.017805146748317447
Position 297: 0.016846900809321316
Position 1264: 0.015498885030539993
Position 1030: 0.012971276689325129
Position 15374: 0.011965142212643935
Position 445: 0.011592699835779713
Position 19902: 0.011085959961325484
Position 15798: 0.010951265852766116
Position 19684: 0.010088210187067174
Position 2754: 0.009513684490014244
Position 216: 0.006776830708329087
Position 13613: 0.006601347539161053
Position 312: 0.005561497831907306
Position 15635: 0.005466367963704402
Position 11466: 0.004355220545640185
Position 754: 0.003202231171120467
Position 18290: 0.0025146682885312604
Position 431: 0.0022710241485112224
Position 365: 0.0020764022823337018
Position 66: 0.0014112483568257225
Position 1096: 0.0011149342172356066
Position 1278: 0.0006403347401941451
Position 190: 0.0005341573725176212
Position 352: 3.279191777025368e-05
Position 473: 2.697069093236158e-05
Position 158: 1.9287700192949916e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5414: 0.999999999999999
Position 17070: 0.9763730468341681
Position 10384: 0.9461882783214085
Position 22715: 0.9317454937869554
Position 18115: 0.9063273870960984
Position 13947: 0.7916963593392935
Position 13473: 0.6254200791174531
Position 17405: 0.5851170731792387
Position 1077: 0.4510493314440436
Position 13450: 0.3710985313587571
Position 17272: 0.3600021988512101
Position 989: 0.35623454305549596
Position 11902: 0.2922707768439784
Position 1553: 0.22814261281836312
Position 1493: 0.2180951600815525
Position 19144: 0.16047379500943554
Position 12750: 0.13322715279992794
Position 18509: 0.12395544932688136
Position 15441: 0.1155247384876502
Position 2807: 0.1054174866957231
Position 11627: 0.09231196495392244
Position 18893: 0.08097439311793596
Position 19432: 0.056169892912200835
Position 21608: 0.05352366824677312
Position 17952: 0.050459058398396636
Position 18462: 0.04373430950693645
Position 10707: 0.039393457043067306
Position 1381: 0.03784778039064015
Position 23837: 0.035071735442283855
Position 1174: 0.031129953334853713
Position 18253: 0.029542411872453905
Position 18056: 0.024792751486934172
Position 17457: 0.02272915694394945
Position 18090: 0.019850783006339676
Position 17379: 0.01705362355332308
Position 19841: 0.011997254159334208
Position 15217: 0.011663741734161511
Position 2650: 0.009513684490014242
Position 17768: 0.00692269642005171
Position 15666: 0.005094685500635583
Position 11295: 0.004355220545640185
Position 17360: 0.004002934699462777
Position 18149: 0.0029043192843729404
Position 18336: 0.0018723321271567517
Position 18316: 0.0016501245095109584
Position 18359: 0.0012134992018008328
Position 18322: 0.0005152681275043127
Position 13960: 0.00032856795152038005
Position 13836: 0.0003248859983960267
Position 15100: 0.0003014004784824237
Position 17894: 3.092306776599749e-05
