Gene = Timm29
index = 1082
Annotated 5SS: [349]
Annotated 3SS: [427]
SMsplice 5SS: [349]
SMsplice 3SS: [427]
top_k =  100
Partition function (log Z): -8.91642004316378

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.666798002399117
Position 519: 0.437926418154637
Position 271: 0.14010143136113726
Position 109: 0.10321928145763144
Position 280: 0.05435315482215093
Position 321: 0.024336499835003616
Position 240: 0.007775664541686855
Position 266: 0.006582685177145007
Position 2689: 0.005264829834294481
Position 315: 0.005193157080890981
Position 1360: 0.004465570521060951
Position 569: 0.0038808590763323774
Position 301: 0.003770645529046812
Position 1180: 0.0022907206383944723
Position 1012: 0.002073433373506144
Position 45: 0.0013418554665093553
Position 113: 0.0011726012320804266
Position 353: 0.0007138845256889573
Position 148: 0.0005422729016423777
Position 103: 0.00038194960394321485
Position 304: 0.00014451403513438994
Position 131: 0.00011142550522784824
Position 204: 5.1740762258925524e-05
Position 123: 1.3635727742212965e-05
Position 335: 1.104949609056283e-05
Position 25: 1.385218917407887e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9646304284594284
Position 2891: 0.09373146182649326
Position 2569: 0.05282558754697449
Position 861: 0.05224997403583299
Position 756: 0.04730385344155174
Position 1989: 0.04530961842833947
Position 1246: 0.03758413235676086
Position 792: 0.019047712696987868
Position 2848: 0.018467298701638907
Position 2065: 0.015671187917701158
Position 229: 0.013841585277738046
Position 666: 0.013459674032811857
Position 739: 0.012441908692568053
Position 410: 0.011726148734476924
Position 1556: 0.011359751148361434
Position 2103: 0.009306724761118093
Position 2439: 0.008163002962777197
Position 1351: 0.0070594921718533776
Position 2974: 0.00531065629771464
Position 1682: 0.005170174437538374
Position 2014: 0.004932808194719899
Position 1593: 0.0039461402573358105
Position 1112: 0.003476482028628757
Position 1814: 0.003473844655514716
Position 942: 0.002701016438260369
Position 1011: 0.002498568210662687
Position 1278: 0.002424095594970332
Position 761: 0.0013237340253202156
Position 166: 0.001185816231970526
Position 220: 0.000852818996917399
Position 246: 0.0004050210400528622
Position 1038: 0.00025477879366897943
Position 285: 9.957374945129921e-05
Position 233: 5.995175873205743e-05
Position 257: 5.400715577234667e-05
Position 1143: 5.086744997510943e-05
Position 259: 4.502894446882442e-05
Position 291: 4.2240295539687126e-05
Position 326: 1.6790695993084045e-05
Position 330: 1.470616444788887e-05
Position 108: 3.6662010232561163e-09
