Gene = Zpr1
index = 1206
Annotated 5SS: [ 304  576 1083 1664 2387 2790 3184 3415 3799 4672 5351 6692 6918]
Annotated 3SS: [ 413  991 1592 2299 2666 3135 3347 3727 4581 5239 6604 6851 7973]
SMsplice 5SS: [ 304  576 1083 2387 2790 3184 3799 4672 5351 6692 6918]
SMsplice 3SS: [ 413  991 2299 2666 3135 3727 4581 5239 6604 6807 7973]
top_k =  100
Partition function (log Z): 22.503155945905313

Sorted 5' Splice Sites (High to Low Probability):
Position 304: 0.9990039612896086
Position 2790: 0.9881174845719214
Position 5351: 0.9835173588463214
Position 6692: 0.9712490094286786
Position 6918: 0.9657660573788611
Position 1083: 0.936936946140967
Position 576: 0.8533091685754638
Position 3799: 0.7511249080331106
Position 3184: 0.7160702929022426
Position 4672: 0.6865618730458339
Position 2387: 0.6711248081060528
Position 1664: 0.6650520252333243
Position 3523: 0.5210929187432994
Position 4532: 0.31185004225941204
Position 2489: 0.27757832672161864
Position 596: 0.1206975328764923
Position 3228: 0.10325555860706889
Position 4490: 0.08668335745718728
Position 1100: 0.040946285615535385
Position 3594: 0.02619846945112798
Position 561: 0.01900796634047453
Position 1109: 0.018683435973711623
Position 2534: 0.018062726854280616
Position 7045: 0.017353502872704426
Position 2182: 0.015770017394132776
Position 7395: 0.015433000907530817
Position 3415: 0.01501240688275959
Position 1464: 0.014977097803933023
Position 4031: 0.014369618463877375
Position 3582: 0.014336440655988932
Position 1991: 0.010580290950387702
Position 3249: 0.010344273447870178
Position 8018: 0.010178208311105665
Position 8236: 0.009733087262842324
Position 4913: 0.007943593364222264
Position 2419: 0.007674751754687611
Position 3275: 0.00716993084569397
Position 3224: 0.006155436373246727
Position 2460: 0.0056161562590859426
Position 7367: 0.005379237600455401
Position 1225: 0.004439668935598543
Position 7417: 0.004422540678786504
Position 1860: 0.003951209085146002
Position 4105: 0.0015905757114277603
Position 3309: 0.001367503214189567
Position 543: 0.0013556798120279118
Position 628: 0.0009865002810332175
Position 465: 0.000874437272724069
Position 1773: 0.0007967868588092958
Position 3221: 0.0007082269231369332
Position 801: 0.0005095467181027666
Position 76: 0.00047406157890946606
Position 2931: 0.00032623079950728454
Position 928: 0.00027044332369792815
Position 741: 0.00023901169342498732
Position 607: 0.00022410059681032452
Position 723: 0.00021559138767150417
Position 1167: 0.00018693803274558404
Position 708: 0.00018369385418260444
Position 282: 0.00014639654211719824
Position 906: 0.00014066205906883574
Position 1113: 0.00013047552470968823
Position 825: 0.00010345068780827627
Position 125: 9.612300254763231e-05
Position 308: 8.588382613527991e-05
Position 276: 8.31835855394785e-05
Position 769: 6.677716548658199e-05
Position 7258: 6.466127225270258e-05
Position 747: 5.8396652883268934e-05
Position 81: 5.176275701109744e-05
Position 31: 5.1503542293347704e-05
Position 805: 4.010772977121312e-05
Position 151: 3.4076788026914925e-05
Position 135: 3.226805481732853e-05
