Gene = LTO1
index = 614
Annotated 5SS: [ 230 1434 2581]
Annotated 3SS: [ 1327  2509 13824]
SMsplice 5SS: [ 230 1434 2581 4242]
SMsplice 3SS: [ 1327  2509  4126 14993]
top_k =  100
Partition function (log Z): -9.538758009970469

Sorted 5' Splice Sites (High to Low Probability):
Position 4242: 0.982871523071259
Position 1434: 0.9730050310969002
Position 230: 0.9309898320380178
Position 2581: 0.9045767148843656
Position 4770: 0.05718450703249217
Position 6605: 0.04035606441250079
Position 5222: 0.02683931692602735
Position 352: 0.026677558874338054
Position 443: 0.021060447255093515
Position 5229: 0.014073274048348735
Position 2287: 0.011844380051879027
Position 4546: 0.011123880609672851
Position 497: 0.004952331109634153
Position 476: 0.003134802558780566
Position 735: 0.0029516352261170042
Position 485: 0.0028111872079730274
Position 1957: 0.002733596275999514
Position 213: 0.0017641244678724272
Position 2064: 0.001368441762870233
Position 362: 0.001328831254513403
Position 4784: 0.0012223796494694396
Position 210: 0.0012010249327908762
Position 1397: 0.00034944691912031957
Position 4298: 6.186285789643501e-05
Position 2019: 5.4383446689485975e-05
Position 1407: 3.4881899718901466e-05
Position 1438: 4.26398406571173e-06
Position 779: 4.1352998493019127e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1327: 0.9353337199820172
Position 2509: 0.6377842341197131
Position 4126: 0.3886720042675067
Position 4166: 0.3325217591211092
Position 4123: 0.22329114644470127
Position 2382: 0.1887173783749809
Position 6243: 0.15005607243534635
Position 4509: 0.1081751318736234
Position 10852: 0.10539370017200166
Position 5112: 0.09784954140154119
Position 4698: 0.09171899864958974
Position 4391: 0.0834433843562839
Position 6986: 0.07567506775845763
Position 9479: 0.06472911052490549
Position 7410: 0.06355730219567288
Position 5017: 0.059802962677984475
Position 6536: 0.05126133359609205
Position 2245: 0.04983211720420673
Position 9102: 0.04412876455019982
Position 5221: 0.034700624478497824
Position 4064: 0.033206290355316075
Position 7186: 0.027475633598859007
Position 4533: 0.024709248112780687
Position 2359: 0.023132294961043128
Position 1247: 0.019508693568724006
Position 4102: 0.017186537282023833
Position 6387: 0.0164452338222634
Position 4731: 0.010583640293888896
Position 5904: 0.010582617199435542
Position 1349: 0.010090364664386996
Position 2194: 0.009174947631977997
Position 5473: 0.0076505771775916736
Position 4925: 0.006542844421716664
Position 1880: 0.004139346168643986
Position 2545: 0.0030801392452551196
Position 3207: 0.002767072934683522
Position 1230: 0.002713594447651658
Position 2127: 0.002102253945406684
Position 2559: 0.0019958731565437836
Position 1893: 0.0010774903733995228
Position 1261: 0.0010281775660037735
Position 1389: 0.000914581310805743
Position 1223: 0.0006755684003494048
Position 1840: 0.00034892290941585457
Position 2198: 0.0003099868943832252
Position 1667: 0.00015446160177908324
Position 4453: 9.428718174231021e-05
Position 1914: 8.913350285061544e-05
Position 4352: 8.314698217257972e-05
Position 2149: 6.233835024449244e-05
Position 1692: 2.754102351161008e-06
Position 1788: 2.6186212874715297e-06
Position 973: 6.623938124714316e-07
Position 1075: 4.3389610170930304e-07
Position 1035: 8.784833716775132e-09
Position 1117: 7.340232894295456e-09
