Gene = Pomp
index = 836
Annotated 5SS: [  231  2190  8323  9053 12199]
Annotated 3SS: [ 2091  8261  8950 12104 15002]
SMsplice 5SS: [  231  2190  9053 12199]
SMsplice 3SS: [ 2091  8950 12104 15002]
top_k =  100
Partition function (log Z): -1.8872490087610674

Sorted 5' Splice Sites (High to Low Probability):
Position 2190: 0.9939245142850505
Position 9053: 0.9800922778682242
Position 12199: 0.9500943398124493
Position 231: 0.7477996516544395
Position 8323: 0.40564096675067995
Position 3448: 0.21999344886057215
Position 11455: 0.20531025645340434
Position 1407: 0.19697050527513335
Position 14038: 0.17800129041072968
Position 376: 0.1485375579421214
Position 14046: 0.10672124553988802
Position 11862: 0.08682631760214572
Position 11979: 0.08578572132812708
Position 14105: 0.07634802598479817
Position 168: 0.05967720446270134
Position 1785: 0.04835291482778505
Position 810: 0.0439291522219872
Position 1402: 0.030127198712160824
Position 14523: 0.02741062173672949
Position 12244: 0.02358956117721743
Position 14906: 0.017365008258369743
Position 10007: 0.016200632860236493
Position 12335: 0.014835759017509071
Position 11459: 0.010886225959264242
Position 12326: 0.008830062564428264
Position 627: 0.008777450816617476
Position 198: 0.008751797051153563
Position 264: 0.007858565317786743
Position 1329: 0.006933118657853099
Position 14859: 0.006197022790455203
Position 2258: 0.0060754857149491704
Position 10342: 0.006051969820593655
Position 141: 0.005395567263649084
Position 1804: 0.004639134388804207
Position 1113: 0.0038792999072132235
Position 9495: 0.003835384620229355
Position 235: 0.00019273379326131525
Position 298: 0.00014683033947892387
Position 175: 8.601499169347543e-05
Position 273: 8.19981576748852e-05
Position 317: 4.58261773746875e-05
Position 308: 1.6090522762138956e-05
Position 347: 1.2835978891648404e-05
Position 147: 1.3325971148445842e-06
Position 350: 1.0945885016012532e-06
Position 254: 9.897538512290775e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12104: 0.9999999999999993
Position 8950: 0.9800922778682242
Position 2091: 0.9418020996938044
Position 15002: 0.6707376677641822
Position 8261: 0.40564096675067995
Position 13932: 0.36418626773878365
Position 14722: 0.3153713421315152
Position 11328: 0.21619648241266867
Position 1238: 0.1901476961237177
Position 11758: 0.17261203893027285
Position 3314: 0.15400561671348756
Position 3317: 0.0659878321470846
Position 2070: 0.05228398475855002
Position 508: 0.03077955914790962
Position 1701: 0.029795498482860297
Position 14382: 0.02434019754883912
Position 1314: 0.019056093724007576
Position 9798: 0.016200632860236493
Position 1612: 0.013591325489754613
Position 12471: 0.012972615297356438
Position 14859: 0.011664735166975318
Position 1633: 0.009605225243974344
Position 714: 0.009438816292798009
Position 1210: 0.007285037364440526
Position 995: 0.007104630412540416
Position 10196: 0.006051969820593653
Position 1929: 0.005913915547645219
Position 12272: 0.005701282875385157
Position 9264: 0.003835384620229355
Position 719: 0.00377137332731127
Position 14461: 0.0030704241878903664
Position 627: 0.001639609790697393
Position 12376: 0.001348404581647136
