Gene = Tsks
index = 1149
Annotated 5SS: [  193   744  7614  7862  8686  9572 10681 11227 13327 14493]
Annotated 3SS: [  520  7517  7777  8601  9284 10485 11052 13190 14335 14594]
SMsplice 5SS: [  302   744  7614  8686 11227 14493]
SMsplice 3SS: [  520  7517  8601 11052 14335 14565]
top_k =  100
Partition function (log Z): -5.892929516128897

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.9979686710554561
Position 11227: 0.9636767955203737
Position 8686: 0.9632689526410044
Position 744: 0.7282437845644193
Position 14493: 0.6657714280819761
Position 302: 0.5205643682001552
Position 289: 0.2620523782123278
Position 787: 0.2519535274381209
Position 13264: 0.15775633836173994
Position 9572: 0.1231123499395041
Position 7862: 0.10702765623917244
Position 2792: 0.10248510697100195
Position 13327: 0.10148289805895154
Position 13339: 0.10073564456688112
Position 286: 0.06375630792255303
Position 10681: 0.06365707836498433
Position 9607: 0.060980860115498345
Position 400: 0.05217297349658724
Position 14461: 0.03970703805087977
Position 95: 0.029627668859313807
Position 193: 0.02893418740964483
Position 11373: 0.025357311972943084
Position 137: 0.019884086075769334
Position 404: 0.01655212703872995
Position 116: 0.0014418739025741428
Position 428: 0.0011774355932853333
Position 331: 0.0007530073550336665
Position 215: 0.0006171651016609351
Position 179: 0.0005436416832820019
Position 38: 0.00044030867985064387
Position 105: 0.00041524665110725224
Position 445: 0.00041490744961278093
Position 361: 0.0002761316255540913
Position 211: 0.0001949027959458932
Position 354: 0.00018128194701074154

Sorted 3' Splice Sites (High to Low Probability):
Position 7517: 0.9999999999999987
Position 11052: 0.9583496370256924
Position 8601: 0.8848853300935906
Position 520: 0.826848582421438
Position 14335: 0.7154229501670205
Position 14565: 0.3697731239173075
Position 14594: 0.31972393518463876
Position 13190: 0.2701308309205883
Position 13194: 0.14404580761036156
Position 9284: 0.11556225655692946
Position 13377: 0.0883113782228428
Position 14292: 0.08471194308594858
Position 642: 0.07339514745728332
Position 10485: 0.06886664311876867
Position 2685: 0.06669790281581327
Position 7777: 0.05674580016098415
Position 572: 0.05350106283416257
Position 7706: 0.048250527133646054
Position 8544: 0.04449525616115596
Position 9419: 0.03632864299040503
Position 2681: 0.035787204155188684
Position 8604: 0.033888366386257994
Position 11321: 0.02852736184222445
Position 9442: 0.02762538515925516
Position 681: 0.022635362453643514
Position 9481: 0.020585321973250602
Position 14578: 0.01598140703090948
Position 12593: 0.012308181927008062
Position 10928: 0.012070853481473796
Position 12221: 0.009113662363603826
Position 545: 0.0038171568360129723
Position 9138: 0.0032734722631469577
Position 9895: 0.0015249481923555242
