Gene = Bdh2
index = 178
Annotated 5SS: [  148  4447  7119  8431  9882 14068 15713 19512 20434]
Annotated 3SS: [ 4293  7039  8333  9772 14006 15598 19452 20340 22946]
SMsplice 5SS: [  148  2554  4193  4447  7119  8131  8431  9882 14100 15713 20434]
SMsplice 3SS: [ 2444  4086  4293  7039  7994  8333  9772 14006 15598 20363 22946]
top_k =  100
Partition function (log Z): 0.9519015515459004

Sorted 5' Splice Sites (High to Low Probability):
Position 15713: 0.9999681592978478
Position 9882: 0.9983126674022661
Position 148: 0.9723713497594655
Position 7119: 0.9640709858537817
Position 4447: 0.9015121346369795
Position 2554: 0.7877040125961491
Position 8431: 0.7629956275978308
Position 20434: 0.7319430901837751
Position 4193: 0.7241509001044326
Position 14100: 0.6462845646189825
Position 8131: 0.5952617587793545
Position 1873: 0.35216127792147384
Position 12734: 0.30250744393940143
Position 14068: 0.2608094373065998
Position 19512: 0.23457294276978818
Position 1526: 0.17250094223265275
Position 9331: 0.09780255001507387
Position 8939: 0.08690289465143791
Position 8984: 0.07210032210913585
Position 2665: 0.07109700142076357
Position 21681: 0.06547773753131034
Position 20452: 0.06460074872888281
Position 1847: 0.05595872781663693
Position 2753: 0.054383359170281524
Position 3626: 0.053961640129661974
Position 938: 0.05121552616217456
Position 8077: 0.047364518563286676
Position 10148: 0.044983814938612275
Position 3764: 0.041849432789829125
Position 3824: 0.04039696245465362
Position 7467: 0.03274128456486248
Position 5139: 0.024423305687503387
Position 253: 0.008013937502174488
Position 2373: 0.006164960820158926
Position 11639: 0.005002297081144051
Position 1555: 0.003825965292431421
Position 1955: 0.0035853152453472746
Position 897: 0.003359313181593015
Position 1996: 0.0021264952202974907
Position 1864: 0.0019148979760328462
Position 98: 0.0016793950717541926
Position 1878: 0.0014463861732783875
Position 4919: 0.001208409341581369
Position 1305: 0.0011262196984110893
Position 2004: 0.0011110912670988236
Position 583: 0.00041852793562848823
Position 1571: 0.0004023249084277259
Position 688: 0.00029132447757277026
Position 1366: 0.00024602865706847946
Position 4891: 0.00012552772145651517
Position 1138: 7.854162696060487e-05
Position 878: 7.013881598063229e-05
Position 1488: 2.784042348239076e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15598: 0.9999681592978478
Position 9772: 0.998312667402266
Position 7039: 0.9640709858537817
Position 14006: 0.9070940019255822
Position 2444: 0.8834418957580146
Position 8333: 0.7629956275978308
Position 4086: 0.6784198483688259
Position 7994: 0.6392708327614556
Position 4293: 0.5982402162133865
Position 20363: 0.5404872354711835
Position 21772: 0.4139609584831036
Position 22946: 0.41337700046455916
Position 1793: 0.34878546261412685
Position 4366: 0.30323933939468556
Position 12618: 0.30250744393940143
Position 19452: 0.26115744906622357
Position 20340: 0.2584072939602302
Position 1467: 0.1711939923568595
Position 8852: 0.15900321676057375
Position 9206: 0.09780255001507387
Position 3698: 0.08224639524448273
Position 21522: 0.07876735955674274
Position 21966: 0.07402416917807601
Position 1685: 0.05759966887455856
Position 4092: 0.04573105173560693
Position 10044: 0.044983814938612296
Position 3443: 0.039361220435977465
Position 7261: 0.03274128456486248
Position 5009: 0.024423305687503394
Position 20554: 0.018873771897248152
Position 20504: 0.017077161879807123
Position 3377: 0.01460041969368451
Position 804: 0.014492237607773111
Position 2471: 0.01250743625050989
Position 790: 0.011558193254870213
Position 2372: 0.009124974067772582
Position 18370: 0.007982803343810924
Position 765: 0.006549773816165865
Position 2280: 0.006164960820158926
Position 15819: 0.005258920291808142
Position 11487: 0.005002297081144051
Position 1396: 0.004894181046155156
Position 1742: 0.004836305269967155
Position 7748: 0.003355444581185402
Position 1695: 0.00324963790610364
Position 17209: 0.0029317237778963565
Position 2636: 0.0029157641453448468
Position 17438: 0.002907052653687406
Position 2633: 0.0027479356134745207
Position 734: 0.0026952417755157576
Position 1393: 0.002515266278899294
Position 2688: 0.002446367352077618
Position 873: 0.002172740950867973
Position 16937: 0.0013497784872274691
Position 4742: 0.0013339370630378856
Position 1641: 0.001309842032768175
Position 1266: 0.0006027121362070877
Position 1611: 0.0003897222074103957
Position 1158: 0.0003158981354699526
Position 846: 0.0001798943570335842
Position 1251: 0.00017949662117855303
Position 1095: 0.00011841499833949822
Position 749: 0.00011670826987699553
Position 1039: 5.31467514474658e-05
Position 4267: 3.257902890720241e-05
Position 10621: 3.184070215251855e-05
Position 815: 2.790079498215891e-05
Position 961: 2.7621502687892413e-05
Position 1134: 2.2531544742394047e-05
Position 1000: 1.8142573876109614e-05
Position 1224: 1.7697658364090722e-05
Position 859: 9.136029696459342e-06
