Gene = Mpi
index = 692
Annotated 5SS: [  60  617 2191 3727 4236 6370 7569]
Annotated 3SS: [ 488 1989 3584 4052 6195 7359 7824]
SMsplice 5SS: [  60  617 1645 2191 3727 4236 6370 7569]
SMsplice 3SS: [ 488 1495 1989 3584 4052 6195 7359 7824]
top_k =  100
Partition function (log Z): 1.2659423268373784

Sorted 5' Splice Sites (High to Low Probability):
Position 2191: 0.9553186659634899
Position 7569: 0.941380802557333
Position 60: 0.9043875050816823
Position 617: 0.903748535240458
Position 6370: 0.8881293544147597
Position 4236: 0.756212085053464
Position 3727: 0.4857378016799319
Position 1645: 0.4469135616462068
Position 3732: 0.1940123960207634
Position 3469: 0.13382482432620824
Position 1626: 0.09358797096797423
Position 1591: 0.0715518249341284
Position 180: 0.05744190904999972
Position 6265: 0.05123258714889371
Position 1605: 0.04486177953518508
Position 6963: 0.02491813845780944
Position 5314: 0.02487611569078228
Position 533: 0.021619005764664332
Position 1033: 0.01909261561990204
Position 444: 0.015784713298915568
Position 7573: 0.012209134174469519
Position 184: 0.006884294950999325
Position 7765: 0.005588416438652493
Position 651: 0.005551358538799647
Position 3490: 0.004168772706118423
Position 1609: 0.0037732386214307996
Position 2101: 0.003001077695901442
Position 375: 0.0029919098262262845
Position 2214: 0.002808527509435619
Position 250: 0.002211348164895993
Position 2220: 0.0018814293343104365
Position 7395: 0.0013679519886564703
Position 361: 0.0012782690763387193
Position 404: 0.0010832496691703945
Position 77: 0.0010556882533951407
Position 51: 0.0009664280139550042
Position 137: 0.0005185906764839677
Position 311: 0.0004294454971688377
Position 1074: 0.0003385750520992187
Position 202: 4.244699350182869e-05
Position 152: 1.914397621211243e-05
Position 187: 4.954259809225045e-06
Position 101: 3.121628585752262e-06
Position 90: 2.4069372342015955e-06
Position 96: 1.7728284797972175e-06
Position 199: 1.698927413277471e-06
Position 67: 1.5476649600567889e-06
Position 93: 8.105847851333981e-07
Position 149: 1.738544794291759e-07
Position 28: 1.1510021840287447e-07
Position 7090: 8.406598297535041e-08
Position 247: 3.7214987236353162e-09
Position 254: 2.1630135137724387e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7359: 0.9515631433271483
Position 6195: 0.8943742238744561
Position 1989: 0.8423791577867105
Position 488: 0.769037908792715
Position 4052: 0.7521172275428055
Position 3584: 0.6776069350050155
Position 1495: 0.633641242919105
Position 7824: 0.458521325409446
Position 7695: 0.4229981991880983
Position 3341: 0.08627368003482161
Position 7969: 0.06602552706948568
Position 2049: 0.05812722177675582
Position 2052: 0.05731444303428891
Position 329: 0.053180915734988066
Position 3418: 0.051719916997505055
Position 514: 0.04711370947339247
Position 6245: 0.04498771768919696
Position 301: 0.031920790443525096
Position 7263: 0.024921440257575547
Position 5233: 0.02487611569078228
Position 1535: 0.02485675792624418
Position 969: 0.01729919348011501
Position 6854: 0.014880263395645238
Position 517: 0.01358640008632025
Position 6703: 0.013025090926046663
Position 7894: 0.010222139037946562
Position 431: 0.007789089037890148
Position 7155: 0.006096138619089463
Position 7702: 0.005363798430629767
Position 1875: 0.005188877905381982
Position 3974: 0.004094857510658251
Position 8459: 0.002791038311536708
Position 7649: 0.0025995882414942837
Position 1552: 0.002190374859576162
Position 3677: 0.0021432626956796466
Position 833: 0.0018459989728829241
Position 7832: 0.0015799172719736887
Position 8100: 0.0015332201201429612
Position 7930: 0.0014124910768433911
Position 7658: 0.0010887344343369738
Position 7027: 0.0008424725654644149
Position 570: 0.0005704483902041506
Position 437: 0.0004506985681982185
Position 532: 0.00042471468349439745
Position 573: 0.00041783849438855827
Position 596: 0.00039779081520255035
Position 402: 0.0003161170144763435
Position 589: 0.00025212187433958994
Position 333: 0.00023482660157116638
Position 443: 0.00019417801054175224
Position 738: 0.00014769540216252262
Position 238: 0.0001085995653404847
Position 792: 7.829554678881217e-05
Position 974: 6.000727005197842e-05
Position 306: 2.726750010144371e-05
Position 303: 7.034656656585496e-06
