Gene = Fpgt
index = 415
Annotated 5SS: [ 105 2013 3292]
Annotated 3SS: [1844 3198 5333]
SMsplice 5SS: [105]
SMsplice 3SS: [1844]
top_k =  100
Partition function (log Z): -10.621619618153893

Sorted 5' Splice Sites (High to Low Probability):
Position 105: 0.7003949453183815
Position 2013: 0.48340424476402255
Position 469: 0.299016029777216
Position 5523: 0.21468914424382218
Position 3292: 0.15472851634525844
Position 2765: 0.11716700017768912
Position 1653: 0.0636028376097073
Position 1258: 0.06014849341016609
Position 1405: 0.012823628267464122
Position 289: 0.010908839448617135
Position 493: 0.008669430383986048
Position 1129: 0.0037920636651754196
Position 204: 0.0016063108722535312
Position 15: 0.0016035965850936338
Position 523: 0.0014565847807940107
Position 1629: 0.001224254785333185
Position 1744: 0.0010558879385623937
Position 195: 0.0007783716798776942
Position 178: 0.0007447899027711718
Position 480: 0.0007272345047574302
Position 311: 0.0005356522942041519
Position 1691: 0.0004306852728299741
Position 1695: 0.0003683845018350758
Position 998: 0.00036156570751972493
Position 1253: 0.00019101040548993625
Position 255: 3.946161213193261e-05
Position 123: 1.1287499824936806e-05
Position 275: 4.996813232301995e-06
Position 330: 3.7921274186465528e-06
Position 9: 2.949991800521535e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1844: 0.7640101864553576
Position 5333: 0.4202652348487258
Position 3198: 0.22977862130175825
Position 5625: 0.11544979371799029
Position 3605: 0.07779528786763437
Position 2489: 0.07205989515330095
Position 1500: 0.0695937151110876
Position 6491: 0.06358304689881351
Position 1160: 0.05088346767507308
Position 2615: 0.04596272387262569
Position 394: 0.03708400936080362
Position 7077: 0.03565630362701857
Position 4396: 0.028876553522317553
Position 2524: 0.026993238899029617
Position 4200: 0.024567030419558385
Position 3461: 0.013512143999871495
Position 2390: 0.010235947866498823
Position 4547: 0.008626592840817056
Position 3893: 0.008100366374845052
Position 1284: 0.00665078670597314
Position 3160: 0.006192743568672269
Position 3035: 0.005696649778205964
Position 2257: 0.0049851530870522335
Position 2090: 0.0028002968501523
Position 1119: 0.0022498140833621125
Position 865: 0.0016362076690412848
Position 214: 0.0015671634034388829
Position 1163: 0.0010504008368889767
Position 1129: 0.0010346039820610352
Position 1091: 0.0008108389378659994
Position 330: 0.0007440711338262354
Position 1048: 0.0006124603241149811
Position 272: 0.0005740341851261339
Position 261: 0.0002592789442381189
Position 909: 0.0002192172698960755
Position 1021: 0.0001653389954208265
Position 1781: 0.0001559252335345936
Position 868: 1.5534122952363416e-05
Position 833: 1.479286918085436e-05
Position 1066: 1.2362195366200923e-05
Position 171: 1.0156697738808348e-05
