Gene = Ngrn
index = 745
Annotated 5SS: [209 717]
Annotated 3SS: [ 605 3162]
SMsplice 5SS: [ 209  717 2989]
SMsplice 3SS: [ 605 2872 3162]
top_k =  100
Partition function (log Z): -0.42479213358612267

Sorted 5' Splice Sites (High to Low Probability):
Position 717: 0.9959010553006995
Position 209: 0.8661376912072595
Position 3258: 0.5326985898573611
Position 2989: 0.504746756673686
Position 3009: 0.4633344273333498
Position 2122: 0.33706465101365535
Position 2385: 0.1872951517787894
Position 2186: 0.13875158832655968
Position 2464: 0.060206359103391796
Position 201: 0.05318303223231915
Position 919: 0.04439777844801443
Position 441: 0.032636169171449896
Position 2156: 0.030510287606473997
Position 3687: 0.017290887720163284
Position 120: 0.010544050844698189
Position 446: 0.00692587033701487
Position 1557: 0.005503602111090945
Position 923: 0.002564530581201832
Position 107: 0.0025188508287115685
Position 2203: 0.0025134570670910746
Position 505: 0.0023075502583561535
Position 2140: 0.0015057129546945484
Position 671: 0.0014770776543240984
Position 103: 0.0014244515664438928
Position 355: 0.0012142065132878964
Position 1425: 0.0007108544086470041
Position 81: 0.0005980763833265075
Position 888: 0.000515769884701076
Position 113: 0.0005133202619988491
Position 241: 0.00045136908860271
Position 1075: 0.00037533876237215484
Position 1152: 0.00031559438402539947
Position 1324: 0.0002861800213138512
Position 136: 8.594992005204719e-07
Position 290: 6.442183514982457e-07
Position 333: 6.434369202045508e-07
Position 380: 4.06522882155408e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3162: 0.998055884006926
Position 2872: 0.834215885483324
Position 605: 0.804554499594597
Position 1953: 0.42179838361007294
Position 3762: 0.2498334951618458
Position 2293: 0.24056220990129606
Position 3563: 0.11687575042658832
Position 2840: 0.10305037553062747
Position 2068: 0.09444379446914261
Position 621: 0.07101582676693062
Position 3359: 0.0593925697705204
Position 3577: 0.055657204522361156
Position 3741: 0.04438871341995302
Position 561: 0.03976162773706341
Position 642: 0.03736699489970265
Position 828: 0.02439323093505917
Position 791: 0.023366835764828373
Position 2876: 0.02236257296637091
Position 574: 0.012870492382493243
Position 3603: 0.012514479932375972
Position 3413: 0.011418373981760547
Position 2917: 0.008452350026713627
Position 1264: 0.004476328097932611
Position 628: 0.004321070641317663
Position 2071: 0.0028522380288616357
Position 341: 0.0026921411753028494
Position 440: 0.0007623279760107339
Position 1239: 0.0006301335478386505
Position 379: 0.0006067152893426802
Position 497: 0.0005681828186712182
Position 281: 0.0005657879243971854
Position 1484: 0.0004227370135841803
Position 1195: 0.00036848944808881985
Position 795: 0.0002947966530595352
Position 1423: 0.0002780929241372813
Position 449: 0.0002734840862887492
Position 1323: 0.00019779159278913896
Position 416: 0.00018709638318762073
Position 1381: 0.00012706391668111956
Position 538: 0.00012082259600787176
Position 859: 0.00011338987540350356
Position 312: 8.718407968847526e-05
Position 3082: 4.3588196475386555e-05
Position 298: 3.6484939768666686e-05
Position 670: 1.421558528193622e-05
Position 470: 1.3299838621959071e-05
Position 653: 1.2931470953433595e-05
Position 479: 3.802370292577632e-06
Position 348: 6.370715799283268e-07
Position 319: 4.5853030940732393e-07
