Gene = Eif2d
index = 366
Annotated 5SS: [  245  1239  2071  2543  5119  7444  8222 10385 11326 11589 12029 13242
 15060 17931]
Annotated 3SS: [ 1047  1986  2451  5010  7228  8103 10338 11221 11438 11938 13145 14938
 17755 18739]
SMsplice 5SS: [  245  1239  2071  2543  5119  7444  8222 10385 11326 11589 12029 13242
 15060 17931]
SMsplice 3SS: [ 1047  1933  2451  5010  7281  8103 10338 11221 11438 11938 13145 14938
 17755 18739]
top_k =  100
Partition function (log Z): 11.917763698180327

Sorted 5' Splice Sites (High to Low Probability):
Position 12029: 0.9897768510727794
Position 11326: 0.9720545375944786
Position 245: 0.9718491389773334
Position 2071: 0.9636982959453521
Position 8222: 0.9432249907131671
Position 11589: 0.93694817071229
Position 5119: 0.8850122679678679
Position 1239: 0.8703774012379619
Position 13242: 0.811849644421195
Position 7444: 0.7894082644683291
Position 10385: 0.748321005708327
Position 17931: 0.6927509056519716
Position 15060: 0.6850156643007685
Position 2543: 0.5957107153500103
Position 630: 0.2969892549356975
Position 8804: 0.09991881959584181
Position 8570: 0.09677136772488808
Position 8343: 0.05415934282646976
Position 1244: 0.05037429283300226
Position 7768: 0.048073975735240776
Position 7299: 0.03982588589257039
Position 14302: 0.03466468741011323
Position 8566: 0.027518199216107146
Position 7365: 0.023623977023203103
Position 12443: 0.021938700334947388
Position 3356: 0.017108735054971208
Position 592: 0.01357022747956348
Position 1194: 0.011135263732987922
Position 12129: 0.010223148927221317
Position 14699: 0.009780472849769153
Position 1150: 0.009084287670203386
Position 1853: 0.007518000965596792
Position 11749: 0.007471169016673673
Position 2375: 0.005279654735221782
Position 5227: 0.002380305698373825
Position 8279: 0.002191232086376115
Position 527: 0.00142022460856934
Position 357: 0.0013494618482600904
Position 716: 0.0007467309438605774
Position 799: 0.00037892109522126826
Position 660: 0.0003041344977421661
Position 606: 0.0002709603270798449
Position 2605: 0.00012260133601983523
Position 292: 0.00011106429070169602
Position 215: 4.225080671673042e-05
Position 191: 4.058153837042577e-05
Position 105: 2.9465523418287923e-05
Position 210: 2.8383728926762052e-05
Position 12: 8.1089519907917e-06
Position 16: 4.761279191526209e-06
Position 98: 4.371870850080943e-06
Position 148: 3.6978137425364955e-06
Position 75: 3.669511849969961e-06
Position 46: 3.1123226622181805e-06
Position 152: 9.912374764795809e-08
Position 132: 7.775513101053875e-08
Position 127: 4.6941772303752544e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8103: 0.9994656233824926
Position 11221: 0.9720545375944788
Position 11938: 0.9688451749667529
Position 1047: 0.8557649667360742
Position 5010: 0.8135259136681406
Position 13145: 0.8071814348942806
Position 17755: 0.7882829656499811
Position 10338: 0.7483210057083272
Position 11438: 0.6773184122479949
Position 14938: 0.6004466723622992
Position 2451: 0.5640429611759488
Position 1933: 0.561949317225748
Position 7281: 0.5592930328439412
Position 18739: 0.38254374588497964
Position 1986: 0.2890690773059628
Position 385: 0.28041460696971215
Position 8482: 0.20383641613796466
Position 11524: 0.17910681858238026
Position 7218: 0.1502255465639621
Position 7316: 0.11646370490374695
Position 18104: 0.11470339032379999
Position 14799: 0.11368964194128635
Position 18840: 0.09780409302850801
Position 1902: 0.09605719178856566
Position 11481: 0.07684686029406484
Position 4948: 0.0689760450671331
Position 18025: 0.06710408118144764
Position 18385: 0.055319385633658014
Position 15277: 0.055040997059189266
Position 7618: 0.04807397573524081
Position 1097: 0.04263109767364382
Position 1050: 0.03803781005727996
Position 15419: 0.03142364983915775
Position 11814: 0.029423597471893593
Position 7173: 0.026670285389061278
Position 2466: 0.01995395810904133
Position 13043: 0.01723583790448028
Position 3141: 0.017108735054971205
Position 14135: 0.015943453549511592
Position 18553: 0.013723890080590108
Position 8605: 0.013254444242711941
Position 2248: 0.013100206838599667
Position 18622: 0.013011655046694938
Position 12704: 0.012790836151077713
Position 13980: 0.012067334070067477
Position 1742: 0.011536550079246496
Position 14243: 0.011239632279786643
Position 14612: 0.009780472849769153
Position 14825: 0.00888017005587533
Position 12293: 0.0088648647765189
Position 1746: 0.00796917995376582
Position 11657: 0.005862457052602316
Position 8627: 0.0057633374151224125
Position 13332: 0.0054721726816870896
Position 11551: 0.005284791551920682
Position 12153: 0.0046288006283037334
Position 2286: 0.003978224487093981
Position 12256: 0.003930500269017264
Position 12234: 0.0031819670345571947
Position 1790: 0.003121117393085566
Position 4869: 0.0025103092325938453
Position 5146: 0.0023803056983738254
Position 1073: 0.0023383477817717395
Position 532: 0.002142290537822478
Position 1054: 0.001754277164620866
Position 11942: 0.00173082874357945
Position 8782: 0.0013541887410379301
Position 12346: 0.0013325676265502925
Position 1838: 0.001185356694084066
Position 406: 0.000936379034255243
Position 574: 0.0008420452324345897
Position 992: 0.00043260227223041814
Position 436: 0.0004296251630622981
Position 356: 0.000387606430372356
Position 432: 0.00037912696004817944
Position 13186: 0.0003758621656886992
Position 506: 0.0003736127974541733
Position 487: 0.0003697443897131974
Position 1761: 0.00032850647049092926
Position 660: 0.00030767046358062345
Position 527: 0.00025440074517689377
Position 7228: 0.00020555768339107012
Position 489: 0.00015441152194980352
Position 576: 0.00013513593103874457
Position 8284: 0.00010994224352004793
Position 2499: 3.7620810568234104e-05
Position 612: 3.2089995781175335e-05
Position 1163: 1.2143788533162145e-05
Position 11780: 3.9881777272528587e-07
