Gene = Leng1
index = 631
Annotated 5SS: [ 525 2159 3070]
Annotated 3SS: [1978 2815 4479]
SMsplice 5SS: [ 525 2159]
SMsplice 3SS: [1978 4479]
top_k =  100
Partition function (log Z): -2.6746268878809927

Sorted 5' Splice Sites (High to Low Probability):
Position 2159: 0.9928729607383409
Position 525: 0.9716003816465397
Position 3070: 0.5434874065170925
Position 4577: 0.27474938947785554
Position 2667: 0.036572959254829354
Position 3083: 0.034241813188422336
Position 2838: 0.0336495186339233
Position 1887: 0.029561632052427043
Position 201: 0.02007312162356497
Position 3235: 0.01596815114507737
Position 2723: 0.007801532166285331
Position 1339: 0.007399389346235741
Position 586: 0.006783905777636976
Position 2681: 0.004577175916528761
Position 107: 0.004252925533829671
Position 3204: 0.004081910000664179
Position 378: 0.004015347075348301
Position 3126: 0.00383407466594961
Position 1730: 0.0034317573854317066
Position 1259: 0.003338391805288201
Position 823: 0.002262301035486476
Position 131: 0.0015184085193419659
Position 423: 0.00143600320865802
Position 450: 0.0013998074904986314
Position 2272: 0.0012918097219900893
Position 504: 0.0009168655096870896
Position 2893: 0.0004606356133533937
Position 90: 0.0004595376101444555
Position 2698: 0.0004264284895013321
Position 3538: 0.0003690834584195851
Position 2717: 0.0003490323198036429
Position 2709: 0.00029589050541471164
Position 25: 0.0002145978031072402
Position 2746: 0.0002081320774679075
Position 187: 0.00019283030343528393
Position 2525: 0.00016981103677793448
Position 179: 0.00011329121786461006
Position 309: 7.612846251787764e-05
Position 349: 7.210631561940639e-05
Position 70: 3.8312218352498106e-05
Position 2061: 2.4256185604548135e-05
Position 2194: 8.169153681037901e-06
Position 573: 1.574769845335401e-06
Position 590: 4.0413768596210257e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4479: 0.9585981704340222
Position 1978: 0.8866063128458624
Position 2933: 0.33804345852434114
Position 2815: 0.2259066193088467
Position 1937: 0.07862064142140451
Position 4851: 0.07560308742054464
Position 2572: 0.07529721469047065
Position 5037: 0.06752908012292244
Position 2655: 0.03358384688433285
Position 4843: 0.029788945412379995
Position 2909: 0.021245088560180096
Position 4946: 0.019070516161493675
Position 2899: 0.017064664237847475
Position 1878: 0.01593468589149022
Position 5320: 0.015554924583550876
Position 5092: 0.015315096253227621
Position 4785: 0.012203931030024973
Position 4977: 0.012054562060666841
Position 1781: 0.00968879072551918
Position 1648: 0.008536921977245314
Position 4938: 0.008530065844396218
Position 1785: 0.008399867204445244
Position 2002: 0.007987849373280972
Position 2085: 0.007879637762236748
Position 413: 0.007380602143665121
Position 4654: 0.006641886844191969
Position 410: 0.005731795042952417
Position 5041: 0.004984184611403538
Position 2767: 0.004877611736438333
Position 5407: 0.004466329631532858
Position 1207: 0.004192915078967376
Position 1171: 0.00393789789885295
Position 5572: 0.0030067795015199577
Position 2945: 0.00297182246638243
Position 2940: 0.0027052011884651046
Position 722: 0.0022623010354864783
Position 2917: 0.0022359831521831515
Position 2981: 0.0016529650428829424
Position 1680: 0.0016182102622715928
Position 415: 0.0009818395054191158
Position 2248: 0.0009716925273048287
Position 1824: 0.000945432727606376
Position 4493: 0.0006721197202696866
Position 2597: 0.0005591149111180463
Position 2524: 0.000540779636532394
Position 289: 0.0003729826608861854
Position 3476: 0.0003690834584195846
Position 371: 0.0003197696259634249
Position 349: 0.00030921956483146546
Position 434: 0.000253632805587186
Position 1221: 0.00021599546174739503
Position 307: 0.00019584829378915342
Position 1846: 5.941988162745752e-05
Position 2358: 5.766336370718234e-05
Position 2363: 5.312961779437519e-05
Position 260: 1.0552343169186015e-05
Position 470: 3.5828414807003476e-07
Position 1800: 6.235768248698791e-08
