Gene = Colca2
index = 283
Annotated 5SS: [ 221  974 4689 6242]
Annotated 3SS: [ 878 4633 6011 7643]
SMsplice 5SS: [ 230  974 4689]
SMsplice 3SS: [ 878 4633 6011]
top_k =  100
Partition function (log Z): -4.358085106567856

Sorted 5' Splice Sites (High to Low Probability):
Position 974: 0.9992296235686983
Position 230: 0.85107460288574
Position 4689: 0.5600346863175697
Position 6242: 0.43025436828068714
Position 7346: 0.2002656116162257
Position 1753: 0.08536083367199941
Position 3788: 0.08194701493639893
Position 221: 0.07821736366180537
Position 3938: 0.07625330806477557
Position 143: 0.051845018062791584
Position 4814: 0.04937751235911734
Position 2273: 0.0475927412701218
Position 5113: 0.03483465441086482
Position 420: 0.025095925280999878
Position 554: 0.013420870118365172
Position 331: 0.007652579702008365
Position 772: 0.004635992263827882
Position 674: 0.003336632928635315
Position 1597: 0.002924901708739753
Position 425: 0.002672036868594386
Position 497: 0.001669538227727716
Position 678: 0.0013074069762972792
Position 91: 0.001233865354751585
Position 1583: 0.0002170637169614814
Position 118: 3.247825103902248e-06
Position 225: 2.4125947810275366e-06
Position 58: 4.3629321640195257e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 878: 0.9775376302451906
Position 6011: 0.6816256031610266
Position 7643: 0.5398045277900985
Position 4633: 0.5015956669205546
Position 7221: 0.22440474137775857
Position 7696: 0.1359665410340911
Position 4612: 0.07623942156982863
Position 1664: 0.07463434137238235
Position 3713: 0.05454985585561478
Position 3737: 0.05204502476571141
Position 295: 0.034783287161594435
Position 5047: 0.0321544946750051
Position 4688: 0.02851434114377073
Position 3778: 0.024316281065743066
Position 3671: 0.02156144116702361
Position 2194: 0.01894448869623088
Position 2085: 0.01860059995269361
Position 5094: 0.016498715592983368
Position 1349: 0.013938836602790685
Position 4664: 0.008164003708466264
Position 840: 0.006968848930820482
Position 771: 0.006452339903653831
Position 889: 0.006344050522553276
Position 2123: 0.005719857034305968
Position 2152: 0.005486936573488042
Position 7731: 0.005006924052834127
Position 4994: 0.004178430842438196
Position 540: 0.004098563321134295
Position 3599: 0.0036806934405042542
Position 3899: 0.0035755860336292664
Position 3318: 0.003007757298578116
Position 798: 0.00263492847586314
Position 3351: 0.002184897318131854
Position 2718: 0.0020223340554873445
Position 6051: 0.0015488856704641324
Position 663: 0.0014594077961012524
Position 1493: 0.0014440597842639885
Position 1606: 0.001330867214527676
Position 4186: 0.0013198363860926414
Position 1110: 0.0011756071578330127
Position 4109: 0.001000078380816012
Position 4139: 0.0007934327355761935
Position 2692: 0.0004995537815936802
Position 626: 0.00042230812213510144
Position 424: 0.00041178190558780446
Position 2330: 0.0004029549695329641
Position 308: 0.00037048904016089696
Position 278: 0.0003258008581353452
Position 345: 0.00031565460820460794
Position 1429: 9.522809480164072e-05
Position 1511: 6.47194842575677e-05
Position 1624: 4.982591573365201e-05
Position 1600: 4.710155938262485e-05
Position 1682: 4.679072457731966e-05
Position 913: 3.4301498872812935e-05
Position 1526: 2.080173026371613e-05
Position 1505: 1.596091325258703e-05
Position 1550: 1.1620221913392404e-05
Position 1378: 5.599973725346857e-06
Position 899: 3.1451041995536066e-06
Position 775: 2.2558159211013675e-06
Position 545: 4.175719491964031e-08
Position 330: 3.6719665121401874e-08
Position 937: 3.594322853562605e-08
Position 500: 2.9291976150409894e-08
Position 460: 2.754031646168371e-08
Position 348: 1.6604517866315024e-08
