Gene = Tma7
index = 1086
Annotated 5SS: [261 417 586]
Annotated 3SS: [ 360  497 4161]
SMsplice 5SS: [261 417 586]
SMsplice 3SS: [360 497 707]
top_k =  100
Partition function (log Z): 3.531335411298929

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9999066977499386
Position 261: 0.9670666512250063
Position 586: 0.9361527851303657
Position 799: 0.3320379085330352
Position 834: 0.0477078175362945
Position 611: 0.02875855882666719
Position 191: 0.0244013606944091
Position 4066: 0.02358622593502214
Position 607: 0.02161758210290348
Position 2014: 0.00784102651620227
Position 89: 0.006326437127260298
Position 630: 0.004494871822326811
Position 171: 0.0017987008489707282
Position 125: 0.0010766081688903788
Position 225: 0.00042979551651758566
Position 131: 0.00037768850855676657
Position 284: 0.00034292012907835735
Position 590: 9.427211286721973e-05
Position 247: 7.436417979261602e-05
Position 453: 4.1567771965854695e-05
Position 200: 1.0422768902344013e-05
Position 16: 8.097880704902348e-06
Position 195: 5.1209252534526514e-06
Position 62: 4.855931319034549e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9999331673412528
Position 497: 0.9956704230230576
Position 707: 0.49213050101108535
Position 2291: 0.20080265980815895
Position 4161: 0.17089911590156537
Position 3180: 0.09994864374295509
Position 4022: 0.0846421806471324
Position 1239: 0.04214996603240234
Position 4289: 0.039784791414995496
Position 4145: 0.036612440611136936
Position 2550: 0.030547255311285243
Position 4167: 0.030089252215880026
Position 3086: 0.02831006903035086
Position 4466: 0.017141764064789924
Position 3396: 0.015811428012970665
Position 1190: 0.015180962079573916
Position 1847: 0.0143955643453185
Position 744: 0.01439191129818522
Position 2169: 0.012943785455157997
Position 1642: 0.009207122922536136
Position 4271: 0.008959327163366126
Position 1665: 0.008321493588485019
Position 748: 0.007437583451566217
Position 1439: 0.005294199852680143
Position 684: 0.004016468638602071
Position 501: 0.003924125864850045
Position 2662: 0.0034340556158501023
Position 2439: 0.002460233909115979
Position 1777: 0.0020108869691853465
Position 170: 0.0018334733528593743
Position 1938: 0.0015543889761376593
Position 877: 0.0014416787738189736
Position 762: 0.0014212845896968002
Position 714: 0.0005212086281238318
Position 1885: 0.00044264477587828514
Position 506: 0.00014547849552643314
Position 518: 0.0001194044444513492
Position 218: 5.225879054403303e-05
Position 527: 3.967686234921712e-05
Position 536: 3.688072350505243e-05
Position 157: 2.5773323212724582e-05
Position 386: 2.51081036720147e-05
Position 374: 9.747952585303743e-06
Position 260: 6.7092736662673145e-06
Position 182: 5.249634167885862e-06
Position 395: 4.828404600890316e-06
Position 371: 3.86947869990049e-06
Position 239: 3.5810143288717926e-06
Position 515: 3.2553746865178184e-06
Position 392: 2.656098072257229e-06
Position 398: 2.5454243741420135e-06
Position 187: 1.9063189471522166e-06
Position 340: 1.3544953845627241e-06
Position 539: 1.018160011164466e-06
Position 230: 9.018340367953899e-07
Position 530: 7.587630912520353e-07
Position 149: 5.523829499608173e-07
Position 265: 5.43673435263827e-07
Position 404: 4.655569346546238e-07
Position 313: 3.460652000428687e-07
Position 195: 3.0980903697900094e-07
Position 146: 2.5359530646936876e-07
Position 724: 2.4089166833168254e-07
Position 716: 2.2588255551663339e-07
Position 93: 1.809764194618095e-07
Position 108: 1.8010060172133354e-07
Position 129: 1.761822290709257e-08
