Gene = Ap1ar
index = 126
Annotated 5SS: [  363 14247 14928 16752 20602 21916 24272 24978 25296]
Annotated 3SS: [14197 14900 16725 20504 21816 24215 24903 25166 28757]
SMsplice 5SS: [  363 14247 14928 20602 24978 25296]
SMsplice 3SS: [14197 14900 20504 24903 25187 29890]
top_k =  100
Partition function (log Z): -20.499301801226164

Sorted 5' Splice Sites (High to Low Probability):
Position 363: 0.8350234030571743
Position 477: 0.14775692631686163
Position 1376: 0.029786222724192457
Position 3065: 0.02102715968218193
Position 489: 0.019988828961547276
Position 719: 0.017495241585101885
Position 2648: 0.003057118575116397
Position 589: 0.0013979544045973939
Position 727: 0.001027410136798791
Position 338: 0.00043669510336590434
Position 672: 8.371171894522276e-05
Position 144: 4.052326007578385e-05
Position 48: 2.1298936891985873e-06
Position 188: 3.434821953721537e-07
Position 73: 4.701424400788082e-08
Position 129: 4.077088100312338e-08
Position 416: 2.6138734753139343e-08
Position 425: 7.47642715360364e-09
Position 419: 7.0442245349263e-09
Position 422: 6.938258993267067e-09
Position 194: 6.3815449039825845e-09
Position 179: 4.289701966971327e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14197: 0.3245950797823139
Position 6175: 0.18202181854870025
Position 1331: 0.07701946451757365
Position 3262: 0.07668247870837762
Position 3905: 0.04937906564342069
Position 2616: 0.04320748734060623
Position 6619: 0.03812904474872572
Position 2954: 0.034721544964294276
Position 6199: 0.028056666679636105
Position 5797: 0.02434672820024221
Position 7378: 0.0193987805419997
Position 6151: 0.017451705337435737
Position 4593: 0.01664321932168806
Position 583: 0.01530576583638247
Position 6990: 0.014615418409655476
Position 5949: 0.012775937189434598
Position 653: 0.01202690730204456
Position 671: 0.010780996708022239
Position 6302: 0.010031342085024505
Position 445: 0.009356538788260935
Position 2647: 0.007795819890871728
Position 4989: 0.005309794423960035
Position 2910: 0.005056803424471169
Position 1992: 0.004803932966471785
Position 1287: 0.00395281990797575
Position 3109: 0.003925614114477305
Position 1251: 0.00383775873894434
Position 3505: 0.0038222268891853184
Position 2672: 0.003756241816736878
Position 921: 0.003551922519124652
Position 3135: 0.0027628128362721938
Position 3452: 0.0025877929486103303
Position 1589: 0.0025491434779607463
Position 3631: 0.0025147624899410836
Position 620: 0.001532485801245341
Position 1099: 0.0013676243549361486
Position 1080: 0.0008276813588707689
Position 635: 0.00026142199255462184
Position 588: 0.00018579515356045064
Position 607: 0.00017536919584700206
