Gene = Cd3eap
index = 238
Annotated 5SS: [ 94 392]
Annotated 3SS: [ 249 1464]
SMsplice 5SS: [  94  392 1601]
SMsplice 3SS: [ 249 1464 1696]
top_k =  100
Partition function (log Z): -2.2824443538211874

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9910799553061855
Position 94: 0.8403535874768235
Position 1605: 0.35098292790704533
Position 177: 0.10700818083185808
Position 1544: 0.053507004152605356
Position 1845: 0.05227072239296073
Position 79: 0.03324870862861759
Position 1788: 0.015437334279882958
Position 138: 0.011169122878283274
Position 144: 0.00440768315210245
Position 1807: 0.0016915118771960779
Position 44: 0.0016617309706204561
Position 337: 0.0011875382060885671
Position 764: 0.0010919662857716789
Position 155: 0.0008664569997105024
Position 113: 0.0007560191467117182
Position 776: 0.0004736976963524463
Position 24: 0.0003070081060911608
Position 699: 0.00028569947721484657
Position 1166: 0.00014756339515245963
Position 1350: 0.00014461482553049343
Position 98: 7.746070025132715e-05
Position 192: 3.114686291503695e-05
Position 250: 2.429146960110244e-05
Position 51: 2.2599385153026214e-05
Position 21: 1.5957254482856564e-05
Position 204: 1.1180474162795146e-05
Position 1557: 4.513537537399113e-06
Position 33: 1.8607572409864863e-06
Position 238: 5.96892647018962e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9964322699322026
Position 1696: 0.594184866687751
Position 1464: 0.5933574532291854
Position 1963: 0.0892041244189156
Position 1925: 0.028022336221770392
Position 2935: 0.02118260203464267
Position 1635: 0.018442644205333283
Position 1501: 0.01579131565167013
Position 1767: 0.012946683477093083
Position 1723: 0.0116936468922526
Position 1787: 0.010983148436748618
Position 1046: 0.010870032303554617
Position 2025: 0.008982854835513395
Position 2028: 0.007225753689628887
Position 2383: 0.004996395399639227
Position 850: 0.004793885610310326
Position 2257: 0.004396848756071504
Position 2997: 0.004112835428807966
Position 514: 0.004081150486803548
Position 2254: 0.0039746556878470585
Position 2206: 0.003737406299790178
Position 689: 0.0024766226147567524
Position 1598: 0.0023051539497287916
Position 790: 0.002161801755152601
Position 326: 0.0020246071976064766
Position 2380: 0.0020182789764186717
Position 529: 0.0018187152385756831
Position 889: 0.0013487666566001932
Position 1059: 0.0012292081316022374
Position 336: 0.0009444939713197588
Position 1069: 0.0007408278618413819
Position 1406: 0.0004038070351595475
Position 297: 0.0003340367841231769
Position 1557: 0.00029187010797202163
Position 1554: 0.00018650689893129747
Position 580: 0.00011636362058767146
Position 287: 0.00010368474535207572
Position 544: 9.660195321435754e-05
Position 1371: 9.046086710116234e-05
Position 220: 6.391043030299918e-05
Position 702: 5.509114531505157e-05
Position 638: 4.418152109336283e-05
Position 375: 4.247271002004896e-08
Position 203: 3.9456457024133275e-08
Position 342: 2.01361138778091e-08
Position 201: 1.4662177753988923e-08
Position 348: 1.4391148081595672e-08
Position 366: 1.2167314580256507e-08
