Gene = Plrg1
index = 825
Annotated 5SS: [  133  1356  3277  3859  4406  5600 10459 11250 12626 12839 13543 14280
 15215 15862]
Annotated 3SS: [ 1248  3133  3804  4314  5511 10359 11156 12475 12736 13439 14170 15074
 15667 16588]
SMsplice 5SS: [  133  1356  4406  5600 10459 11250 12626 12839 14280 15215 15862]
SMsplice 3SS: [ 1248  4314  5511 10359 11156 12475 12736 14170 15100 15667 16588]
top_k =  100
Partition function (log Z): 16.108752898481857

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 1.0000000000000007
Position 14280: 0.9998379912431854
Position 12626: 0.9530791802385307
Position 11250: 0.9425666109091109
Position 10459: 0.9027499238191853
Position 12839: 0.8743267527059905
Position 15862: 0.8741717309464633
Position 5600: 0.8695457741527923
Position 4406: 0.8180709141239886
Position 133: 0.7934996969450775
Position 15215: 0.6611693397398921
Position 13543: 0.3642057672738282
Position 3859: 0.21056388808058601
Position 3940: 0.14563280466690878
Position 352: 0.1416997833030307
Position 15261: 0.12857840261522327
Position 3277: 0.11666991903024705
Position 15758: 0.11542049803554605
Position 3079: 0.09961284078953789
Position 7255: 0.0914576892034118
Position 14603: 0.07716804639935027
Position 3630: 0.06980246728370482
Position 15415: 0.06674775494093378
Position 12266: 0.0567862625463972
Position 348: 0.05311190717442052
Position 4899: 0.04985375668703089
Position 10524: 0.04657543501964578
Position 15265: 0.03811304568304595
Position 12870: 0.03729967829318336
Position 10500: 0.03464848924432361
Position 15234: 0.03463597742064619
Position 834: 0.029919727873061318
Position 12057: 0.018741932492651235
Position 149: 0.012379712964843161
Position 10724: 0.009609158420089258
Position 13688: 0.0074156483226255196
Position 10669: 0.007009089904664148
Position 1021: 0.00625565768827456
Position 138: 0.00586168117673069
Position 104: 0.005037275304581166
Position 12887: 0.004984144484367232
Position 334: 0.003967797969519662
Position 14517: 0.003403316559886687
Position 12809: 0.0032984894473727915
Position 15225: 0.0032968865383799974
Position 338: 0.0030821551026090892
Position 11216: 0.0025684092013129834
Position 3260: 0.002552225465927563
Position 11299: 0.0024465318227700275
Position 362: 0.001253443118505552
Position 197: 0.0012057531983452345
Position 4357: 0.0011067998729529151
Position 293: 0.00078475849172948
Position 16363: 0.0006743684208054782
Position 14251: 0.0001620087568129208
Position 127: 1.3948998971934052e-05
Position 12150: 5.561287134812554e-06
Position 84: 3.284265978695058e-06
Position 62: 4.59090397514028e-08
Position 54: 1.7130777896366427e-08
Position 12: 1.6997709319205188e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15667: 0.9999999999999981
Position 14170: 0.9999999999999979
Position 1248: 0.9847777094906057
Position 10359: 0.983973848083154
Position 11156: 0.9436928358063547
Position 12736: 0.9199090649309137
Position 12475: 0.8957898759298613
Position 16588: 0.8662665196314929
Position 5511: 0.790981423612573
Position 4314: 0.786182015367111
Position 15100: 0.6009919059232525
Position 13439: 0.3716214155964538
Position 3804: 0.35277297795768037
Position 15074: 0.2770134004413467
Position 3133: 0.10541281653220944
Position 7095: 0.07748529208376265
Position 14371: 0.06641883628808441
Position 11970: 0.06493091218144066
Position 2998: 0.06314299583599028
Position 16001: 0.059935262972247515
Position 15298: 0.053267031882147896
Position 3465: 0.0523139755033253
Position 5435: 0.052311708500210524
Position 4805: 0.04985375668703086
Position 12357: 0.038535908416806805
Position 2969: 0.029474390208446298
Position 5361: 0.026252642040008933
Position 4340: 0.022736164571464334
Position 15951: 0.021899024737337985
Position 674: 0.0212179425110486
Position 195: 0.016807242106933552
Position 3496: 0.016517171278977866
Position 10603: 0.014064573446655751
Position 7057: 0.013972397119649229
Position 16592: 0.013564123753245767
Position 3062: 0.01352668920541125
Position 12057: 0.010602844144742603
Position 12411: 0.010469398548015579
Position 4173: 0.010259534058366224
Position 1219: 0.009233901445056177
Position 12587: 0.00828399734384747
Position 16244: 0.008180211407928843
Position 16388: 0.005922282100998056
Position 14543: 0.0059144804128854886
Position 16476: 0.004643308384287799
Position 3094: 0.0044775943693048945
Position 14515: 0.004176144872084268
Position 237: 0.0040205344194674
Position 16105: 0.003869496582190967
Position 11064: 0.0036836336458101458
Position 3852: 0.003423714789814446
Position 228: 0.0033915989775304585
Position 15922: 0.003358521813163919
Position 2979: 0.0032172401196331937
Position 935: 0.0027586426861063045
Position 16542: 0.002627846019921017
Position 14384: 0.0026234490158555867
Position 10570: 0.0025536748780976538
Position 1198: 0.001916351548897762
Position 682: 0.0016175867254151304
Position 747: 0.0015501967882193147
Position 705: 0.0015063045528981023
Position 14425: 0.0014384523703271685
Position 200: 0.001298535393936674
Position 15370: 0.0012690686913746365
Position 1251: 0.0011700975960543462
Position 1286: 0.0011333570706549586
Position 542: 0.001093017841252415
Position 792: 0.0009086831508829091
Position 1163: 0.0008577308426890302
Position 243: 0.0008351712588568389
Position 1257: 0.0008260591767472208
Position 3315: 0.0005545795161188908
Position 293: 0.0004570827365216608
Position 276: 0.00031247780873084116
Position 272: 0.0003016466554051647
Position 10991: 0.00020508248102879388
Position 1119: 8.479282929530725e-05
