Gene = Pigg
index = 819
Annotated 5SS: [  470  1556  4864  6405  7429 14421 19584 20357 23953 26138 29496 31779]
Annotated 3SS: [ 1349  4653  6215  7286 14207 19365 20074 23494 25945 29185 31614 35227]
SMsplice 5SS: [  470  6405  7429 14421 20357 23953 26138 29496 31779]
SMsplice 3SS: [ 6294  7286 14207 20074 23752 25945 29185 31614 35280]
top_k =  100
Partition function (log Z): -6.758622017242791

Sorted 5' Splice Sites (High to Low Probability):
Position 20357: 0.9999229935700343
Position 23953: 0.9999229935700343
Position 470: 0.9956942854242653
Position 6405: 0.9832145888046815
Position 26138: 0.9206212459946376
Position 7429: 0.9034269422710715
Position 31779: 0.8288530017722725
Position 14421: 0.7902618594665195
Position 29496: 0.7576307399123733
Position 10311: 0.2806448138535066
Position 14426: 0.20973315974757084
Position 8874: 0.1605320155114156
Position 19584: 0.10376846256347792
Position 15222: 0.08944968299229447
Position 25753: 0.07838197391772966
Position 11989: 0.07608909546838204
Position 25683: 0.06737939310930946
Position 24250: 0.06660155711582907
Position 7380: 0.05546916158368299
Position 8410: 0.04677034299883352
Position 25780: 0.04135139561294788
Position 27499: 0.02011404485320174
Position 7176: 0.011730263575491881
Position 7135: 0.011040495492211835
Position 29770: 0.009638708163253337
Position 4864: 0.009214041389760617
Position 1556: 0.008626885248600053
Position 7505: 0.006617145910650475
Position 364: 0.002430997876483752
Position 128: 0.0012448722691677692
Position 3659: 0.0007815865049221836
Position 11: 0.0005653879705660589
Position 188: 0.00031322330542209355
Position 4066: 0.0002924936150216833
Position 1719: 0.00017176511133760476
Position 2214: 0.00011769286667612438
Position 179: 2.4617601641876433e-05
Position 83: 1.1754702009545499e-05
Position 238: 7.63120565062166e-06
Position 251: 4.6504080056798825e-06
Position 257: 2.0075785744483854e-06
Position 352: 5.653728574895891e-07
Position 141: 4.4850561680125184e-07
Position 144: 2.475266956656649e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 20074: 0.9999696285468681
Position 23752: 0.9999229935700343
Position 14207: 0.9833134598520694
Position 31614: 0.9734303891202783
Position 7286: 0.9060648471045989
Position 25945: 0.9020456730477128
Position 29185: 0.7756101588320287
Position 6294: 0.7566663208766261
Position 10186: 0.2806448138535066
Position 35280: 0.2692356402166953
Position 6215: 0.22654826792805538
Position 35068: 0.2129927956974107
Position 8770: 0.16053216687102514
Position 25627: 0.14853557357827435
Position 35227: 0.11443265509031993
Position 19365: 0.1037684625634781
Position 14917: 0.08945643975728121
Position 31925: 0.08595365937810985
Position 32598: 0.07519055550482413
Position 24183: 0.0666015571158292
Position 7229: 0.05905492601666089
Position 11967: 0.05186723226825933
Position 8273: 0.041022103336780254
Position 25393: 0.039294569451210494
Position 32930: 0.02452753753863616
Position 11909: 0.024222447354749894
Position 36692: 0.02254000315417954
Position 25841: 0.01972875475888872
Position 14172: 0.016685408571202917
Position 6970: 0.012640573847952665
Position 27371: 0.010893822465350263
Position 32620: 0.01075496555121251
Position 6948: 0.010130185219751075
Position 27424: 0.009756529666944446
Position 29597: 0.009638708163253337
Position 4653: 0.009214041389760612
Position 31972: 0.008603814663098917
Position 1349: 0.00611578159018896
Position 8299: 0.005748239662053286
Position 32570: 0.004621374977785695
Position 26794: 0.0034111605371726322
Position 26258: 0.001579379147857246
Position 27288: 0.0011157763645141825
Position 1415: 0.0010005522259212806
Position 1239: 0.0007859344740816351
Position 3528: 0.0005328465249984882
Position 1392: 0.0004463928356671954
Position 7405: 0.0003935849214519354
Position 3895: 0.0002924936150216828
Position 1451: 0.0002767087063164123
Position 3490: 0.00024873997992369546
Position 1606: 0.0001717651113376046
Position 2138: 0.00011769286667612431
Position 283: 9.919244964145488e-05
Position 303: 6.693313030004321e-05
Position 309: 5.329154531078728e-05
Position 425: 3.747736435042927e-05
Position 347: 2.2777577801275903e-05
Position 403: 2.253309597819017e-05
Position 16996: 1.4047054097462873e-05
Position 14593: 4.586848137935805e-06
Position 10428: 2.8778518436245473e-07
