Gene = Polg
index = 831
Annotated 5SS: [  293  1759  4665  5847  6100  6305  6674  6926  7189  8189  9655  9928
 10322 10928 11552 11769 12324 12658 14256 14503 14821 15878]
Annotated 3SS: [  990  4468  5681  5952  6224  6490  6776  7061  7951  9533  9849 10213
 10766 11497 11650 12187 12410 14132 14333 14611 15716 16324]
SMsplice 5SS: [ 1759  4665  5847  6100  6305  6674  6926  7189  8189 10322 10928 11769
 12324 12658 14256 14503 14821 15249]
SMsplice 3SS: [ 4468  5681  5952  6224  6490  6776  7061  7951 10173 10766 11650 12187
 12410 14132 14333 14733 15121 16324]
top_k =  100
Partition function (log Z): 26.72514541131768

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9982712103142062
Position 7189: 0.9903871938344463
Position 14821: 0.9847123462363857
Position 11769: 0.9732771652807273
Position 12658: 0.9453151317498679
Position 6926: 0.9171318410866429
Position 10928: 0.8882349585225094
Position 14503: 0.8874177472749697
Position 4665: 0.8776572853988067
Position 6305: 0.8716963414849282
Position 12324: 0.8500022810625376
Position 8189: 0.8377994464033296
Position 6674: 0.8180891137517141
Position 14256: 0.8047266682250476
Position 15249: 0.758639100795021
Position 6100: 0.7308902670823048
Position 10322: 0.7036230164886272
Position 9655: 0.4467058254618447
Position 1759: 0.43434025522421266
Position 15878: 0.4211840959991703
Position 6131: 0.25693618266848356
Position 16917: 0.24733498139951163
Position 2101: 0.20508367320652587
Position 293: 0.2008759520001698
Position 11552: 0.1505351655954644
Position 9601: 0.11412327768138651
Position 14153: 0.10660672824940612
Position 936: 0.09983946268466584
Position 13038: 0.09897441292432532
Position 15691: 0.09394613620257633
Position 10855: 0.09008246646224721
Position 11367: 0.08434505246563002
Position 16456: 0.08383700306193613
Position 9122: 0.08085464935806262
Position 2580: 0.0805310145148285
Position 6370: 0.0790321066051423
Position 6682: 0.0700604391159846
Position 1630: 0.0672782585238262
Position 4670: 0.06337219027553248
Position 6652: 0.05896748091927814
Position 781: 0.048659451847847104
Position 6719: 0.04424157706866578
Position 14579: 0.04358735617615289
Position 16414: 0.03679017009258251
Position 4947: 0.03524640359646155
Position 4601: 0.03349402854314512
Position 9506: 0.033203906426683256
Position 16609: 0.03230605004914278
Position 1366: 0.030000411016506502
Position 1016: 0.027499534127375838
Position 4700: 0.025476495782526448
Position 3573: 0.024254705624934793
Position 9257: 0.023436980654014363
Position 823: 0.022678592798494837
Position 460: 0.019357086463239477
Position 12334: 0.019004717789348646
Position 6850: 0.018227277952550202
Position 2051: 0.017650637032478475
Position 242: 0.01693134772780076
Position 946: 0.01596839253272097
Position 7868: 0.01551393559821369
Position 11525: 0.015224824335871488
Position 5234: 0.01414555881360774
Position 9928: 0.013759629793857411
Position 121: 0.013319796540324792
Position 664: 0.012698346135397382
Position 14759: 0.012614176289660129
Position 8356: 0.011603922913832915
Position 454: 0.010773115167016468
Position 11938: 0.010738702165054917
Position 11700: 0.010721990199587266
Position 10327: 0.009802612320998853
Position 1175: 0.00942134359305503
Position 10771: 0.008558808990611061
Position 11758: 0.008297341348877458
Position 6333: 0.00799429345880357
Position 12004: 0.007686791205342153
Position 718: 0.007596754777935315
Position 16450: 0.007447259291101805
Position 1700: 0.0068839351701530105
Position 11116: 0.006316422548268218
Position 3098: 0.005939218273876716
Position 2212: 0.005865531118037976
Position 140: 0.005738263964965693
Position 690: 0.0051150884062287575
Position 15020: 0.004703000917597823
Position 15009: 0.004656220970101269
Position 10921: 0.004228441496546114
Position 6159: 0.004197628198492263
Position 765: 0.0041396971703496635
Position 2044: 0.0038979734612313694
Position 2130: 0.003597064305782818
Position 15305: 0.003447790005291388
Position 173: 0.0029556483264933826
Position 14967: 0.002841770701588488
Position 11744: 0.0027359729440343664
Position 573: 0.002635473095695141
Position 16559: 0.002484182490881993
Position 6337: 0.0019921137739262454
Position 6105: 0.0016381834494775137
Position 11703: 0.0015613945517101396
Position 16066: 0.0014110008506294479
Position 15459: 0.0012246242732906836
Position 5863: 0.0010877899020493222
Position 11170: 0.0010688080395008775
Position 6135: 0.0009029086132579856
Position 6347: 0.0007856699407463505
Position 534: 0.00033398416933986923
Position 493: 0.00030528639293251757
Position 34: 0.0002629908494111273
Position 11725: 0.0002550318286977253
Position 239: 0.00022749385271181747
Position 254: 0.00020787516612840508
Position 456: 0.00014976692730378773
Position 5839: 0.00013354735732010276
Position 835: 0.00010857943693947899
Position 921: 6.130808897818423e-05
Position 403: 3.786866426666924e-05
Position 501: 2.578876930822925e-05
Position 9: 2.0253647256028953e-05
Position 917: 1.8988395870918493e-05
Position 728: 1.853638706703185e-05
Position 214: 2.398804350379717e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4468: 1.0000000000000104
Position 11650: 0.9975595177377655
Position 10766: 0.9911046754719134
Position 6490: 0.9280733091540071
Position 5952: 0.923530061099501
Position 14333: 0.9108266354210595
Position 6224: 0.9103288403701629
Position 5681: 0.8974185514392086
Position 12410: 0.8315277564314534
Position 15121: 0.7625104059124233
Position 7061: 0.7615214486792863
Position 12187: 0.708675008319775
Position 6776: 0.6932621112186929
Position 14733: 0.656432633050767
Position 10173: 0.6440992804363966
Position 16827: 0.5955695169636314
Position 16324: 0.53654100615788
Position 9437: 0.462277498512014
Position 14192: 0.43092778826380373
Position 7951: 0.38831423390024
Position 14132: 0.3596074597771446
Position 8085: 0.35755785287617575
Position 15716: 0.2880848286432763
Position 14611: 0.19614249988474083
Position 6808: 0.17633775248120437
Position 1980: 0.16754493042294533
Position 11497: 0.16575998993133592
Position 12160: 0.1446836927625803
Position 14689: 0.14436954744430622
Position 14058: 0.14135845860980045
Position 9533: 0.12974786552052517
Position 17143: 0.12270096786760332
Position 15776: 0.11614897082814511
Position 7043: 0.11379835039844727
Position 12442: 0.11378737531841523
Position 5655: 0.10207399613436847
Position 9031: 0.10008474332705845
Position 2400: 0.08053101451482876
Position 10116: 0.06932634837322985
Position 12949: 0.067400560730915
Position 1855: 0.06395114406667685
Position 6822: 0.06339264927239563
Position 7980: 0.06291058378845249
Position 6557: 0.05594552581088732
Position 6203: 0.04658072707441906
Position 6001: 0.04125525815248426
Position 15516: 0.03780341580058609
Position 4773: 0.03626117898053253
Position 11218: 0.03608590943823857
Position 7077: 0.034451451228426355
Position 18695: 0.03432044484608696
Position 7017: 0.03206412015308452
Position 12918: 0.03157385219341035
Position 17346: 0.030496858986638564
Position 15558: 0.029938755883735305
Position 17214: 0.02923535673013964
Position 8008: 0.029016775838461868
Position 15340: 0.02897423492908665
Position 7087: 0.028394413873425093
