Gene = AT2G18050
index = 164
Annotated 5SS: [183]
Annotated 3SS: [254]
SMsplice 5SS: [183]
SMsplice 3SS: [254]
Partition function (log Z): -5.547612391668956

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9414285220059703
Position 188: 0.058204676268091345
Position 341: 0.016690519069276884
Position 364: 0.012732442054090572
Position 725: 0.002346191185508909
Position 406: 0.001005111920795858
Position 358: 0.0006221748205269483
Position 703: 0.0005853428328672821
Position 637: 8.719115643325724e-05
Position 533: 8.416224884259989e-05
Position 941: 2.731557220977539e-05
Position 741: 2.099887812061543e-05
Position 921: 1.495211096110141e-05
Position 707: 1.459222529132712e-05
Position 705: 1.3158135384425621e-05
Position 208: 5.734383996799284e-06
Position 594: 4.176067173164675e-06
Position 766: 3.0670937896443194e-06
Position 789: 2.994126841587036e-06
Position 795: 2.6827918955194687e-06
Position 563: 2.482413628507379e-06
Position 812: 2.2439586788505797e-06
Position 276: 2.1125474114221636e-06
Position 771: 1.8945913200316427e-06
Position 831: 1.8469691552352802e-06
Position 732: 1.7136793049790544e-06
Position 776: 1.2351293868947943e-06
Position 945: 1.0762317104739024e-06
Position 735: 7.815146974097105e-07
Position 567: 6.776171746286834e-07
Position 561: 6.130775022513759e-07
Position 633: 4.929156736328763e-07
Position 821: 4.726757037147301e-07
Position 934: 2.2667387230629105e-07
Position 760: 2.0845070536199807e-07
Position 414: 2.0191154734261698e-07
Position 617: 1.5301759136966694e-07
Position 802: 1.0528630729158108e-07
Position 396: 9.115206968090972e-08
Position 242: 7.06664312425801e-08
Position 228: 7.054346666951428e-08
Position 787: 5.858429408534368e-08
Position 236: 2.054853914330141e-08
Position 773: 1.2884882150709321e-08
Position 865: 2.8052381248022058e-09
Position 882: 1.3669051183013163e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 254: 0.8357546247291948
Position 405: 0.08016759631536954
Position 264: 0.061585648073779954
Position 444: 0.01466485352117616
Position 285: 0.010576791369302611
Position 383: 0.008207011571611505
Position 266: 0.0061930575492765505
Position 287: 0.0031228672683268877
Position 290: 0.0024977383658077784
Position 633: 0.00134740760609978
Position 848: 0.0011127217673697833
Position 470: 0.001095008592213701
Position 473: 0.0010747439765500725
Position 821: 0.0007900415722941049
Position 315: 0.0007696304204857356
Position 793: 0.0007447907009755886
Position 579: 0.000594983539947144
Position 424: 0.0005679202812465058
Position 410: 0.0005559139532166802
Position 419: 0.0003896430169891896
Position 426: 0.0003642240458420152
Position 354: 0.00025356019995867007
Position 852: 0.00022565266613906962
Position 437: 0.0002225231379782256
Position 455: 0.00020282039636037867
Position 1025: 0.00012687090615035273
Position 800: 0.00011287689531568053
Position 718: 8.782447371272732e-05
Position 795: 8.197293936213496e-05
Position 889: 7.819182054587465e-05
Position 584: 4.7174470353646825e-05
Position 587: 3.7256965833381585e-05
Position 504: 2.3352318822018593e-05
Position 994: 2.2139935103596914e-05
Position 685: 1.9495928104253887e-05
Position 466: 1.681697545855687e-05
Position 532: 1.5497575522104e-05
Position 301: 1.2957466093225908e-05
Position 507: 1.254713876548417e-05
Position 978: 1.2402841175311447e-05
Position 479: 1.182026890736304e-05
Position 934: 1.1692908613448784e-05
Position 358: 9.957053700004018e-06
Position 611: 9.321241185915587e-06
Position 589: 7.590951026785738e-06
Position 682: 7.57913357875568e-06
Position 547: 7.339284205145459e-06
Position 644: 5.423767752395693e-06
Position 724: 5.303232624307212e-06
Position 323: 4.950151316558694e-06
Position 320: 4.949306901963532e-06
Position 500: 4.706082047324155e-06
Position 897: 3.855430262331667e-06
Position 641: 3.72837390702199e-06
Position 526: 3.669417752344634e-06
Position 356: 2.7921753180042815e-06
Position 524: 2.5623030876608868e-06
Position 491: 2.0646182514715923e-06
Position 554: 1.867072846030335e-06
Position 688: 1.641210975443135e-06
Position 802: 1.3947254663452479e-06
Position 482: 1.2496861666112902e-06
Position 594: 1.177915933024528e-06
Position 599: 1.1594783458936822e-06
Position 341: 1.11946576112043e-06
Position 327: 1.0875464039233843e-06
Position 513: 9.469814548966899e-07
Position 657: 8.247019444708345e-07
Position 602: 7.048780578971372e-07
Position 607: 6.770857578537225e-07
Position 679: 5.128977301745096e-07
Position 647: 3.8499196613653795e-07
Position 905: 3.7367733707758125e-07
Position 329: 3.3253466952643836e-07
Position 488: 3.276057159216425e-07
Position 557: 2.6940896257511263e-07
Position 617: 2.2449944997485482e-07
Position 691: 9.373360127066655e-08
Position 332: 1.766890305195697e-08
Position 694: 1.632833639786781e-08
Position 515: 8.304906802479167e-09
Position 921: 7.723032547594837e-10
