Gene = AT2G10930
index = 100
Annotated 5SS: [343 547]
Annotated 3SS: [371 668]
SMsplice 5SS: [547]
SMsplice 3SS: [619]
Partition function (log Z): -7.845219444294498

Sorted 5' Splice Sites (High to Low Probability):
Position 547: 0.9951184927104858
Position 277: 0.0033603804769841155
Position 343: 0.0019214342562475161
Position 532: 0.0013800975369775764
Position 294: 0.0008570778382065801
Position 43: 0.000856659427594186
Position 282: 0.0007278043882220715
Position 67: 0.0005884786590685639
Position 303: 0.00039357124087330145
Position 298: 0.000261516254872225
Position 393: 0.0002085188040733518
Position 63: 9.949575940646181e-05
Position 94: 9.936733209361198e-05
Position 163: 9.258178959262376e-05
Position 415: 9.107358008231978e-05
Position 73: 8.424298786914797e-05
Position 497: 6.229964390293174e-05
Position 133: 5.933347752907851e-05
Position 60: 4.363813169204385e-05
Position 280: 3.895503697874901e-05
Position 9: 3.8044728053878216e-05
Position 25: 3.605342306958833e-05
Position 483: 3.490491140322237e-05
Position 184: 2.3939751905985112e-05
Position 568: 1.2271274431848983e-05
Position 574: 1.137756314603783e-05
Position 310: 1.1013592086241167e-05
Position 672: 1.0413797776309359e-05
Position 292: 9.558951300564136e-06
Position 308: 8.221521333989121e-06
Position 426: 7.722650791175258e-06
Position 453: 7.114083948665166e-06
Position 365: 4.8918237345509825e-06
Position 174: 4.213468132586541e-06
Position 205: 3.928063346600113e-06
Position 210: 3.818457511223451e-06
Position 318: 2.626139736380877e-06
Position 351: 1.8953544699237756e-06
Position 324: 1.825384285528547e-06
Position 13: 1.6697313803740843e-06
Position 177: 1.1557875566892993e-06
Position 316: 7.598369144030751e-07
Position 592: 6.795339677512542e-07
Position 682: 6.561320550396233e-07
Position 16: 5.329010129535637e-07
Position 676: 2.565586656057389e-07
Position 439: 2.460854233192439e-07
Position 383: 2.3301372863983992e-07
Position 419: 2.1986751616031413e-07
Position 450: 9.044705306620503e-08
Position 597: 6.035007515093561e-08
Position 151: 3.2399885494415036e-08
Position 620: 2.2303756248444813e-08
Position 627: 9.97595229287036e-10
Position 612: 5.122402664854892e-10
Position 638: 1.723075743074971e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 619: 0.9490352853526957
Position 671: 0.043977794461482644
Position 354: 0.0032898744953164688
Position 668: 0.0029056839460415832
Position 140: 0.001406137847454941
Position 627: 0.0010414045830337345
Position 390: 0.0009053497792442828
Position 458: 0.0007759698124863414
Position 378: 0.0006481493712215954
Position 392: 0.0005068538420500459
Position 463: 0.00040001387144381984
Position 412: 0.00030853137197349244
Position 699: 0.00020342637866090744
Position 151: 0.00018501829736236657
Position 371: 0.00017386152814657688
Position 470: 0.00010932815226670461
Position 766: 0.0001078217602931168
Position 287: 8.764902024748187e-05
Position 405: 8.107372918164118e-05
Position 201: 8.063897504536463e-05
Position 701: 7.492690412724019e-05
Position 419: 6.791106225724405e-05
Position 342: 3.567075830063635e-05
Position 163: 2.9690762094276478e-05
Position 340: 2.664483185869678e-05
Position 357: 2.3847496122420653e-05
Position 592: 2.1882855374321644e-05
Position 492: 1.6427394633163015e-05
Position 704: 1.5864146949549266e-05
Position 515: 1.5755353451050828e-05
Position 184: 9.056249503495892e-06
Position 83: 4.487571530573074e-06
Position 597: 4.3675470834953024e-06
Position 167: 2.585881107233612e-06
Position 707: 2.144181630293321e-06
Position 574: 1.868554468456541e-06
Position 479: 1.1928344412570348e-06
Position 316: 5.454459045564443e-07
Position 719: 2.3753902807100946e-07
Position 229: 2.0967292712219483e-07
Position 730: 1.6125772669012887e-07
Position 726: 7.599845627876978e-08
Position 545: 3.739971944563046e-08
Position 240: 1.2630006473306367e-08
