Gene = AT4G16807
index = 791
Annotated 5SS: [ 117  269  517  809  924 1291]
Annotated 3SS: [ 228  372  608  886 1054 1495]
SMsplice 5SS: [ 269  548  809  924 1291]
SMsplice 3SS: [ 372  623  886 1054 1495]
Partition function (log Z): -2.474536118818495

Sorted 5' Splice Sites (High to Low Probability):
Position 269: 0.9626052883002965
Position 809: 0.6869006528130099
Position 924: 0.6108549311654061
Position 548: 0.5048990457019652
Position 1291: 0.4385931419157545
Position 517: 0.4056544199406174
Position 1248: 0.296685906628885
Position 117: 0.2397454155747462
Position 775: 0.1609000565879741
Position 951: 0.07956386971018126
Position 288: 0.022924676503853443
Position 1199: 0.01711524339411747
Position 1648: 0.010537853982526817
Position 928: 0.010496788598097547
Position 542: 0.009681073655874577
Position 2169: 0.004886639055237123
Position 887: 0.004604362927065331
Position 945: 0.0039880269010116745
Position 143: 0.003353207306060528
Position 941: 0.003351920786198453
Position 960: 0.0032243506037421487
Position 1416: 0.0022335675207630166
Position 487: 0.0021402224143354733
Position 764: 0.0019344522967665364
Position 838: 0.0019160651407105316
Position 794: 0.0018689924533349057
Position 997: 0.0013914659848302886
Position 2132: 0.001131435941880692
Position 955: 0.0010590707830759934
Position 713: 0.0010504793441460255
Position 1402: 0.0008730724473406914
Position 492: 0.0008242782407423098
Position 490: 0.0007592169456792579
Position 705: 0.0006255108957860897
Position 273: 0.0005858891200284487
Position 624: 0.0005614377865884215
Position 1549: 0.00048800678716219716
Position 293: 0.0004826332460798766
Position 910: 0.0004358435523208792
Position 1370: 0.0004154000855707108
Position 134: 0.0004094571978289343
Position 459: 0.0003657364362631464
Position 1349: 0.0003319864544358003
Position 1295: 0.0003131880778738328
Position 1092: 0.00028106808501724513
Position 2138: 0.00027906064422937674
Position 988: 0.0002722899157640474
Position 1300: 0.00023637598158608532
Position 2146: 0.000214589673044569
Position 1077: 0.0002133749627297088
Position 114: 0.00020279331721811703
Position 826: 0.0002024150852929924
Position 977: 0.00018682745381587272
Position 468: 0.00018174397773680298
Position 155: 0.0001627032945184946
Position 552: 0.0001498026586556261
Position 1661: 0.00014108325584976256
Position 672: 0.0001246600446281498
Position 1234: 0.00012145659414517502
Position 1372: 0.00012086233258447217
Position 979: 0.00011844395625853495
Position 149: 0.00011706251634313514
Position 465: 0.00010943894413061836
Position 1193: 0.00010915827113047853
