Gene = AT2G10025
index = 97
Annotated 5SS: [274 391]
Annotated 3SS: [305 846]
SMsplice 5SS: [95]
SMsplice 3SS: [193]
Partition function (log Z): -8.581985969450608

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.9017466164389957
Position 274: 0.11596718609892047
Position 400: 0.06050598071202611
Position 355: 0.04826329117498643
Position 391: 0.01849558833870412
Position 269: 0.01800958406523968
Position 675: 0.011144543371751667
Position 373: 0.009794649306283727
Position 85: 0.004324130764003233
Position 232: 0.004082440787806325
Position 361: 0.004012771979674899
Position 68: 0.002669856740749021
Position 71: 0.0013566829085121222
Position 280: 0.0012356875926183989
Position 739: 0.0009854290794269894
Position 432: 0.0007449440684660066
Position 549: 0.0006807603483104799
Position 774: 0.0006118664757854787
Position 370: 0.0003838439303677752
Position 778: 0.0003191877712374255
Position 533: 0.0002820561893135776
Position 319: 0.0002266381901203541
Position 240: 0.0001685011069844507
Position 194: 0.00015998096901353144
Position 291: 0.00012604286838407443
Position 144: 0.00011326352183822883
Position 595: 0.00011141745856947075
Position 45: 0.00010776353682980494
Position 249: 7.25094163627199e-05
Position 159: 6.768141567703059e-05
Position 228: 5.662595563329592e-05
Position 388: 4.9229007760074646e-05
Position 312: 4.7708614612854674e-05
Position 723: 2.7618318557137614e-05
Position 520: 2.3060541795509156e-05
Position 640: 1.9868248067414812e-05
Position 544: 1.8676512341930344e-05
Position 682: 1.48910445012037e-05
Position 536: 1.467982239097797e-05
Position 163: 1.3711586113674333e-05
Position 30: 9.298813263064354e-06
Position 151: 8.773595216758511e-06
Position 540: 8.549942140464613e-06
Position 755: 7.878837701535682e-06
Position 696: 6.670165740845171e-06
Position 24: 4.754751953275462e-06
Position 657: 4.384042619102313e-06
Position 768: 3.954553646525482e-06
Position 727: 3.5649066047926697e-06
Position 205: 3.1525160670728527e-06
Position 154: 2.7638443247553086e-06
Position 556: 1.8546713587714821e-06
Position 310: 1.7611664240555397e-06
Position 149: 1.2839256359649205e-06
Position 757: 6.412322260539336e-07
Position 207: 5.753260563882837e-07
Position 782: 4.703866378159392e-07
Position 792: 1.051207217589472e-07
Position 599: 6.983134922926005e-08
Position 824: 1.928968569223787e-08
Position 808: 1.011211907902516e-09
Position 833: 1.3873989865664664e-10
Position 872: 3.136483114707844e-11
Position 882: 6.485448900112391e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 193: 0.43521519741534687
Position 171: 0.39649810666651136
Position 561: 0.24949620640103548
Position 444: 0.05231086849876504
Position 173: 0.01125110599795971
Position 339: 0.010340316995633063
Position 184: 0.00943837178433514
Position 738: 0.007307248643534258
Position 846: 0.006925914731664147
Position 388: 0.004758926089078024
Position 426: 0.003509715946406705
Position 595: 0.003259993881696883
Position 291: 0.0016973809960285477
Position 301: 0.001628451667024668
Position 768: 0.0016222817968377188
Position 222: 0.0015924180385077688
Position 619: 0.0015462005723586479
Position 305: 0.0014372687973447974
Position 599: 0.001211726957829607
Position 361: 0.0009320526524761602
Position 512: 0.0008869950035917326
Position 447: 0.0006931902099332064
Position 577: 0.000566105268284997
Position 646: 0.0004447819438745832
Position 743: 0.0004407453103242145
Position 365: 0.00028849852524505675
Position 325: 0.00027019473574338144
Position 803: 0.0002514923655510907
Position 258: 0.00019895644462904473
Position 854: 0.00011535753661913457
Position 861: 0.00011049281894562762
Position 872: 9.737380549215604e-05
Position 625: 8.257886164564408e-05
Position 774: 7.769938608520611e-05
Position 792: 6.879090854276795e-05
Position 310: 6.487483404324464e-05
Position 629: 6.202375563136889e-05
Position 520: 5.1850045322170116e-05
Position 509: 4.9378751123562396e-05
Position 453: 4.910557679108853e-05
Position 720: 4.0781505236970236e-05
Position 607: 3.522417911622437e-05
Position 533: 3.425220623156049e-05
Position 782: 3.246383867259555e-05
Position 536: 3.1766703186547e-05
Position 580: 2.9977706347130808e-05
Position 674: 2.038298737300013e-05
Position 778: 1.5486258467807348e-05
Position 682: 1.1931225920544921e-05
Position 419: 8.289867141923123e-06
Position 878: 5.747061739377614e-06
Position 657: 3.7470345300044e-06
Position 891: 1.8679736985323876e-06
Position 144: 1.4022060259819444e-06
Position 897: 1.1003402356970391e-06
Position 907: 1.087172688873753e-06
Position 911: 9.062526485765747e-07
Position 947: 3.8572859282250375e-07
Position 919: 3.729503163881212e-07
Position 923: 6.427677057615651e-08
Position 921: 1.4688487605752264e-08
Position 95: 1.2033331389368332e-09
Position 99: 4.013534317671571e-10
