Gene = AT2G37610
index = 431
Annotated 5SS: [110]
Annotated 3SS: [428]
SMsplice 5SS: [116]
SMsplice 3SS: [428]
Partition function (log Z): -8.62861706211712

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.8334977531517742
Position 172: 0.08426948301198176
Position 110: 0.03112499163293602
Position 104: 0.02058993575114048
Position 157: 0.013843819349054702
Position 162: 0.0038333661413048987
Position 15: 0.0035575451057357713
Position 167: 0.0029284924173424106
Position 133: 0.002307676864882451
Position 310: 0.0020765297854233107
Position 123: 0.00145213022350391
Position 36: 0.0003349151855190344
Position 469: 0.00018019573329512725
Position 27: 4.938135650555761e-05
Position 695: 4.0050941296734336e-05
Position 674: 2.1998936193275557e-05
Position 437: 5.3502570539470805e-06
Position 474: 4.556149630884185e-06
Position 479: 1.6112384464464108e-06
Position 393: 1.2585078473721887e-06
Position 687: 1.1291794965175048e-06
Position 643: 8.416119509149248e-07
Position 406: 6.045055637685809e-07
Position 620: 2.698477808624974e-07
Position 653: 1.9218277462849934e-07
Position 705: 1.8728733683696247e-07
Position 482: 6.886987714967779e-08
Position 678: 6.368018740568144e-08
Position 509: 5.182370660117906e-08
Position 580: 3.629863326024785e-08
Position 603: 2.9565880312331458e-08
Position 528: 1.3719693735120868e-08
Position 484: 9.51335115188555e-09
Position 583: 6.19486757523142e-09
Position 526: 5.684609717460469e-09
Position 720: 5.499415143927526e-09
Position 441: 3.6524355927571777e-09
Position 539: 2.73794693236134e-09
Position 725: 8.519974474195644e-10
Position 745: 3.6951986079993616e-10
Position 753: 8.659983622679124e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 428: 0.5753052249303906
Position 436: 0.41071754172658476
Position 384: 0.01121131356995361
Position 183: 0.0012253508654879817
Position 276: 0.0008414367748578952
Position 548: 0.00028443776804426275
Position 447: 8.852503253961523e-05
Position 490: 8.529877964892632e-05
Position 771: 7.892117747893602e-05
Position 468: 7.377676221791578e-05
Position 552: 4.651297716207555e-05
Position 153: 3.5353290463895244e-05
Position 554: 3.467705228306438e-05
Position 391: 2.6995916342992433e-05
Position 452: 1.7522775071653274e-05
Position 393: 1.2160171628971898e-05
Position 478: 7.461963616410112e-06
Position 466: 5.738641098601116e-06
Position 559: 4.160630144155285e-06
Position 497: 4.0592285753098294e-06
Position 460: 3.824588974454287e-06
Position 499: 3.7460823812408326e-06
Position 155: 1.9071870788544812e-06
Position 492: 1.531744204487605e-06
Position 462: 1.5083784598634662e-06
Position 609: 1.2023115646678117e-06
Position 502: 1.1252764825227952e-06
Position 568: 7.872650602856148e-07
Position 594: 7.103872788239872e-07
Position 505: 4.4341209460583195e-07
Position 776: 2.4797119591670417e-07
Position 571: 2.0071472903393537e-07
Position 592: 1.6460911609981906e-07
Position 565: 1.4736701230581864e-07
Position 739: 9.266710436435277e-08
Position 95: 9.042301439522275e-08
Position 820: 7.42464349530641e-08
Position 643: 4.655698648155125e-08
Position 574: 3.628241500073945e-08
Position 725: 3.484686028599595e-08
Position 647: 2.979307023435794e-08
Position 692: 2.5894623955394296e-08
Position 632: 2.4399374400006723e-08
Position 818: 2.204378349297222e-08
Position 716: 1.757926772437404e-08
Position 588: 8.891051360300846e-09
Position 805: 7.969815541329817e-09
Position 698: 7.372801044597218e-09
Position 798: 5.1959119650636256e-09
Position 577: 5.180807719740437e-09
Position 694: 4.478753751690109e-09
Position 684: 4.412211313552866e-09
Position 816: 3.870321173589271e-09
Position 580: 2.899205071251591e-09
Position 649: 2.1356657400610964e-09
Position 627: 3.7734899935399204e-10
Position 814: 5.843949712819126e-11
