Gene = nvd
index = 1826
Annotated 5SS: [  337 23857 41197 76101 76329]
Annotated 3SS: [23462 40892 75988 76154 76388]
SMsplice 5SS: [  337  1059  5579  5766 76101 76329]
SMsplice 3SS: [  401  5438  5642 75831 76154 76388]
top_k =  500
Partition function (log Z): -84.75345525689904

Sorted 5' Splice Sites (High to Low Probability):
Position 5766: 0.9792973689850926
Position 5579: 0.9602565682251669
Position 337: 0.8659388435701852
Position 1059: 0.4404058662055482
Position 6170: 0.4228623552162753
Position 6016: 0.2598558042892643
Position 651: 0.17222021758705286
Position 1099: 0.08105201451023351
Position 554: 0.041557289212109896
Position 2022: 0.01736533291667778
Position 20: 0.013454561917841423
Position 5811: 0.011096453046221585
Position 409: 0.001782993510841494
Position 5781: 0.0014501483752569068
Position 353: 0.001225849331103418
Position 341: 0.0009588486690977855
Position 1980: 0.0005999930530708836
Position 12563: 0.000529264572994094
Position 1807: 0.0005105859029221949
Position 5711: 0.0004890894924161206
Position 5972: 0.0004776149633724111
Position 5900: 0.0004176096419252462
Position 370: 0.00041022951652064247
Position 141: 0.00035361235758188663
Position 357: 0.0003434458703633444
Position 381: 0.0002562075746867799
Position 122: 0.00022008570692160252
Position 136: 0.00021388223242412772
Position 899: 0.000168979948316959
Position 595: 0.0001345419331556991
Position 97: 0.00013257957327811342
Position 248: 0.00010776229076197093
Position 402: 0.00010251030334083838
Position 826: 8.561415531353529e-05
Position 25: 7.844871316686842e-05
Position 879: 7.6024328723868e-05
Position 27: 5.222132464183573e-05
Position 120: 4.898981665351386e-05
Position 9394: 4.094539153269196e-05
Position 470: 4.0214632064188374e-05
Position 459: 3.458284963875122e-05
Position 149: 2.4266510314091014e-05
Position 48: 2.254627869972705e-05
Position 517: 1.9505540059320314e-05
Position 9550: 1.8945003335605306e-05
Position 103: 1.869487106686641e-05
Position 339: 1.6721539245683e-05
Position 283: 9.89330118487671e-06
Position 266: 7.717551318329035e-06
Position 903: 7.1162671126890555e-06
Position 1120: 6.002299216854623e-06
Position 429: 5.981802821401768e-06
Position 1323: 5.745372556865083e-06
Position 1785: 4.925262272707572e-06
Position 7215: 4.5473271701675835e-06
Position 1286: 4.367546446578948e-06
Position 1063: 3.0295655274164037e-06
Position 146: 2.6070479680870535e-06
Position 630: 2.4049450757461735e-06
Position 316: 2.023123118433937e-06
Position 621: 1.3924979125733992e-06
Position 7164: 1.0881383588086785e-06
Position 7049: 9.132736431357862e-07
Position 6177: 8.869539126932534e-07
Position 7726: 6.86939954491543e-07
Position 1682: 5.546092757700538e-07
Position 1478: 5.230045110980073e-07
Position 989: 4.706166750535701e-07
Position 6952: 4.4128783393664594e-07
Position 771: 3.457102519452437e-07
Position 259: 3.3258985638615443e-07
Position 203: 2.397187515380354e-07
Position 6188: 1.7860967411728817e-07
Position 507: 1.353245364167699e-07
Position 6376: 2.58143825825588e-08
Position 6265: 2.108335919837977e-08
Position 6761: 1.7384641715712964e-08
Position 216: 1.621729276193026e-08
Position 270: 5.843813398093669e-09
Position 1647: 1.95238841279885e-09
Position 2828: 7.068091717775105e-10
Position 1402: 4.0377316230603966e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5642: 0.9604137693025447
Position 17782: 0.9359771551601815
Position 5438: 0.7168644202550823
Position 401: 0.5538310161087306
Position 5882: 0.4488160015776843
Position 5298: 0.25257419597649977
Position 5836: 0.10510507381076589
Position 5839: 0.09972373333694476
Position 15569: 0.0603880103903028
Position 937: 0.036023050869779555
Position 5461: 0.01709897959131202
Position 528: 0.010055278407264332
Position 5863: 0.00964362153128245
Position 5253: 0.007524192622952364
Position 6071: 0.007225291254068231
Position 850: 0.007040399123804892
Position 6090: 0.005636164236083873
Position 902: 0.004531569871414655
Position 1834: 0.004505653126084715
Position 1182: 0.004251863941535806
Position 558: 0.003963632147749643
Position 992: 0.003476277568380667
Position 5662: 0.0029696551304291777
Position 5971: 0.002577641209245779
Position 1019: 0.002455301283149017
Position 771: 0.002297429448336266
Position 12608: 0.002108177319264318
Position 12454: 0.0017160014988229218
Position 1866: 0.0014837860009406319
Position 174: 0.0009799847415567896
Position 1311: 0.0008034845259397436
Position 879: 0.0005795141683718138
Position 564: 0.0005641204212512909
Position 1473: 0.0005259114682115044
Position 914: 0.00041042995440839945
Position 459: 0.0003933733937121203
Position 749: 0.000357995728087186
Position 1766: 0.00034337647831668444
Position 650: 0.00031657591689170577
Position 413: 0.00025119447698876906
Position 429: 0.00022949431497732375
Position 989: 0.00018020690110485333
Position 962: 0.00017927016487681534
Position 5012: 0.0001094477317149735
Position 8611: 4.9446470036327643e-05
Position 11102: 4.2998500016672934e-05
Position 9849: 4.159415240778348e-05
Position 9444: 4.094539153269197e-05
Position 11480: 3.624701239330721e-05
Position 6256: 2.055872687947816e-05
Position 9611: 1.8945003335605306e-05
Position 1535: 1.813152543670336e-05
Position 10342: 1.765571029584885e-05
Position 10850: 1.681651444667099e-05
Position 10817: 1.610732888022102e-05
Position 203: 1.430946669751128e-05
Position 1217: 1.0152319703501059e-05
Position 1373: 8.890370388409623e-06
Position 7287: 8.130876404992935e-06
Position 9672: 7.196171196332313e-06
Position 280: 3.977286984389967e-06
Position 248: 3.722231143633192e-06
Position 228: 3.7136137597695777e-06
Position 7145: 2.8375846667634657e-06
Position 6223: 2.602427139656632e-06
Position 141: 2.350214307267319e-06
Position 7582: 1.8690960936456542e-06
Position 325: 1.4922150814684537e-06
Position 7377: 1.3876793058129196e-06
Position 436: 1.3282967797283038e-06
Position 7237: 9.96695380812948e-07
Position 492: 8.49157344447108e-07
Position 7819: 6.869399544915472e-07
Position 6681: 6.254016743716727e-07
Position 6802: 5.445179292636144e-07
Position 6774: 4.263729370141098e-07
Position 381: 3.311815627797787e-07
Position 7449: 2.6023218252005226e-07
Position 7258: 2.2983329625020332e-07
Position 146: 1.345059428014189e-07
Position 6049: 9.519393740563006e-08
Position 500: 7.873705239220316e-08
Position 595: 7.86633185188992e-08
Position 6112: 6.808545158210886e-08
Position 1025: 6.745587799104867e-08
Position 6482: 6.673173211162426e-08
Position 826: 6.010587227855717e-08
Position 1043: 5.090722567722206e-08
Position 6122: 5.056320271785042e-08
Position 796: 1.5677511336967345e-08
Position 7515: 1.2649811082946376e-08
Position 2185: 6.026347822990602e-09
Position 6097: 5.207361953393084e-09
Position 2891: 7.068091717775083e-10
Position 589: 4.955825813236778e-10
Position 2220: 3.9144474702048986e-10
Position 197: 2.439799784174581e-10
Position 370: 1.1285169182772948e-10
Position 2492: 5.527742658882878e-11
Position 1134: 2.0585266266747925e-11
Position 336: 8.072846484236254e-12
Position 378: 2.0224854661604263e-18
