Gene = Fic
index = 1167
Annotated 5SS: [1071 1334]
Annotated 3SS: [1129 1392]
SMsplice 5SS: [1071 1334]
SMsplice 3SS: [1129 1392]
top_k =  500
Partition function (log Z): 3.293859571925481

Sorted 5' Splice Sites (High to Low Probability):
Position 1334: 0.9988605366229082
Position 1071: 0.9986837899892673
Position 257: 0.4259914135010669
Position 30: 0.02563720271352837
Position 1961: 0.003924465042305804
Position 1695: 0.0028325489366847274
Position 1226: 0.0027948690347491425
Position 121: 0.002159092132920701
Position 1508: 0.001786705519063055
Position 46: 0.0014360982063546049
Position 1918: 0.0014332185817458373
Position 1555: 0.0012380310131166895
Position 1224: 0.0011984748501922566
Position 573: 0.0011017991116019728
Position 364: 0.0010613373499732228
Position 1537: 0.0010447635829330664
Position 128: 0.0007282036823163156
Position 1738: 0.0006655166914163014
Position 1044: 0.000452138661460939
Position 1837: 0.00045183421756014137
Position 1530: 0.0004423701905557091
Position 919: 0.0003433588298083594
Position 1818: 0.00034311047823433894
Position 1063: 0.0002829970344086285
Position 1591: 0.00024090551794758703
Position 1216: 0.00023252426935827558
Position 6: 0.00020092974100846634
Position 649: 0.00018771668286253292
Position 1783: 0.00018098588211749354
Position 1853: 0.00017929323074567476
Position 336: 0.00017574153913587818
Position 144: 0.00015398006638651498
Position 37: 0.0001408902486765857
Position 669: 0.00012204645695212533
Position 435: 0.00011820481472000497
Position 298: 9.637145243711238e-05
Position 34: 9.405514460669987e-05
Position 1338: 8.891177598766421e-05
Position 1863: 7.064290157657738e-05
Position 858: 5.999994974996012e-05
Position 1417: 4.678398191014065e-05
Position 1586: 3.69538150812352e-05
Position 1483: 3.4820635530336136e-05
Position 1292: 3.115958687974074e-05
Position 1058: 2.784829160222146e-05
Position 419: 2.7627505553862816e-05
Position 1926: 2.5489381774372437e-05
Position 1312: 1.1175972982449171e-05
Position 1252: 9.777588244019042e-06
Position 605: 8.890388821607098e-06
Position 484: 8.695104454579113e-06
Position 787: 8.302074928309233e-06
Position 960: 7.684686914732352e-06
Position 1237: 7.4884320974153985e-06
Position 159: 7.371153849878723e-06
Position 1727: 7.112979254801074e-06
Position 784: 6.9753002269431235e-06
Position 108: 6.888770683177876e-06
Position 711: 6.564527629486449e-06
Position 426: 6.3366767222838855e-06
Position 1075: 5.908824648498686e-06
Position 1887: 5.263104589834809e-06
Position 98: 4.221945598699656e-06
Position 1208: 4.1625452154089574e-06
Position 1099: 3.7698932119389163e-06
Position 1717: 3.7001527062108586e-06
Position 1230: 2.100949417981608e-06
Position 1633: 1.9461923905605213e-06
Position 137: 1.8628772305140338e-06
Position 1900: 1.743186059013686e-06
Position 139: 1.6862330598286619e-06
Position 1173: 9.362785519453843e-07
Position 215: 5.570234933335886e-07
Position 985: 4.520421622506376e-07
Position 767: 1.80898114849931e-07
Position 697: 1.679275147829085e-07
