Gene = MFS3
index = 1267
Annotated 5SS: [ 210 3272 3625]
Annotated 3SS: [2242 3337 3691]
SMsplice 5SS: [ 210 3272 3625]
SMsplice 3SS: [2242 3337 3691]
top_k =  500
Partition function (log Z): 3.011315411705751

Sorted 5' Splice Sites (High to Low Probability):
Position 3272: 0.9976211009536313
Position 3625: 0.9861677443280077
Position 210: 0.41881777974558626
Position 686: 0.39625674631015867
Position 373: 0.18349418844785342
Position 2036: 0.17307959828514177
Position 305: 0.15164078942092266
Position 1742: 0.09859114771142698
Position 1796: 0.07102937076617227
Position 1946: 0.059701900973445916
Position 2607: 0.029554197620433046
Position 408: 0.021112990209317156
Position 1805: 0.019214738072612328
Position 3984: 0.017886975379936772
Position 1801: 0.012398169902719648
Position 1282: 0.011844197881084213
Position 3581: 0.009521384522871506
Position 2825: 0.007750226159653404
Position 369: 0.00653224746561921
Position 3160: 0.0056220777681927
Position 404: 0.005470486171579189
Position 4094: 0.005183359523304833
Position 521: 0.005023419853002914
Position 1319: 0.004613493539536769
Position 309: 0.004193256030803802
Position 2314: 0.0033055522292180423
Position 412: 0.0029205868053221785
Position 540: 0.0026982751364120535
Position 2200: 0.0026538999146112096
Position 2043: 0.0025179909855757034
Position 2098: 0.002229229341020912
Position 3120: 0.002082123035303183
Position 70: 0.0018297226936859021
Position 7: 0.0018091669232396925
Position 138: 0.0017739761446110788
Position 3304: 0.0014878950475780074
Position 65: 0.0014132255603175475
Position 596: 0.0012131912637390763
Position 360: 0.0011783651388435439
Position 3970: 0.0010907762112211286
Position 1701: 0.0009415574639725709
Position 344: 0.0009053279423883722
Position 820: 0.0007460283032625587
Position 416: 0.0007393821393877419
Position 1213: 0.0007205685926006121
Position 363: 0.0006270582700179612
Position 418: 0.0005779599430993046
Position 4003: 0.00041165738207400525
Position 414: 0.00038756610162732585
Position 761: 0.00038345543285480413
Position 912: 0.00034073203286355075
Position 664: 0.00029230691413373116
Position 4001: 0.00019124802632858296
Position 288: 0.00018342841292339718
Position 4066: 0.00016282802948151405
Position 1750: 0.00014125228402371418
Position 3276: 0.00014011491242113023
Position 1271: 0.0001270909694597273
Position 895: 0.00012699900514174148
Position 953: 0.00012671585007293743
Position 214: 0.00011541508919310107
Position 182: 0.00010714748977786705
Position 4104: 9.520918741232549e-05
Position 4083: 9.475790936678406e-05
Position 3601: 6.740937909895332e-05
Position 1076: 6.491615081760939e-05
Position 905: 6.227155724312641e-05
Position 3962: 6.140342816729325e-05
Position 837: 5.137190947513212e-05
Position 3586: 5.0652863233098964e-05
Position 4043: 4.519566832787616e-05
Position 3450: 4.488544876417314e-05
Position 4098: 3.592652045978647e-05
Position 3547: 3.551035684358201e-05
Position 367: 3.288619347812314e-05
Position 75: 2.5268611753634613e-05
Position 3338: 1.735196424088679e-05
Position 3847: 1.5156317420175016e-05
Position 438: 1.4598568353479902e-05
Position 377: 1.0442024589155415e-05
Position 285: 1.0232197014562763e-05
Position 3459: 7.53703972061072e-06
Position 420: 7.352213259358686e-06
Position 2344: 6.1121647876367705e-06
Position 3: 5.339103486898636e-06
Position 241: 4.6829948869315806e-06
Position 3758: 3.003235327523596e-06
Position 3463: 2.8473577190159294e-06
Position 3448: 2.6677979891374297e-06
Position 1073: 2.665383767325914e-06
Position 529: 2.4724707501553946e-06
Position 3311: 2.2979552247349494e-06
Position 773: 2.261428058719998e-06
Position 3955: 2.105805982549242e-06
Position 507: 1.9822308525102628e-06
Position 33: 1.744451155993542e-06
Position 59: 1.2330174398437614e-06
Position 54: 1.0658794695492759e-06
Position 809: 1.0193354051163151e-06
Position 4069: 9.75354688513102e-07
Position 602: 8.921846621569711e-07
Position 296: 7.374427389649848e-07
Position 551: 4.759161032615093e-07
Position 105: 2.725499530316966e-07
Position 80: 2.584930097396855e-07
Position 4059: 2.0550609857306472e-07
Position 875: 6.5335694972523e-08
Position 748: 3.412416274212151e-08
Position 3400: 3.069059189666223e-08
Position 3725: 3.0348116735400224e-08
Position 2485: 1.5436905046092195e-08
Position 263: 9.43254720892739e-09
Position 3489: 5.962672708688568e-09
Position 3610: 4.958613393241438e-09
Position 395: 2.782116987971337e-09
Position 3412: 2.7761557424321063e-09
Position 3472: 2.4008795602156387e-09
Position 217: 1.1014582267879086e-09
Position 422: 6.251645133992001e-10
Position 3434: 4.650528771439974e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3691: 0.9960911739191857
Position 3337: 0.9934383962628242
Position 2242: 0.9838750094515539
Position 1908: 0.1320937413680457
Position 465: 0.11953475359233784
Position 967: 0.10889350392464768
Position 437: 0.10096602421437642
Position 998: 0.04524447948267412
Position 576: 0.04291624242589321
Position 1830: 0.04022884166992878
Position 3159: 0.02275903740410143
Position 3230: 0.01970309580706251
Position 4055: 0.018534746501690794
Position 1640: 0.01851138344618152
Position 404: 0.013121428629717916
Position 1107: 0.009905344120298028
Position 1040: 0.007655876671264268
Position 1555: 0.007255493615132822
Position 3107: 0.007218155855063856
Position 1097: 0.006348954864693762
Position 4165: 0.006223854437600463
Position 1529: 0.006152062879914986
Position 1169: 0.005006426339875447
Position 1507: 0.004802863121544357
Position 3342: 0.0031797404319683165
Position 263: 0.0026251612468212557
Position 3366: 0.0020729181794640113
Position 1809: 0.002053232341191971
Position 2909: 0.0016718879885269664
Position 3002: 0.0014884854530445857
Position 1587: 0.0014356519895740755
Position 1229: 0.0012700579252551156
Position 359: 0.0011165870203544085
Position 1912: 0.0008859340359032001
Position 539: 0.0007762938559490747
Position 2712: 0.0007143871749322585
Position 112: 0.0005671338952450757
Position 1472: 0.00047509598845837936
Position 1441: 0.0004622185635596574
Position 3400: 0.0004535352401240121
Position 115: 0.0004251402454198301
Position 132: 0.0004193026139144888
Position 1200: 0.00037802401417546123
Position 2568: 0.0003322792427490617
Position 2428: 0.00031702728908988755
Position 1080: 0.0003055891736935811
Position 138: 0.0002657088434763614
Position 293: 0.0002109872245553678
Position 4069: 0.00021028478430054707
Position 296: 0.0001564042049418579
Position 4076: 0.00011965190327341971
Position 4024: 0.00011339918408385682
Position 4094: 0.00010112642232304799
Position 837: 9.144380209704191e-05
Position 1741: 8.497178918719838e-05
Position 1411: 7.779123141181781e-05
Position 4181: 7.419097952130264e-05
Position 3783: 7.175561317289846e-05
Position 383: 6.970000591714212e-05
Position 4129: 6.844425105428326e-05
Position 1485: 6.48384724288649e-05
Position 557: 6.466622366303508e-05
Position 122: 2.3041256701297217e-05
Position 169: 2.2985706137452958e-05
Position 161: 2.2982410892534588e-05
Position 194: 2.1847914058020493e-05
Position 3444: 1.748137015724635e-05
Position 248: 1.587864972145551e-05
Position 3955: 1.4947386483012226e-05
Position 198: 1.4803344557879184e-05
Position 4101: 4.2001684317740225e-06
Position 235: 1.926826028049555e-06
Position 1118: 1.882257481956922e-06
Position 319: 1.6109266037769735e-06
Position 337: 1.5867698441083208e-06
Position 210: 8.516156202245276e-07
Position 758: 6.254546363175852e-07
Position 664: 2.7870590583351076e-07
Position 182: 1.6422519546018008e-07
Position 142: 1.6018720249571885e-07
Position 305: 4.552924352270053e-08
Position 214: 1.6553492818638653e-08
Position 344: 7.542149893183832e-09
Position 89: 2.5924140245560965e-14
