Gene = Nulp1
index = 1336
Annotated 5SS: [ 287  739 1677 2071 2347]
Annotated 3SS: [ 361  809 1743 2125 2643]
SMsplice 5SS: [ 287  739 1677 2071 2347]
SMsplice 3SS: [ 361  809 1743 2125 2643]
top_k =  500
Partition function (log Z): 7.232666839552485

Sorted 5' Splice Sites (High to Low Probability):
Position 1677: 0.9988413973519786
Position 739: 0.9737928242604451
Position 2347: 0.9292091393115192
Position 287: 0.9177377456123114
Position 2071: 0.9116233382981754
Position 1434: 0.06639581333521204
Position 1869: 0.05138140995725316
Position 2095: 0.024842294091366172
Position 728: 0.020201758394918314
Position 1503: 0.01687999693593493
Position 981: 0.01567950180702146
Position 2351: 0.012932028303005919
Position 1123: 0.008484831589685982
Position 2804: 0.007579422183990959
Position 393: 0.0067992667234872154
Position 1438: 0.003692309658298584
Position 1817: 0.002862822793092273
Position 1883: 0.0027763088050876774
Position 1852: 0.002635103167775187
Position 42: 0.00246308739257069
Position 1455: 0.001940806202839234
Position 2485: 0.0014440491311120175
Position 1828: 0.001314988289162178
Position 2099: 0.0012509096546799519
Position 948: 0.0012407556861787881
Position 2808: 0.0011376047439211063
Position 734: 0.0011173808192945017
Position 1355: 0.0008837227420372795
Position 2788: 0.0008797970875532378
Position 1393: 0.0007953289041555057
Position 563: 0.0007549479405087715
Position 2054: 0.0007285108037178894
Position 619: 0.0006823047385905863
Position 743: 0.0006681622136340997
Position 2266: 0.0005331650042523434
Position 2828: 0.0005315320586063844
Position 725: 0.0005231803701855613
Position 39: 0.0005202908004946172
Position 1015: 0.0004846674299157893
Position 73: 0.0004473628467916908
Position 2301: 0.00040660828351464187
Position 623: 0.0003813096171180189
Position 2650: 0.00032807702813735537
Position 1841: 0.0002907102381173714
Position 2328: 0.00019780329669703172
Position 1614: 0.0001854217820884594
Position 2836: 0.00018204440813309312
Position 1026: 0.00016759153730166846
Position 1108: 0.0001538077877271632
Position 507: 0.00014089493101689685
Position 1681: 0.0001312247088143141
Position 1891: 0.00012148330435768433
Position 1777: 0.00011410338487451772
Position 705: 0.00010525067118121043
Position 1296: 0.00010040755103849519
Position 856: 9.372400130764982e-05
Position 973: 9.010893339158653e-05
Position 584: 8.802548479306116e-05
Position 1686: 8.119472393139647e-05
Position 2442: 7.914765556222192e-05
Position 1920: 7.499996847382577e-05
Position 939: 7.014987911429476e-05
Position 1425: 6.030281666651882e-05
Position 112: 5.9564907600098444e-05
Position 2078: 5.8491745148921054e-05
Position 2555: 5.184738632206231e-05
Position 750: 5.089355897078573e-05
Position 937: 5.0614213135738103e-05
Position 2174: 5.0534036585123997e-05
Position 1850: 4.901190125284296e-05
Position 1443: 4.22043810559404e-05
Position 1806: 4.2082667027762575e-05
Position 25: 4.07285678537307e-05
Position 2612: 2.8372270292285744e-05
Position 550: 2.5971424679257546e-05
Position 540: 2.2799659347777145e-05
Position 2445: 2.1947063518418286e-05
Position 2180: 2.072334806078083e-05
Position 596: 1.9456315050457715e-05
Position 1991: 1.8690196141211616e-05
Position 502: 1.80581108721086e-05
Position 1711: 1.7720640518703296e-05
Position 668: 1.6118518742504437e-05
Position 1979: 1.573136808212859e-05
Position 1586: 1.5583462377686604e-05
Position 1618: 1.1610195667928838e-05
Position 1221: 9.129363077413366e-06
Position 2812: 8.790202248532763e-06
Position 607: 8.515392040385523e-06
Position 2172: 7.498592311086089e-06
Position 1697: 7.0865042851120735e-06
Position 1538: 7.052957732730484e-06
Position 459: 6.397676322139419e-06
Position 2116: 6.112811328663454e-06
Position 2075: 4.426146420908064e-06
Position 375: 3.282689537167154e-06
Position 1650: 2.0856730839342922e-06
Position 1214: 7.731149821715734e-07
Position 2468: 2.944053891131336e-07
Position 397: 1.617343137925987e-07
Position 2536: 1.269139509484787e-07
Position 2505: 1.0996518574911827e-07
Position 2615: 4.1257514638445805e-08
Position 1668: 3.528818382391384e-08
Position 1666: 1.28073771394493e-08
Position 1636: 1.1445614644369399e-08
Position 1708: 6.047495443557054e-09
Position 430: 1.6724089602214058e-09
Position 381: 1.5432340791246113e-09
Position 133: 2.210069076951116e-10
Position 843: 6.045959176636417e-11
Position 343: 1.2577933836325558e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 809: 0.995641729520935
Position 1743: 0.9927047836756138
Position 361: 0.9163559766511384
Position 2125: 0.8221008505302642
Position 2643: 0.5215207970914589
Position 2413: 0.1914513111650342
Position 2718: 0.17094702333280584
Position 2223: 0.10633229391464964
Position 1554: 0.09986066067301114
Position 2646: 0.03232681415951659
Position 1972: 0.021467104312403784
Position 1920: 0.020481353044605008
Position 2998: 0.014501275007537513
Position 2594: 0.013639415090028636
Position 2116: 0.010879725320045856
Position 2615: 0.009819041865681598
Position 1935: 0.006211723078135156
Position 1214: 0.006138972502491742
Position 459: 0.0052547921892187556
Position 1663: 0.0051475979081401935
Position 1765: 0.0035115389272849695
Position 2853: 0.003238284282105563
Position 2143: 0.0027348356458006063
Position 1118: 0.0022591518492162776
Position 694: 0.002026256298359403
Position 1418: 0.001982630685731786
Position 2493: 0.0019705301942439983
Position 109: 0.0017881287667519095
Position 2897: 0.0016835712024028725
Position 1393: 0.001600197917373182
Position 2603: 0.0015864211014829138
Position 1482: 0.001130878352909114
Position 2237: 0.0008258459608119834
Position 2140: 0.0007832972271474246
Position 118: 0.000703464087885869
Position 3004: 0.0005768370593650597
Position 371: 0.0005207603087731035
Position 2660: 0.0005037936239854918
Position 2657: 0.0004974125457860943
Position 1287: 0.0004437625913733448
Position 1296: 0.00042974640803499897
Position 3010: 0.00039480109309354315
Position 1897: 0.00035018458906595305
Position 2526: 0.00033878371997045484
Position 2427: 0.00028163568634928895
Position 129: 0.0002721862127514354
Position 583: 0.0002607836245998866
Position 2247: 0.0002309618435140582
Position 1441: 0.00022930670814119721
Position 2146: 0.00022113092564053478
Position 1011: 0.0001781728112705525
Position 1044: 0.00016035099669366076
Position 1873: 0.0001350837583853997
Position 619: 0.00013363746008032546
Position 2008: 0.0001312549746253194
Position 96: 0.0001303594415725951
Position 607: 0.00012133197439741514
Position 1015: 0.00011888679918357179
Position 562: 0.0001104273608413822
Position 2005: 0.00010362787423914507
Position 1903: 8.839297670448662e-05
Position 525: 8.490375831871695e-05
Position 475: 8.336648718217175e-05
Position 2011: 8.201693102604418e-05
Position 1794: 8.027976150811582e-05
Position 154: 7.637495474223315e-05
Position 1975: 7.591781835534518e-05
Position 1123: 7.027362580575608e-05
Position 671: 5.936159529044387e-05
Position 2052: 5.789255236854963e-05
Position 522: 5.759098259146057e-05
Position 998: 5.6530204217337894e-05
Position 1796: 4.908290111832729e-05
Position 603: 4.8483160430485706e-05
Position 1254: 4.6066898971802044e-05
Position 2938: 4.065642180496308e-05
Position 2244: 4.0399321320656196e-05
Position 816: 3.947992897818919e-05
Position 391: 3.666592525998046e-05
Position 1455: 3.5118753179559795e-05
Position 867: 3.4959625154463666e-05
Position 1422: 3.365569937223063e-05
Position 958: 3.075973109707563e-05
Position 160: 2.857185190605721e-05
Position 1020: 2.8184696875089383e-05
Position 2902: 2.5461296856308113e-05
Position 824: 2.427257467739631e-05
Position 151: 2.406269902965151e-05
Position 1131: 1.6160779116221952e-05
Position 550: 1.5686937616761804e-05
Position 407: 1.4945998987550404e-05
Position 481: 1.4282233878042844e-05
Position 828: 1.2148541837601286e-05
Position 484: 1.1810891947146097e-05
Position 2250: 1.1349486238597772e-05
Position 1170: 1.128740151184012e-05
Position 1850: 1.0292096910783559e-05
Position 1362: 1.025860768242247e-05
Position 655: 9.780190619482997e-06
Position 1816: 8.974403267149717e-06
Position 472: 8.262337635151056e-06
Position 948: 7.968578291588275e-06
Position 2095: 7.644519072585192e-06
Position 404: 7.356371014294977e-06
Position 1856: 6.797986855202106e-06
Position 1979: 6.22991487110853e-06
Position 1810: 5.73466473887081e-06
Position 496: 5.19334670088249e-06
Position 290: 5.179928301009494e-06
Position 2253: 5.122109756090802e-06
Position 1141: 4.341787338670297e-06
Position 700: 4.2217353720160425e-06
Position 530: 2.972654676576179e-06
Position 381: 2.290192589575341e-06
Position 493: 1.6721382716021554e-06
Position 544: 1.3455390947396014e-06
Position 909: 1.0788574917035462e-06
Position 175: 7.840310814463057e-07
Position 507: 6.342050026576875e-07
Position 397: 3.866186451935613e-07
Position 490: 2.674981234362793e-07
Position 308: 1.1450195865755522e-07
Position 312: 7.814295404319346e-08
Position 1900: 2.2457772883733252e-08
Position 211: 5.288496351784879e-09
Position 199: 4.734915268518913e-09
Position 235: 3.498355433117814e-09
Position 240: 8.247200809542414e-10
Position 208: 6.587881787022816e-10
Position 843: 1.0849812513983317e-10
Position 216: 8.250878593263706e-14
Position 393: 1.0166162167032969e-18
Position 424: 1.2158166350206703e-20
