Gene = cmb
index = 1650
Annotated 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
Annotated 3SS: [ 705 1094 1618 1773 3417 3747 4679 5848]
SMsplice 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
SMsplice 3SS: [ 705 1094 1618 1773 3414 3747 4679 5848]
top_k =  500
Partition function (log Z): 15.043956425399715

Sorted 5' Splice Sites (High to Low Probability):
Position 3687: 0.9969061560028638
Position 1712: 0.9967283126636561
Position 5791: 0.988806552504056
Position 395: 0.9697952575867097
Position 1493: 0.9045894015518434
Position 863: 0.877972671064073
Position 3305: 0.8461022543165843
Position 4290: 0.8412095234564978
Position 3046: 0.2437145912189474
Position 5632: 0.1996559343138039
Position 2050: 0.14168458289981692
Position 5155: 0.12646654050474124
Position 1525: 0.08415575460282645
Position 4408: 0.056460781518470025
Position 2210: 0.04966446848883721
Position 4223: 0.04451311483324159
Position 4091: 0.032181330441309865
Position 1250: 0.024224286498724924
Position 4814: 0.01499751224431395
Position 1024: 0.012864433101294044
Position 2074: 0.009846567226116055
Position 3227: 0.00935211542810405
Position 6011: 0.009272006130479868
Position 5116: 0.007228713820654208
Position 3926: 0.005484125401537335
Position 6437: 0.0048132339000805996
Position 3300: 0.004437094274555692
Position 3116: 0.004161926092445762
Position 203: 0.004130220497903349
Position 2131: 0.0036612981522107383
Position 4516: 0.0035244936347130417
Position 824: 0.003258399084947021
Position 4811: 0.0032189995461311452
Position 2518: 0.0026222555076637322
Position 4990: 0.002599330298532994
Position 5941: 0.001921842213905351
Position 1254: 0.0016021493190299936
Position 2786: 0.0015322717252090675
Position 963: 0.0015242958226113837
Position 6209: 0.001513848804568049
Position 4327: 0.0014387232285406428
Position 3839: 0.0014318802895734832
Position 2696: 0.0014240728795259256
Position 1039: 0.0013863376465574936
Position 399: 0.0013457241055156778
Position 45: 0.0011896559119215994
Position 1720: 0.0011619508456397801
Position 219: 0.001153059174998797
Position 3823: 0.0009638271374818302
Position 1476: 0.0009521779737578334
Position 4243: 0.0007446585563530509
Position 2975: 0.0007338693240401296
Position 4085: 0.000716171767047641
Position 1716: 0.0006639047796992184
Position 2383: 0.000636758781584094
Position 2037: 0.0006155551457706521
Position 3033: 0.0005883436584414912
Position 3905: 0.000564535877313603
Position 4808: 0.0004567587878911302
Position 1218: 0.0004481467957201437
Position 224: 0.0003590286500972941
Position 3264: 0.00033348237811145633
Position 23: 0.000328359931251801
Position 2573: 0.0003243315951942249
Position 245: 0.0002929919815236728
Position 1027: 0.0002493072201758735
Position 2570: 0.00024304212456707948
Position 2511: 0.00024158878730818736
Position 2537: 0.00023487068794504572
Position 3202: 0.00022213975598545406
Position 2230: 0.0002184983661557224
Position 4458: 0.00021287642541077518
Position 3309: 0.00020918453558048706
Position 4482: 0.00019877545652298686
Position 2255: 0.00019441430431845668
Position 1860: 0.0001887707702590384
Position 1415: 0.00015267869480347845
Position 1355: 0.00013594975624499787
Position 1532: 0.00013396204669779372
Position 1484: 0.00013193009569094648
Position 3371: 0.00013176319101123774
Position 1401: 0.0001273646832587967
Position 786: 0.00010742482367676418
Position 1224: 9.967581375156845e-05
Position 4345: 9.177522023655575e-05
Position 2626: 8.985686434108136e-05
Position 2008: 8.5321463758611e-05
Position 935: 8.291255173524493e-05
Position 828: 7.684812073830483e-05
Position 95: 7.479666109912269e-05
Position 51: 6.489164974451673e-05
Position 2690: 5.682999051631656e-05
Position 1371: 5.305701177073639e-05
Position 881: 5.186097096671035e-05
Position 2067: 4.444848615882492e-05
Position 4: 4.3239631552546354e-05
Position 1487: 4.2362350707570513e-05
Position 2370: 4.1359706932863825e-05
Position 1926: 4.0835641314845824e-05
Position 17: 3.676706163783936e-05
Position 143: 3.598003673422132e-05
Position 80: 3.354650800252965e-05
Position 468: 2.870456167419389e-05
Position 2910: 2.2183266049877e-05
Position 2356: 2.1761463805263297e-05
Position 870: 2.0692205992880994e-05
Position 1497: 2.0391067302687022e-05
Position 6441: 1.841308717290347e-05
Position 3872: 1.7006336482413536e-05
Position 512: 1.622257828161161e-05
Position 1373: 1.6126810898993838e-05
Position 1171: 1.5890550124064763e-05
Position 4309: 1.4409924930906934e-05
Position 4217: 1.3534376231308682e-05
Position 1662: 1.3216936151360651e-05
Position 415: 1.2835838483370277e-05
Position 1151: 1.2568231771798965e-05
Position 262: 1.25154965931765e-05
Position 977: 1.1432857326365048e-05
Position 2278: 8.194613902983793e-06
Position 971: 7.757612173273659e-06
Position 528: 7.080185552687134e-06
Position 295: 6.134060912780525e-06
Position 410: 6.052494905387751e-06
Position 2752: 5.1907485658731605e-06
Position 85: 5.079382972269951e-06
Position 1421: 4.4464385377062025e-06
Position 2590: 4.03582558720866e-06
Position 2354: 3.969499780644444e-06
Position 1511: 3.791848182651496e-06
Position 2644: 3.518667181589583e-06
Position 2359: 3.3312229351386587e-06
Position 66: 2.443369944810707e-06
Position 1423: 2.077774174280085e-06
Position 3858: 1.452875322928831e-06
Position 4493: 1.1092071567148787e-06
Position 4502: 1.0919874149022385e-06
Position 350: 1.0785528804839924e-06
Position 273: 1.056554113579103e-06
Position 281: 7.054142844762342e-07
Position 268: 6.274920224132597e-07
Position 1670: 4.945757418775678e-07
Position 2041: 4.275173003827566e-07
Position 3050: 3.155730689002307e-07
Position 1673: 2.809122023507354e-07
Position 88: 2.731268174516349e-07
Position 1736: 8.285689611719927e-08
Position 664: 6.147780435146305e-08
Position 1697: 4.038586715615087e-08
Position 146: 1.1090733364706845e-08
Position 1748: 6.377021061456153e-09
Position 1816: 4.4680999854202265e-09
Position 1631: 4.440323785158957e-09
Position 1578: 4.337780613835868e-09
Position 768: 3.819065058692063e-09
Position 3466: 1.7622641497718762e-09
Position 1302: 1.643491311290417e-09
Position 1763: 1.5564706436994423e-09
Position 1259: 1.3585334161143335e-09
Position 2365: 7.720362255396211e-10
Position 149: 2.413057756841087e-10
Position 1803: 1.0467429247725411e-10
Position 670: 8.200403672018301e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1773: 0.9984864514771007
Position 5848: 0.9866243613874691
Position 1618: 0.9798153779265084
Position 1094: 0.9519046747537981
Position 3747: 0.9227445487422112
Position 705: 0.7679803795681714
Position 4679: 0.6164323803525058
Position 3414: 0.5305739235111492
Position 5715: 0.4136170244046311
Position 3417: 0.33044635559761415
Position 5236: 0.13203846301139852
Position 3141: 0.10200676259171437
Position 717: 0.10005729295590123
Position 2865: 0.09830631142095028
Position 3377: 0.08440203232220936
Position 3097: 0.07498846179889095
Position 3144: 0.06103385591326069
Position 5202: 0.0451156917217864
Position 4155: 0.03358354334948861
Position 2115: 0.030928689759512667
Position 1414: 0.028554062943956446
Position 4712: 0.028007506728445587
Position 4877: 0.025443858716646266
Position 3772: 0.02458478777419617
Position 5205: 0.02253141801438049
Position 3753: 0.018469084890825094
Position 3981: 0.01350975646488535
Position 1553: 0.0134254378126467
Position 6160: 0.010963622107642918
Position 632: 0.009376912624155256
Position 1392: 0.009264359047329319
Position 4449: 0.007115252259354029
Position 4602: 0.005578879506050632
Position 1147: 0.005574578770779877
Position 4910: 0.004557733639409476
Position 5774: 0.004451240971396605
Position 1281: 0.004167279254512606
Position 4430: 0.0040709873052418325
Position 3064: 0.0034004284901927133
Position 6495: 0.003112610566405934
Position 1096: 0.002565076162745074
Position 644: 0.002506023232121858
