Gene = Rcd4
index = 1413
Annotated 5SS: [410]
Annotated 3SS: [473]
SMsplice 5SS: [410]
SMsplice 3SS: [473]
top_k =  500
Partition function (log Z): -6.129377264986467

Sorted 5' Splice Sites (High to Low Probability):
Position 410: 0.974481373465797
Position 420: 0.01650292019644388
Position 295: 0.004073938837304479
Position 261: 0.003393650954822373
Position 63: 0.0019057738891042127
Position 323: 0.0006681535726284067
Position 108: 0.0006360980375915688
Position 61: 0.00037453561758457127
Position 16: 0.0001798760315645653
Position 243: 0.00015800558423126817
Position 231: 7.28701419857893e-05
Position 213: 4.708474559004689e-05
Position 657: 4.2475382534049246e-05
Position 84: 2.5919036923797892e-05
Position 27: 2.4520639358158487e-05
Position 191: 1.7894067864821972e-05
Position 302: 1.737015292646691e-05
Position 32: 1.1769011615319914e-05
Position 155: 1.0905333831705983e-05
Position 119: 1.0772091471173219e-05
Position 197: 9.797695349095272e-06
Position 37: 5.712863148441551e-06
Position 678: 5.102366901957589e-06
Position 25: 4.825735570473968e-06
Position 8: 4.350246636653132e-06
Position 432: 3.906534090587476e-06
Position 175: 2.15867698893926e-06
Position 525: 2.072300189792607e-06
Position 555: 1.7431445095418737e-06
Position 690: 8.001650864431991e-07
Position 510: 3.271556078789278e-07
Position 172: 3.115498618546344e-07
Position 537: 2.2827771422619215e-07
Position 3: 1.887426749213332e-07
Position 507: 1.8383482924518691e-07
Position 439: 7.928530307236598e-08
Position 505: 5.0110429465568686e-08
Position 519: 4.318907856190794e-08
Position 549: 4.038287978128669e-08
Position 459: 1.387801461190469e-08
Position 161: 8.903329942081482e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9928802199027784
Position 485: 0.004152484856899606
Position 409: 0.002851614226792153
Position 111: 0.0016969914748536145
Position 146: 0.0004359194861306299
Position 135: 0.00023371280149026832
Position 364: 8.717520872743027e-05
Position 334: 8.698992141322192e-05
Position 568: 7.01583441803802e-05
Position 231: 5.391470873849502e-05
Position 243: 4.73386575398858e-05
Position 714: 2.9237878379063873e-05
Position 742: 2.169360262144241e-05
Position 587: 1.9070598323776804e-05
Position 299: 6.788831687470488e-06
Position 331: 4.0294660180395246e-06
Position 600: 3.7417677648714883e-06
Position 295: 3.615834971576705e-06
Position 625: 2.5042571553339067e-06
Position 617: 2.39658362055192e-06
Position 385: 1.6984296842653358e-06
Position 683: 1.3859565063426917e-06
Position 660: 9.83956157745817e-07
Position 758: 9.09654072212382e-07
Position 251: 6.667711997696549e-07
Position 260: 5.951784476965792e-07
Position 639: 4.5879872416547666e-07
Position 340: 3.341397450448866e-07
Position 289: 2.788624102787852e-07
Position 745: 2.527315199948614e-07
Position 257: 2.3598679138231305e-07
Position 61: 1.663666792293833e-07
Position 635: 1.5193852671257827e-07
Position 419: 6.339294201474629e-08
Position 84: 2.1922906621854877e-08
Position 788: 1.6929849128141273e-08
Position 48: 1.0092012990131126e-08
Position 690: 8.74409127533269e-09
Position 50: 6.166389784687908e-09
Position 657: 4.503187140115634e-09
Position 119: 2.897438565901936e-09
