Gene = Rdh
index = 1417
Annotated 5SS: [302]
Annotated 3SS: [2938]
SMsplice 5SS: [1176]
SMsplice 3SS: [1352]
top_k =  500
Partition function (log Z): -10.702551378810226

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.5166723809334164
Position 1199: 0.3492038412859505
Position 1551: 0.1473083912572536
Position 1547: 0.0729606774064242
Position 1295: 0.048663623169852815
Position 581: 0.04572174278653566
Position 2018: 0.017534627295232617
Position 2175: 0.01653129957031827
Position 2746: 0.01322108395903833
Position 834: 0.012818334624846627
Position 1196: 0.012451259720733215
Position 2203: 0.00915523818074035
Position 1555: 0.008724477345830756
Position 1227: 0.005781896358327665
Position 1267: 0.005517912563685526
Position 1832: 0.003180009214373567
Position 1248: 0.0015879645809715774
Position 371: 0.0013908332072315385
Position 919: 0.0012217438838954358
Position 593: 0.0010519287701712256
Position 1565: 0.0009058648102988891
Position 1961: 0.0008533890578504762
Position 1067: 0.0007737128021512709
Position 2097: 0.0007653799202337609
Position 1544: 0.0006535962818925883
Position 1596: 0.0005840076096811155
Position 1540: 0.0005385996606812709
Position 1150: 0.0005312741512695968
Position 2605: 0.0004495593400185391
Position 1010: 0.0003659725932615719
Position 941: 0.0003029604591747704
Position 2656: 0.0002910221328940227
Position 815: 0.00028878916884546546
Position 2503: 0.0002770341091020852
Position 1301: 0.00026181258649133547
Position 487: 0.00019920660572252767
Position 821: 0.00018493266880651948
Position 419: 0.00014872469444434394
Position 559: 0.00010470411424978017
Position 428: 9.597638313421036e-05
Position 994: 8.439802808765522e-05
Position 753: 6.774860305839501e-05
Position 755: 6.67264810592831e-05
Position 1700: 6.17921074729388e-05
Position 480: 6.14808158518572e-05
Position 437: 5.133182522104935e-05
Position 670: 4.7749987348308235e-05
Position 578: 3.499594929544405e-05
Position 850: 3.435596438969324e-05
Position 658: 3.249951113945373e-05
Position 551: 2.9393801867434677e-05
Position 440: 2.6536808501895863e-05
Position 316: 2.1830726968070695e-05
Position 780: 1.8711289805388537e-05
Position 672: 1.6648275534812943e-05
Position 458: 1.6540210215736685e-05
Position 77: 1.6020862734495584e-05
Position 118: 1.5531172152742268e-05
Position 628: 1.4482517273217452e-05
Position 630: 1.3140512855540368e-05
Position 874: 1.2325584474276633e-05
Position 529: 1.1792126069831917e-05
Position 896: 1.1411653547324712e-05
Position 741: 1.0999278201532673e-05
Position 50: 9.862089206639667e-06
Position 1898: 7.94466320870079e-06
Position 64: 4.393435780167964e-06
Position 88: 3.896009488292623e-06
Position 332: 3.8580832389459545e-06
Position 880: 3.6368417485085225e-06
Position 838: 2.7519235306118833e-06
Position 901: 1.8863103869993306e-06
Position 977: 1.2165156573847195e-06
Position 691: 1.1248714598889858e-06
Position 699: 1.0609339292274542e-06
Position 134: 4.772331097790365e-07
Position 1829: 3.5039645056485006e-07
Position 1078: 1.9611376789979916e-07
Position 771: 1.775752310843112e-07
Position 878: 1.4221698470061195e-07
Position 1478: 1.3700496586574659e-07
Position 91: 1.3564594928195818e-07
Position 450: 1.2172011496814346e-07
Position 109: 9.899214328625331e-08
Position 100: 5.2519564332215245e-08
Position 66: 1.1252440802049607e-08
Position 121: 6.092336763806984e-11
Position 127: 2.9629679523003406e-11
Position 925: 3.546899828831136e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1352: 0.7044418002546494
Position 2263: 0.12699596428214013
Position 1367: 0.11048467115643694
Position 2938: 0.10829996001629937
Position 2235: 0.09084793002716987
Position 2332: 0.02709835759621834
Position 2283: 0.024725131069595105
Position 1270: 0.019724336413554755
Position 1971: 0.019305098464197153
Position 866: 0.009165549515838681
Position 1124: 0.0091386977802827
Position 1749: 0.0084004330284864
Position 1315: 0.0068499855589943225
Position 2144: 0.005976257157758239
Position 1301: 0.0057783837849649765
Position 1852: 0.0034522034249821506
Position 1318: 0.001705085852269446
Position 1451: 0.0016839152554090644
Position 2908: 0.0016297267009603592
Position 2647: 0.0015313942683236172
Position 2451: 0.0014238771182354427
Position 2419: 0.00136009369344236
Position 2959: 0.0012170867369846296
Position 2380: 0.00119253963067994
Position 2100: 0.0011167500849208398
Position 1424: 0.0010865715390923152
Position 1655: 0.000920766059990876
Position 919: 0.0008697029099849168
Position 1429: 0.0005339690630346301
Position 2017: 0.00047442310200351617
Position 2358: 0.00047162684013098523
Position 2591: 0.00034755795540131266
Position 557: 0.0003278512746843095
Position 1032: 0.00031571868978056154
Position 2635: 0.00021228755075292357
Position 874: 0.000182356404068927
Position 2506: 0.000164702176932678
Position 1247: 0.00014867161219073562
Position 1114: 0.00014374305254288456
Position 727: 0.00014215468844696328
Position 771: 5.29704768490157e-05
Position 938: 4.445764125751886e-05
Position 626: 2.8233042801259772e-05
Position 658: 2.671385884275438e-05
Position 925: 2.296430726582838e-05
Position 478: 9.820323769661188e-06
Position 140: 5.224496676750086e-06
Position 1155: 4.917595752428009e-06
Position 923: 4.713550161587941e-06
Position 570: 2.254435949269529e-06
Position 665: 2.1652718698716682e-06
Position 1150: 1.9461383570692293e-06
Position 371: 1.6344830510342873e-06
Position 507: 1.045956184027064e-06
Position 940: 5.507966334523993e-07
Position 365: 3.9850735780521205e-07
Position 504: 2.963705176981784e-07
Position 1245: 1.1297866956534866e-07
Position 149: 4.700373608945106e-09
Position 480: 3.0849054800927604e-09
Position 598: 1.0254800240025141e-09
Position 106: 9.660596070375085e-10
