Gene = hay
index = 1723
Annotated 5SS: [ 117  381 2240]
Annotated 3SS: [ 286  440 2296]
SMsplice 5SS: [ 117  381 2240]
SMsplice 3SS: [ 182  440 2296]
top_k =  500
Partition function (log Z): -1.7532901297998937

Sorted 5' Splice Sites (High to Low Probability):
Position 2240: 0.9977945369730407
Position 117: 0.9395772110662645
Position 381: 0.7261436915479967
Position 1900: 0.045893081787855824
Position 803: 0.0380616600988366
Position 1915: 0.02419527025405971
Position 1271: 0.019594332612252366
Position 1763: 0.01302929136107032
Position 1318: 0.010269205678500625
Position 583: 0.010068942198802909
Position 1481: 0.009429837576270078
Position 1964: 0.008641443118322113
Position 2558: 0.007627676702049809
Position 914: 0.006496954712149106
Position 2056: 0.005228573173333841
Position 650: 0.0037243014755353773
Position 968: 0.0029531885680314117
Position 106: 0.0022802461379211156
Position 419: 0.001968605953838051
Position 159: 0.0016468261707486976
Position 2439: 0.0015074244955552048
Position 56: 0.0006969814377587734
Position 1250: 0.0004955751181398483
Position 109: 0.0003696192740395607
Position 2415: 0.00035123084145381554
Position 1505: 0.000320367720329071
Position 2418: 0.00030272833856436127
Position 1605: 0.0002951368702556338
Position 2427: 0.0002860443103760063
Position 376: 0.00026145782609057874
Position 121: 0.00018672578227476455
Position 369: 0.00015953266617012985
Position 940: 0.00011307696219076298
Position 531: 8.516808539887452e-05
Position 2527: 8.417446172739864e-05
Position 783: 6.348376659220896e-05
Position 979: 6.245475589846079e-05
Position 387: 5.4404044811759564e-05
Position 2534: 5.197321203000963e-05
Position 2409: 4.254232818187367e-05
Position 2394: 3.285284763540791e-05
Position 763: 2.9684079480002362e-05
Position 2790: 2.554838366292439e-05
Position 1464: 2.1301607842224208e-05
Position 385: 1.9965030219178098e-05
Position 2297: 1.946503019737189e-05
Position 366: 1.5279133265026924e-05
Position 1443: 1.1776009479893487e-05
Position 46: 7.140630803778484e-06
Position 42: 6.626283271279747e-06
Position 2202: 4.1630329181925865e-06
Position 2357: 2.656454605570619e-06
Position 417: 2.4384695362645666e-06
Position 2321: 2.2568669794226056e-06
Position 142: 2.0077961071769537e-06
Position 2480: 1.9582670103148175e-06
Position 136: 1.5526333315813467e-06
Position 169: 1.277247837186122e-06
Position 2810: 1.1495324409012288e-06
Position 2602: 1.0146292550488597e-06
Position 48: 8.272019301009721e-07
Position 923: 6.354891762169572e-07
Position 453: 6.036280646938546e-07
Position 604: 4.363829456237746e-07
Position 538: 4.3037706951844015e-07
Position 737: 4.014159312936855e-07
Position 220: 3.8992959713850955e-07
Position 663: 3.482888890645053e-07
Position 621: 3.184671636580977e-07
Position 225: 2.9589719685757236e-07
Position 236: 2.881357728160887e-07
Position 227: 2.8190703865025175e-07
Position 272: 2.4904910539150885e-07
Position 6: 9.393607462125678e-08
Position 668: 6.644231473747975e-08
Position 8: 6.533356668664477e-08
Position 298: 6.443147842055906e-08
Position 482: 4.096352644352985e-08
Position 498: 2.8303205636646968e-08
Position 301: 2.4939122110868743e-08
