Gene = CTCF
index = 1047
Annotated 5SS: [ 133  647 2672]
Annotated 3SS: [ 253  707 2733]
SMsplice 5SS: [ 647 2372 2672]
SMsplice 3SS: [ 707 2428 2733]
top_k =  500
Partition function (log Z): -2.69355988856419

Sorted 5' Splice Sites (High to Low Probability):
Position 2672: 0.9884530234424859
Position 647: 0.9163557131427662
Position 2372: 0.412178784999141
Position 1139: 0.11537250663871017
Position 2864: 0.0928293250218521
Position 625: 0.06996217026735049
Position 947: 0.06903462257379765
Position 133: 0.06741537670287076
Position 2115: 0.01578421972565374
Position 2906: 0.013021262117998311
Position 974: 0.01148511380738583
Position 1639: 0.01091660856934694
Position 2883: 0.010030116009864046
Position 1618: 0.007422794371429115
Position 2245: 0.007021851970895613
Position 860: 0.0067283741223577685
Position 1412: 0.006606010323103797
Position 1055: 0.0034966183727902296
Position 2570: 0.0030843597742967067
Position 137: 0.002191536774142761
Position 2360: 0.0017615036191041917
Position 2376: 0.001548091781983029
Position 217: 0.0011778767619826593
Position 1303: 0.0010339133795569811
Position 1595: 0.0009798398575468807
Position 64: 0.0009127237821234281
Position 670: 0.0007248328485529768
Position 629: 0.000636668842251019
Position 2388: 0.0006298634693274299
Position 352: 0.0006112555451036596
Position 1740: 0.0005915580525900268
Position 355: 0.0005569813329306277
Position 998: 0.0005423781530337222
Position 1112: 0.0003860290087699633
Position 1319: 0.00035261496038494817
Position 2916: 0.0003464161141581592
Position 1216: 0.00031821115701225063
Position 1013: 0.0003047612886235118
Position 854: 0.00028754234056907983
Position 2001: 0.0002644037339846485
Position 2082: 0.0002388382494036071
Position 507: 0.00014061453031327686
Position 2835: 0.0001190142792488593
Position 2588: 0.00010708006431002388
Position 129: 9.992806363462903e-05
Position 2606: 4.980858429088528e-05
Position 2776: 4.737170626403737e-05
Position 207: 4.717458116697466e-05
Position 2664: 4.564185407556021e-05
Position 2796: 2.7765528001906346e-05
Position 2924: 2.414553069317282e-05
Position 622: 2.0727596749922307e-05
Position 166: 1.6818340056841875e-05
Position 2953: 1.563452864842806e-05
Position 1456: 1.4936817800916747e-05
Position 94: 1.27771121672531e-05
Position 2608: 1.2776995848167688e-05
Position 2976: 1.216537928260369e-05
Position 651: 1.063821874367757e-05
Position 410: 7.114489213417772e-06
Position 46: 7.020666073652317e-06
Position 2579: 5.119914587129307e-06
Position 221: 4.280798633059481e-06
Position 3018: 3.771390167207913e-06
Position 127: 3.556826119281924e-06
Position 3037: 3.0845147177411146e-06
Position 39: 8.845133920468533e-07
Position 422: 6.79865924373844e-07
Position 1876: 6.4787592278576e-07
Position 169: 6.350863995010831e-07
Position 851: 4.1925386877803073e-07
Position 985: 2.3230950621793094e-07
Position 785: 2.0776359222835377e-07
Position 682: 2.0613051191356101e-07
Position 2612: 1.9361303639027747e-07
Position 1234: 1.911799306212149e-07
Position 1195: 1.4032605815115423e-07
Position 1369: 1.2339366945868863e-07
Position 1268: 1.168944515133614e-07
Position 2576: 1.0275994879813553e-07
Position 246: 4.058745296769607e-08
Position 617: 2.04580764936155e-08
Position 674: 1.7537671901988838e-08
Position 9: 1.3615244383267066e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2733: 0.9916912798018414
Position 707: 0.7617059690498621
Position 2428: 0.7478562594378311
Position 2975: 0.09713140695382619
Position 253: 0.0634001941793781
Position 2455: 0.03704397971314483
Position 767: 0.02786037592266429
Position 1001: 0.022223071044587286
Position 2953: 0.01757323104041529
Position 1714: 0.01425070854971526
Position 1669: 0.013609942851201987
Position 1567: 0.013542932528962907
Position 2484: 0.010316255396109584
Position 1689: 0.007111784062158389
Position 2209: 0.0036785716861599854
Position 2452: 0.003109956894218094
Position 1987: 0.001950116170110029
Position 324: 0.001505549235925903
Position 725: 0.0013441651069850326
Position 2957: 0.0013356393267905102
Position 3092: 0.0010296927652772715
Position 327: 0.0004148470917137088
Position 2433: 0.0004096882135484295
Position 1401: 0.00036262568576092633
Position 3034: 0.0003619818185947626
Position 2392: 0.0003591328246727833
Position 2981: 0.0003410904196628081
Position 380: 0.00022772190117192925
Position 187: 0.0002185077545394266
Position 127: 0.0002149751511916153
Position 757: 0.000180052894817399
Position 2170: 0.00017988063763773804
Position 558: 0.00014841137024948313
Position 2372: 0.0001430400572289843
Position 980: 0.00012809467485994992
Position 266: 0.00012489332811337718
Position 794: 0.00011055664543070685
Position 783: 0.00010891734833932777
Position 543: 0.00010731646366291285
Position 588: 0.000106432694939612
Position 517: 9.732603598764968e-05
Position 300: 7.746602001142933e-05
Position 372: 7.612496873279917e-05
Position 3037: 6.735124639842486e-05
Position 136: 5.999191326492912e-05
Position 1858: 5.854768221531148e-05
Position 2754: 5.7278971658452485e-05
Position 1678: 4.493833780612341e-05
Position 1846: 4.453529894994892e-05
Position 1960: 4.130452755616258e-05
Position 1054: 4.076870710164163e-05
Position 803: 3.7199084400991297e-05
Position 1899: 3.515304383400174e-05
Position 1167: 2.968434372739955e-05
Position 743: 2.4107059013214398e-05
Position 2894: 2.4053430396572882e-05
Position 263: 1.929130408509341e-05
Position 775: 1.6784426757018288e-05
Position 1007: 1.1191472913349267e-05
Position 564: 1.0412682368527928e-05
Position 276: 1.0379526034509971e-05
Position 555: 1.0166659716888586e-05
Position 2793: 8.708429247650843e-06
Position 1016: 8.430065677816618e-06
Position 579: 7.878069482968509e-06
Position 351: 4.951137416742559e-06
Position 334: 3.8619936186747185e-06
Position 800: 3.3914886299096242e-06
Position 151: 2.5246378816218454e-06
Position 928: 1.2684133922268478e-06
Position 480: 9.649394244982904e-07
Position 907: 7.365304239164184e-07
Position 417: 6.551884077322458e-07
Position 341: 5.735324345665523e-07
Position 809: 4.623803546801345e-07
Position 629: 4.502743118842192e-07
Position 441: 4.154827811617826e-07
Position 873: 3.6102408983558783e-07
Position 1028: 2.468300003987076e-07
Position 851: 1.997009235865995e-07
Position 348: 1.884460770401443e-07
Position 444: 1.4747139924948824e-07
Position 860: 1.4276299957786905e-07
Position 966: 1.3532675378359133e-07
Position 475: 1.3228396423811043e-07
Position 634: 1.0573524114528722e-07
Position 450: 7.00714269631373e-08
Position 879: 5.825954475965644e-08
Position 176: 3.768989593782899e-08
Position 600: 3.7649716188188915e-08
Position 489: 3.1448128172847415e-08
Position 576: 2.9164073344400952e-08
Position 567: 1.6837081803871222e-08
Position 282: 1.1835741163797269e-08
Position 67: 3.618837502851113e-09
Position 486: 3.270859955754722e-10
