Gene = ens
index = 1696
Annotated 5SS: [  97  782 1002 2595 2801 3430 4162 4900 6243 7562 7789 8670 8973 9415
 9632]
Annotated 3SS: [ 727  893 2337 2660 3313 3906 4758 5576 7387 7618 7847 8741 9049 9470
 9697]
SMsplice 5SS: [ 782 2595 2801 3430 4900 7562 7789 8670 8973 9415 9632]
SMsplice 3SS: [2337 2660 3313 4758 7387 7618 7847 8741 9049 9470 9697]
top_k =  500
Partition function (log Z): 42.767168064333276

Sorted 5' Splice Sites (High to Low Probability):
Position 7562: 0.9998241662510949
Position 8670: 0.999524393281391
Position 8973: 0.9994727188381048
Position 7789: 0.998977193545489
Position 9415: 0.9941850593674066
Position 2801: 0.9939095428193593
Position 4900: 0.9923230171121231
Position 3430: 0.9870982502514356
Position 782: 0.9740066940804497
Position 2595: 0.9719933018661374
Position 9632: 0.9243081576408332
Position 6761: 0.516908784584823
Position 6965: 0.43786099540727796
Position 5937: 0.3572984332291796
Position 4156: 0.34373264683773713
Position 1002: 0.3243063488809411
Position 6919: 0.2751924469206296
Position 4455: 0.26572527640812355
Position 7255: 0.2498793329172633
Position 7283: 0.24877127487118994
Position 962: 0.24162364697111838
Position 6243: 0.23486638835309434
Position 4162: 0.20968828103355666
Position 5350: 0.14760055690248342
Position 660: 0.11373598928427672
Position 8079: 0.08637988251769856
Position 36: 0.06806982543327143
Position 9848: 0.06013885210673426
Position 10515: 0.059232029477909155
Position 666: 0.05836171188584405
Position 6660: 0.05239123378572806
Position 7218: 0.04297051794289596
Position 97: 0.03618161837757632
Position 7103: 0.03389960764990315
Position 2211: 0.033136176445496233
Position 4474: 0.032916172635325196
Position 541: 0.030377727895007846
Position 7168: 0.028727752796379753
Position 6681: 0.027976446196942905
Position 2599: 0.027012296219722485
Position 6586: 0.026223582462004544
Position 6915: 0.02440384489716324
Position 1274: 0.023063147802444405
Position 2158: 0.02174373714916613
Position 9868: 0.018333007756185286
Position 5145: 0.017353667016187315
Position 7921: 0.016168571482175646
Position 1343: 0.01571396365753821
Position 3691: 0.015560862286280234
Position 2124: 0.014764053202741814
Position 4510: 0.013891277024602236
Position 6703: 0.012565702566340447
Position 5326: 0.012033274090325998
Position 1598: 0.011543725670925964
Position 4568: 0.011235439389889917
Position 553: 0.010829607666624918
Position 551: 0.009404297019733766
Position 1614: 0.00899968850150207
Position 10908: 0.008747084524521113
Position 4284: 0.008688449224841462
Position 6229: 0.008460821117500275
Position 549: 0.008101720068020669
Position 4441: 0.007985644530833195
Position 5355: 0.006198726870171828
Position 3679: 0.005747457315260371
Position 833: 0.005744828097113511
Position 545: 0.005113884290521329
Position 5391: 0.005066371939758339
Position 537: 0.004893420780278769
Position 2294: 0.0044837335341835795
Position 5224: 0.004473885695160401
Position 7196: 0.0037733041123770286
Position 9833: 0.003615665854728594
Position 9226: 0.0034741307223326366
Position 547: 0.003146978814645033
Position 2256: 0.0030655853451673114
Position 9317: 0.003053156582044051
Position 1087: 0.002987851721454725
Position 3707: 0.002556154489199982
Position 41: 0.0024869926904979986
Position 6952: 0.0022550186712948193
Position 10679: 0.0018429513822426304
Position 1155: 0.0016115930297975975
Position 3580: 0.0015955098616683777
Position 1690: 0.00153889759622594
Position 10101: 0.0015148906653185323
Position 9773: 0.0014948117565383456
Position 4168: 0.0014618470023291905
Position 10554: 0.0014343557133281789
Position 378: 0.0013480680359008706
Position 9216: 0.0013073558289998964
Position 3852: 0.0013056907076005497
Position 2791: 0.0012583751516322568
Position 3109: 0.0011487886196410969
Position 1166: 0.0011341703913747452
Position 3798: 0.0010684690704556431
Position 6932: 0.0010680387336670892
Position 348: 0.0010677265860828391
Position 2818: 0.0010590696695935828
Position 4316: 0.0010119878850645642
Position 1492: 0.000980069778678075
Position 4661: 0.0009745684435589492
Position 3685: 0.0009610310031913819
Position 1426: 0.000912108763928993
Position 350: 0.000885682386804795
Position 4482: 0.0008846927188527784
Position 952: 0.0008353407247004862
Position 3589: 0.0007557331984928578
Position 9429: 0.0007384399225635039
Position 6903: 0.0007068502609492505
Position 1854: 0.0006741301106897294
Position 1124: 0.0006647247394371268
Position 2769: 0.0006601294124437579
Position 8065: 0.000651187059021412
Position 3254: 0.0006457847188541757
Position 266: 0.00063777210213167
Position 5965: 0.0006149897232482038
Position 3173: 0.0005801955507931812
Position 124: 0.0005566693137738725
Position 1239: 0.0005160254402093671
Position 4491: 0.0004605070777777027
Position 8373: 0.0004450279903051695
Position 7970: 0.0004134397851178296
Position 527: 0.00037252194805147484
Position 5381: 0.00034645277463202733
Position 5340: 0.00034016354730702125
Position 5480: 0.000330852669664346
Position 2573: 0.0003171353874658864
Position 3932: 0.00029894882326515944
