Gene = Asciz
index = 30
Annotated 5SS: [109 289 673]
Annotated 3SS: [198 348 985]
SMsplice 5SS: [289]
SMsplice 3SS: [348]
top_k =  500
Partition function (log Z): -6.563439704106997

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9270870655186095
Position 673: 0.3177203399385241
Position 436: 0.3092847760325058
Position 105: 0.17036305768254287
Position 109: 0.17016051324037706
Position 693: 0.163078395068194
Position 101: 0.10502011867017114
Position 732: 0.07198088084540441
Position 2366: 0.07159918948779892
Position 120: 0.059639978786808955
Position 461: 0.019972385260016174
Position 491: 0.01799116430687096
Position 307: 0.012286545181031483
Position 311: 0.010178950160911313
Position 72: 0.008523159748823485
Position 1628: 0.004495849858865703
Position 1097: 0.0029300880332857257
Position 349: 0.002434422064847949
Position 689: 0.001964811456921592
Position 679: 0.0017640867269991295
Position 505: 0.0016492116708029
Position 677: 0.001567435464433232
Position 113: 0.000504571666213196
Position 728: 0.0004962565191981385
Position 267: 0.0003646075112026861
Position 396: 0.00034506450165048327
Position 345: 0.0003017379997739532
Position 27: 0.00028837467437074115
Position 675: 0.0002103505901659344
Position 167: 0.0001824864248154459
Position 522: 0.0001375573804070841
Position 520: 8.576980330878349e-05
Position 420: 6.964078183718861e-05
Position 212: 4.0794280683578874e-05
Position 334: 2.494425918496011e-05
Position 683: 1.0218201380931766e-05
Position 687: 9.063499641719025e-06
Position 188: 3.939013156165954e-06
Position 58: 3.5027443560983777e-06
Position 883: 3.2215027395667026e-06
Position 99: 2.9145111839350166e-06
Position 359: 1.4799353163342119e-06
Position 25: 1.1246868983935435e-06
Position 400: 1.1240358221989444e-06
Position 356: 1.095739850814806e-06
Position 186: 7.901777886112285e-07
Position 697: 5.138151144531548e-07
Position 204: 4.771207100342517e-07
Position 840: 4.0877647162491973e-07
Position 222: 1.7434375555304944e-07
Position 555: 1.1158544866366986e-07
Position 665: 7.95091482819138e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 348: 0.9306320796784063
Position 180: 0.4610767814623014
Position 552: 0.3319352852143618
Position 985: 0.1735656547721645
Position 803: 0.0992442037346162
Position 2429: 0.07124510970587973
Position 1710: 0.0594330181147062
Position 2308: 0.04388163519203033
Position 1691: 0.04298463208074226
Position 198: 0.03873459360977887
Position 1161: 0.03537183205485937
Position 571: 0.03054504454556689
Position 2234: 0.022723090855312263
Position 866: 0.021439373502896035
Position 788: 0.02064392774132523
Position 840: 0.018184818989440073
Position 1429: 0.011648800437294441
Position 1272: 0.004951032614001807
Position 2254: 0.0046370005463613065
Position 1164: 0.004112592362020958
Position 1224: 0.004093484605631081
Position 1865: 0.0037520631509359997
Position 1089: 0.003656702767376884
Position 1064: 0.003055828678865473
Position 2015: 0.002009100551935644
Position 407: 0.0017049923861349246
Position 202: 0.0015035278375855395
Position 1018: 0.0013098149936203013
Position 613: 0.0011478871009767645
Position 2328: 0.0008641603984944685
Position 580: 0.0007464250987617772
Position 1233: 0.0005916753720548703
Position 1182: 0.0005174117114463538
Position 470: 0.0004796680759962354
Position 1563: 0.0003766450191294023
Position 310: 0.00036219272690361234
Position 2440: 0.0003540797819192397
Position 255: 0.000345232762745205
Position 391: 0.00023244409678889336
Position 450: 0.0001965575007746768
Position 1100: 0.0001732170540044775
Position 2037: 0.00011280294671756449
Position 1980: 9.176627047623204e-05
Position 1742: 4.854074623483845e-05
Position 505: 3.6079116557925846e-05
Position 119: 1.9805498778509025e-05
Position 87: 4.754349677064529e-06
Position 96: 3.922113937990341e-06
Position 134: 1.3202354690762678e-06
Position 589: 7.876422517871075e-07
Position 141: 5.0578933101e-07
Position 144: 4.152248020838881e-07
Position 319: 2.2878332077464598e-07
Position 70: 1.8712029788314807e-07
Position 146: 5.770572768441395e-09
Position 72: 7.998232738755408e-10
Position 420: 7.473682876389806e-13
