Gene = Prp3
index = 1389
Annotated 5SS: [1220]
Annotated 3SS: [1273]
SMsplice 5SS: [1220]
SMsplice 3SS: [1273]
top_k =  500
Partition function (log Z): -6.419581463045413

Sorted 5' Splice Sites (High to Low Probability):
Position 1220: 0.7304198547603169
Position 1151: 0.27002029251465826
Position 1135: 0.029333696172562672
Position 133: 0.022084379030058388
Position 329: 0.02018917372587836
Position 75: 0.0033782376584340474
Position 745: 0.0015438644342177965
Position 437: 0.0014232767561632605
Position 895: 0.0011653199797081314
Position 468: 0.0010830806755275585
Position 725: 0.0010534907343231527
Position 815: 0.0006302316453627403
Position 1098: 0.0005834721063364145
Position 35: 0.0004709435961305905
Position 809: 0.00042667530932673974
Position 824: 0.00026551173060113586
Position 80: 0.0002598263685048911
Position 1391: 0.0002304027729986301
Position 1751: 0.00012698054593151788
Position 129: 0.00012358956478061348
Position 257: 0.00011905572843568527
Position 790: 0.00011808795396061712
Position 861: 0.0001118383510226217
Position 936: 9.414231403237536e-05
Position 2025: 9.131058755397424e-05
Position 1880: 9.112103604833384e-05
Position 1940: 7.314841290535825e-05
Position 1908: 6.006310376267943e-05
Position 37: 5.799958007525883e-05
Position 326: 5.159309654124774e-05
Position 346: 3.9587336337640504e-05
Position 1672: 3.7587150531695234e-05
Position 73: 3.7486539303215604e-05
Position 631: 2.568600798281898e-05
Position 263: 2.4383196655410005e-05
Position 1396: 1.8177722026507744e-05
Position 2096: 1.2629036971262918e-05
Position 260: 1.2337798799542797e-05
Position 10: 1.2136677167087258e-05
Position 1095: 1.0680674766273888e-05
Position 1803: 8.61521516757724e-06
Position 1612: 8.359214814979917e-06
Position 1489: 5.73117262117607e-06
Position 1439: 4.929585402650524e-06
Position 611: 4.400025389732448e-06
Position 119: 4.307390256220134e-06
Position 1711: 3.918438559731787e-06
Position 1293: 3.713104221971434e-06
Position 1858: 3.6252305506812666e-06
Position 27: 3.531181776223013e-06
Position 1610: 3.1482540937343676e-06
Position 1224: 2.5779355930712513e-06
Position 567: 2.4033935846643594e-06
Position 1108: 1.496472428287665e-06
Position 1963: 1.1713211169371857e-06
Position 1773: 6.678223429598999e-07
Position 154: 1.0761332017917584e-07
Position 709: 3.270905603976823e-09
Position 183: 2.8254085214962114e-09
Position 180: 1.2284505983487784e-09
Position 368: 1.1535003078255392e-09
Position 352: 1.060645692005303e-09
Position 1081: 4.650186199973477e-10
Position 222: 4.1302336919089003e-10
Position 304: 2.5554708523595436e-10
Position 1029: 1.1247669753211956e-10
Position 1441: 9.189442203837589e-11
Position 472: 3.9029281901487525e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1273: 0.9922965032391824
Position 1192: 0.026879268583947045
Position 1065: 0.012243075348295523
Position 378: 0.012080107103856187
Position 1009: 0.008718263319030039
Position 201: 0.007676273022682835
Position 1212: 0.006716099412663812
Position 154: 0.004057120397416197
Position 1317: 0.003491202087055936
Position 247: 0.0017890477553796718
Position 231: 0.001413372276868205
Position 1344: 0.001121918570894329
Position 1062: 0.0010615678545022552
Position 1291: 0.0008146481467987749
Position 880: 0.0006262162940836137
Position 493: 0.0005591640099694581
Position 1953: 0.0004003191216319167
Position 1485: 0.000400001095750903
Position 502: 0.00034666315754330396
Position 2149: 0.0003391212721929549
Position 621: 0.0002984087655213041
Position 780: 0.00025493912657934795
Position 405: 0.0002178353803240832
Position 1956: 0.0002053647437085091
Position 611: 0.00016230604719248424
Position 384: 0.0001556520063308309
Position 945: 0.00014280238460938433
Position 1455: 0.0001231847029601254
Position 1174: 0.00012079832469148964
Position 899: 0.00011153275420309002
Position 315: 8.28945906284908e-05
Position 846: 8.024684799480918e-05
Position 1321: 7.866929043875423e-05
Position 975: 6.874024850761002e-05
Position 1122: 6.298898651142425e-05
Position 216: 6.174445751292956e-05
Position 1235: 5.7291724862584274e-05
Position 1803: 5.4968580752235676e-05
Position 257: 5.319972707523763e-05
Position 634: 4.1405827276310573e-05
Position 1250: 3.919460818404466e-05
Position 579: 3.752021856256887e-05
Position 525: 3.6958591630767524e-05
Position 763: 3.5420573445585176e-05
Position 2089: 3.518941428349315e-05
Position 971: 3.057287516488568e-05
Position 1647: 2.8821963150058668e-05
Position 1500: 2.870854231513123e-05
Position 1809: 2.7471620456517776e-05
Position 511: 2.5241256899847242e-05
Position 108: 2.4967568006286577e-05
Position 2108: 2.0974664451020798e-05
Position 649: 1.62678959641839e-05
Position 1408: 1.2260511206201796e-05
Position 573: 1.151980821956962e-05
Position 2189: 9.534938687495198e-06
Position 789: 9.2804382859044e-06
Position 666: 7.656586357482174e-06
Position 1332: 6.472055116495474e-06
Position 1220: 6.333861629280846e-06
Position 1962: 5.886176879765968e-06
Position 1698: 5.10531944088693e-06
Position 2116: 5.012429580184364e-06
Position 700: 4.7017690830597135e-06
Position 129: 4.647074305939234e-06
Position 1548: 4.5400884691196954e-06
Position 280: 4.374245233426264e-06
Position 288: 3.563434753772471e-06
Position 942: 3.3243868808162392e-06
Position 1692: 3.230918108583057e-06
Position 522: 3.0404546547731467e-06
Position 1482: 2.5646966284520583e-06
Position 2096: 1.7497048875089548e-06
Position 1194: 1.6068490930140056e-06
Position 2065: 1.4276423508074657e-06
Position 888: 1.362710798974135e-06
Position 446: 6.851032130825717e-07
Position 661: 6.032201130305674e-07
Position 368: 2.872934131211805e-07
Position 537: 2.6327411920883646e-07
Position 1131: 2.626957897828939e-07
Position 453: 1.8324921032508957e-07
Position 336: 1.7553137069793758e-07
Position 417: 1.701844739272194e-07
Position 114: 1.0972261812378639e-09
Position 269: 9.911869136340977e-10
Position 126: 9.607190805605352e-10
Position 60: 4.84130236609836e-10
Position 411: 6.515549125300266e-11
Position 343: 4.312943963480671e-11
