Gene = Tsp39D
index = 1571
Annotated 5SS: [  130 10988 12076]
Annotated 3SS: [10869 11496 12132]
SMsplice 5SS: [  130 10988 12076 13273]
SMsplice 3SS: [10869 11496 12179 13340]
top_k =  500
Partition function (log Z): -12.564402844859151

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.7024515562559023
Position 4854: 0.5376515610615017
Position 5877: 0.5078458487718124
Position 7012: 0.4603159227297718
Position 5358: 0.4504322196435764
Position 6638: 0.30895773112793046
Position 6127: 0.1826309414286943
Position 6015: 0.16924882878473535
Position 5769: 0.16531432824525327
Position 6062: 0.09848075586467539
Position 5380: 0.08369988247221245
Position 469: 0.07683086292163142
Position 5997: 0.06379900075909006
Position 6206: 0.05488747565928548
Position 6112: 0.04734463152013594
Position 4827: 0.04655187488658071
Position 833: 0.039586094979051065
Position 233: 0.03648005822528898
Position 5088: 0.028494533484227716
Position 229: 0.028052554965525067
Position 1127: 0.0277389933215143
Position 798: 0.02611426378604838
Position 996: 0.02086970412789627
Position 1098: 0.018723545480432792
Position 6027: 0.018039666259761156
Position 5874: 0.016625379823355074
Position 434: 0.011797370891450889
Position 495: 0.011791097087994149
Position 81: 0.011172145927075175
Position 5330: 0.009508998520125989
Position 3581: 0.007712495075240946
Position 491: 0.007250739963105537
Position 225: 0.005844698776032592
Position 3247: 0.00564864255627398
Position 4982: 0.005553791196966953
Position 6118: 0.004898846990965823
Position 5901: 0.0032973107942020057
Position 5634: 0.0022074743240102154
Position 6036: 0.0019237687886988239
Position 5608: 0.0017651615478359761
Position 1164: 0.0012967484193437714
Position 197: 0.0010380605079804797
Position 679: 0.0009923136607242792
Position 784: 0.0009309674988859198
Position 4833: 0.0006588699955675754
Position 1485: 0.000637358577238027
Position 7592: 0.000577180114697912
Position 219: 0.0005388695961212657
Position 755: 0.00022610197299107514
Position 542: 0.00020177029297388543
Position 803: 0.00015677723497385456
Position 1481: 0.0001462548399009203
Position 1275: 5.3730584793235574e-05
Position 1156: 5.1039485841971685e-05
Position 7376: 4.260481911317312e-05
Position 6314: 4.1535403544331036e-05
Position 265: 3.177866104602145e-05
Position 2424: 2.8746545746016773e-05
Position 661: 2.556034667459527e-05
Position 6471: 2.4251884575241386e-05
Position 241: 2.320755662988403e-05
Position 144: 1.3010306080427777e-05
Position 761: 1.1459714793021937e-05
Position 744: 1.1243384751608427e-05
Position 87: 1.1201259720069849e-05
Position 381: 1.1035361534708553e-05
Position 20: 9.079087383546444e-06
Position 820: 7.89567603222062e-06
Position 1087: 3.4905528696375097e-06
Position 329: 3.051050712737837e-06
Position 425: 2.809790134542898e-06
Position 256: 2.4892426795768677e-06
Position 237: 1.7902769207330922e-06
Position 1083: 1.702677119856071e-06
Position 489: 1.4415893384944836e-06
Position 989: 1.218657675497332e-06
Position 415: 1.0573699723249927e-06
Position 1168: 4.790768167647178e-07
Position 1238: 3.0990058041607516e-07
Position 1060: 3.068587284815007e-07
Position 698: 2.837902691805279e-07
Position 736: 2.8033920330303594e-07
Position 203: 2.747071332567292e-07
Position 484: 2.6240454307772817e-07
Position 649: 2.4672425467009015e-07
Position 927: 2.3219265307024246e-07
Position 114: 2.1395807319090885e-07
Position 259: 2.1126598891865844e-07
Position 55: 2.1116280237264417e-07
Position 9: 2.0640056218926975e-07
Position 103: 2.060005266470659e-07
Position 412: 1.939921371889233e-07
Position 383: 1.899766941156685e-07
Position 376: 1.8894378342853724e-07
Position 1093: 1.836845311429532e-07
Position 1894: 8.017377935138433e-08
Position 1071: 3.9063709513288865e-08
Position 1379: 6.37560042733785e-11
Position 533: 9.671394719962605e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5527: 0.7363406325891103
Position 6283: 0.7139303559805341
Position 12179: 0.6471560299905179
Position 4703: 0.6272720680727876
Position 5938: 0.3629069722908693
Position 4981: 0.3507548933248704
Position 12385: 0.29223821368763564
Position 5951: 0.16716261563030113
Position 5817: 0.05846206516597416
Position 4902: 0.045543051252750454
Position 11496: 0.03652074095415186
Position 6263: 0.029925280137681903
Position 892: 0.027180422785851168
Position 5144: 0.022334609380470032
Position 4669: 0.02029638211412447
Position 5159: 0.01887533599576943
Position 4715: 0.017838760351110955
Position 5768: 0.017333611614157515
Position 5162: 0.015920876076249965
Position 5970: 0.013410593270835401
Position 5034: 0.01293115750457266
Position 5021: 0.008897674567878294
Position 6709: 0.007745924586531394
Position 4508: 0.007297954628381286
Position 5072: 0.006276664933469927
Position 4616: 0.00599507332128131
Position 2556: 0.005819424610083722
Position 4745: 0.004233692378731934
Position 2995: 0.004024100591337661
Position 7067: 0.003923049193536276
Position 5822: 0.00318028710881478
Position 6721: 0.0026638602963859684
Position 5342: 0.002578907411746812
Position 4960: 0.0018854320677322172
Position 832: 0.001760124560487311
Position 884: 0.0015739126867982168
Position 7309: 0.001365187972538068
Position 4513: 0.0013494381676195787
Position 2742: 0.0012646420625755691
Position 4487: 0.0011801692413001867
Position 3118: 0.0011616858729927896
Position 2805: 0.0011425483451502985
Position 7263: 0.0007343293352667939
Position 8519: 0.0007240427459157706
Position 7648: 0.0006993179679396392
Position 4403: 0.0006808099031305155
Position 2913: 0.00056136985423277
Position 1215: 0.0004931844611651027
Position 7089: 0.0003134869462666322
Position 5379: 0.00024882893679464504
Position 7531: 0.00022655986443559774
Position 7694: 0.0002038778775852674
Position 3484: 0.00016196284404843567
Position 529: 0.00015491446295363634
Position 1515: 0.00012806962471847912
Position 1418: 0.00011258475207676361
Position 6342: 6.774729388047916e-05
Position 6181: 4.372361838162068e-05
Position 6373: 4.153540354433095e-05
Position 1156: 3.278532503641429e-05
Position 6935: 2.6733183742974174e-05
Position 6532: 2.4251884575241345e-05
Position 5846: 2.0177792365885866e-05
Position 6199: 8.087526991759439e-06
Position 1947: 1.5418573454520717e-07
Position 1709: 7.170489335211884e-08
Position 214: 1.0896390170183708e-08
Position 345: 7.485673232189866e-09
Position 594: 3.362781012761933e-09
Position 1603: 1.768251823986997e-09
Position 708: 1.7304373408798489e-09
Position 367: 1.1947151284752003e-09
Position 318: 8.391039961049059e-10
Position 545: 7.929742321515095e-10
Position 1054: 7.509696106653467e-10
Position 203: 7.173064954282728e-10
Position 573: 6.430715207019142e-10
Position 1077: 5.245272639861882e-10
Position 1096: 5.089558140999057e-10
Position 364: 3.6006725319982343e-10
Position 623: 3.4910207779107557e-10
Position 1126: 3.440842532451664e-10
Position 698: 2.624062011938382e-10
Position 965: 2.2396514167651332e-10
Position 157: 1.4682239891430084e-10
Position 570: 1.1231060883565694e-10
Position 312: 9.336068647457479e-11
Position 1071: 7.402555000594654e-11
Position 788: 6.859339863316699e-11
Position 73: 5.7637371365512387e-11
Position 480: 5.0277821789521195e-11
Position 775: 4.275493422945453e-11
Position 683: 4.121114492770836e-11
