Gene = Nufip
index = 1335
Annotated 5SS: [251 592]
Annotated 3SS: [310 648]
SMsplice 5SS: [251 592]
SMsplice 3SS: [310 648]
top_k =  500
Partition function (log Z): -3.02696763695576

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9908394887604566
Position 592: 0.8929929588002212
Position 797: 0.0731797221914238
Position 533: 0.03958097636738148
Position 1158: 0.0184353493954338
Position 43: 0.006362287774267108
Position 1142: 0.005018011280511215
Position 47: 0.0049849247583793575
Position 1122: 0.0013831675384306295
Position 873: 0.0013363752825746146
Position 103: 0.0009194955571926534
Position 1057: 0.0008464269109394795
Position 527: 0.0007280280408820078
Position 71: 0.0006910948289202733
Position 1411: 0.0003099785009319909
Position 869: 0.00028074547013290873
Position 86: 0.00024028253418266167
Position 199: 0.00023554418644409388
Position 1063: 0.00014788858033769353
Position 1239: 0.0001239119434927556
Position 1083: 0.00010044229061466909
Position 596: 8.996602018816785e-05
Position 1283: 7.611231634047429e-05
Position 34: 7.509817229736492e-05
Position 542: 7.482344788191364e-05
Position 1016: 6.510624580220133e-05
Position 1660: 5.5313120360306916e-05
Position 867: 5.18679584431245e-05
Position 831: 4.475039119321444e-05
Position 547: 3.806798339006986e-05
Position 1258: 3.356283751201228e-05
Position 1095: 3.181269542984529e-05
Position 938: 3.0210916907957987e-05
Position 204: 2.9381769307049785e-05
Position 269: 1.6655137541107795e-05
Position 7: 1.4987494880632058e-05
Position 94: 9.546275323812155e-06
Position 386: 9.2192440472665e-06
Position 221: 6.220188391986997e-06
Position 255: 6.007959501277869e-06
Position 320: 4.407795616779531e-06
Position 439: 3.3705531615419933e-06
Position 279: 4.980599207062269e-07
Position 17: 3.166496199647482e-07
Position 604: 3.08904591326615e-07
Position 994: 2.808351201190096e-07
Position 492: 1.480868874412473e-07
Position 384: 1.3967353241941216e-07
Position 344: 3.368333408031365e-08
Position 326: 1.9354503282646127e-08
Position 1071: 7.609836792773462e-09
Position 645: 4.242892939642424e-09
Position 619: 3.860488132852682e-09
Position 375: 2.751654246296027e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 310: 0.8539914315611392
Position 648: 0.7358806726544237
Position 1331: 0.223554776622626
Position 315: 0.09166895171802883
Position 344: 0.0331013642909962
Position 636: 0.016071913616953263
Position 1244: 0.014060904860869439
Position 103: 0.011179173119102517
Position 681: 0.01081562554296111
Position 1178: 0.009067493667930823
Position 1044: 0.005048923347600646
Position 697: 0.004646411265392341
Position 1277: 0.003944143939991117
Position 1308: 0.003319889186399935
Position 1067: 0.003081449958621264
Position 1556: 0.0021307733715151553
Position 156: 0.002106140089852569
Position 518: 0.00195618417207465
Position 409: 0.0014964412914744553
Position 932: 0.0014660861565296659
Position 1594: 0.0011851378631692903
Position 1473: 0.0009899778123009797
Position 904: 0.000942677525625611
Position 633: 0.0007565521389606244
Position 1283: 0.0006450099985702105
Position 500: 0.000538702150686916
Position 430: 0.0005338974142548069
Position 1409: 0.0004761975597697122
Position 1364: 0.0004572817670218437
Position 884: 0.0004470753608595929
Position 755: 0.0004023413265271458
Position 1136: 0.0003912195513652162
Position 859: 0.0003617139981086918
Position 686: 0.00027168450461417
Position 929: 0.00023279214764757128
Position 394: 0.00017702857898789956
Position 673: 0.0001755629573389102
Position 1391: 0.00015482308869620788
Position 1717: 0.0001530804042592655
Position 532: 0.0001404629728368036
Position 1578: 0.0001318555893401028
Position 1453: 0.0001271339984785698
Position 1009: 9.740044537647631e-05
Position 1478: 9.095561061847963e-05
Position 820: 9.014538103642711e-05
Position 320: 8.983255472264529e-05
Position 856: 8.839943517356472e-05
Position 607: 7.770717805219424e-05
Position 1729: 7.56457838852701e-05
Position 1415: 6.923484593287538e-05
Position 1105: 5.9259116737034505e-05
Position 901: 5.674724417088821e-05
Position 1342: 5.6518409922124704e-05
Position 1299: 5.6037427129619e-05
Position 1115: 5.080244340185849e-05
Position 893: 3.257459150410471e-05
Position 1510: 2.5717444528061494e-05
Position 1142: 2.231705135578245e-05
Position 1190: 2.156999623976674e-05
Position 713: 2.070482944373639e-05
Position 312: 2.0192006337004657e-05
Position 1751: 1.6305836851089274e-05
Position 1000: 1.4157548190326878e-05
Position 1640: 1.4031967394605542e-05
Position 691: 1.3082245626514761e-05
Position 826: 1.173131865226865e-05
Position 839: 1.0856481723901116e-05
Position 112: 6.816837076227008e-06
Position 578: 6.688252008107389e-06
Position 1725: 5.11694672228874e-06
Position 538: 4.550703661586377e-06
Position 269: 4.136927676887759e-06
Position 1739: 3.912274576144232e-06
Position 1748: 3.841341159783513e-06
Position 439: 3.5034022106322122e-06
Position 184: 9.563213507291499e-07
Position 245: 7.030481922650216e-07
Position 70: 6.714852663076158e-07
Position 553: 6.19361966610567e-07
Position 65: 3.40885122146214e-07
Position 585: 3.169919345811451e-07
Position 542: 1.5052562768087876e-07
Position 251: 6.953889146013801e-08
Position 573: 2.071612048417682e-08
Position 557: 1.7136863765435434e-08
Position 604: 1.412473133033315e-08
Position 221: 1.1709242193530353e-08
Position 227: 3.0164011085621126e-09
Position 596: 1.6285879850809147e-09
Position 212: 8.316531929515354e-10
Position 592: 7.790521799344418e-11
Position 275: 2.9639988928636564e-11
Position 255: 2.765021903630921e-11
Position 324: 4.311426224554667e-16
