Gene = AIMP2
index = 3
Annotated 5SS: [ 244  458  802 1231]
Annotated 3SS: [ 358  648 1001 1284]
SMsplice 5SS: [ 244  802 1231]
SMsplice 3SS: [ 648 1001 1284]
top_k =  500
Partition function (log Z): 2.5228513037179843

Sorted 5' Splice Sites (High to Low Probability):
Position 1231: 0.958056096343816
Position 244: 0.8768639646257183
Position 802: 0.6584864034824521
Position 845: 0.26484529167552073
Position 458: 0.0832244098919834
Position 306: 0.04723930043523348
Position 3: 0.027262803387388967
Position 824: 0.02066616831059515
Position 265: 0.01548282455702891
Position 99: 0.012200676408428337
Position 877: 0.012139457580531626
Position 575: 0.010874180719495474
Position 788: 0.006920030331085239
Position 1176: 0.005809597745122917
Position 62: 0.0030671040610661636
Position 1182: 0.0028806053669433386
Position 272: 0.0025247745729011697
Position 10: 0.0015655634573221741
Position 1368: 0.0013123565126684782
Position 600: 0.0012330028715705822
Position 1235: 0.001218140031791546
Position 169: 0.0010599099342823914
Position 837: 0.0006877145883512844
Position 1319: 0.0005820861215179465
Position 1209: 0.0005071434297625637
Position 299: 0.0004485306271958424
Position 1341: 0.00043432644071480223
Position 743: 0.00035660958032961707
Position 745: 0.00035127925359512143
Position 276: 0.0003040123944370593
Position 1207: 0.0002910084010265407
Position 293: 0.0002713084831119724
Position 938: 0.00016254800354498523
Position 248: 9.202730920982741e-05
Position 343: 9.072544298867036e-05
Position 408: 9.0509611699967e-05
Position 15: 8.621647685097509e-05
Position 920: 7.206051492130733e-05
Position 1485: 6.75475723138907e-05
Position 685: 6.560575196451158e-05
Position 579: 5.9022749491544536e-05
Position 281: 5.161250878887595e-05
Position 537: 4.3869722300624e-05
Position 153: 3.852806530422339e-05
Position 1528: 2.732665341900732e-05
Position 228: 2.5828120583756187e-05
Position 818: 2.044184566140487e-05
Position 1382: 1.575696275328361e-05
Position 577: 1.4653345406100838e-05
Position 1520: 1.1070973172819306e-05
Position 345: 1.0921416409672935e-05
Position 1647: 9.423453998337352e-06
Position 68: 8.678833264558553e-06
Position 1541: 6.7776131703652095e-06
Position 1476: 5.749920582530071e-06
Position 1650: 4.316135009502859e-06
Position 918: 3.7461960059292803e-06
Position 1366: 2.756179974213665e-06
Position 1088: 2.6740749215236183e-06
Position 1253: 2.6721126331524534e-06
Position 749: 2.3971773944107073e-06
Position 1554: 1.5350544523003796e-06
Position 570: 1.0999183709359445e-06
Position 70: 6.196187342877724e-07
Position 310: 3.8608319094709597e-07
Position 1620: 3.0312509346293186e-07
Position 956: 9.944401584006288e-09
Position 1387: 1.1834692105406267e-10
Position 1002: 7.636206046596621e-11
Position 1372: 1.7148089627248085e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 648: 0.9989069830302744
Position 1284: 0.9712286571719032
Position 1001: 0.866576886294741
Position 1013: 0.06145991214375634
Position 358: 0.04141722433624255
Position 61: 0.027638683111752396
Position 165: 0.011709105710427317
Position 928: 0.010730435258156585
Position 944: 0.006546118858771883
Position 938: 0.00617749282156433
Position 1475: 0.0030896438136373957
Position 1106: 0.002787197549156567
Position 1306: 0.0019739925079022367
Position 891: 0.0018564371253030805
Position 906: 0.0018400434904102606
Position 138: 0.001290129477158195
Position 524: 0.0010616246820483743
Position 894: 0.000544057343105306
Position 111: 0.0004924037556791612
Position 173: 0.00048273513533068034
Position 877: 0.00046853415921011785
Position 431: 0.0003458128374799802
Position 1202: 0.00032101462269603823
Position 375: 0.00029582988039259157
Position 952: 0.00021159671827423548
Position 1253: 0.0001332691938042447
Position 1377: 0.0001252017803108802
Position 1538: 0.00010969147530634599
Position 1587: 6.287513939203217e-05
Position 1146: 4.840205119943286e-05
Position 384: 4.6857269299533894e-05
Position 367: 3.9251912792284846e-05
Position 678: 3.556155327085544e-05
Position 1143: 3.408513689892612e-05
Position 1698: 2.4529763229618217e-05
Position 401: 2.345336717107657e-05
Position 1415: 2.137805319033902e-05
Position 293: 1.9983133913278248e-05
Position 1567: 1.9207779256525658e-05
Position 537: 1.0824109368811147e-05
Position 1207: 5.602344886268399e-06
Position 543: 5.526033606170953e-06
Position 1175: 5.186989125566796e-06
Position 684: 5.1097780514795205e-06
Position 457: 4.184826029256784e-06
Position 288: 4.056252357702643e-06
Position 1511: 3.701760073552729e-06
Position 1226: 3.4845725887575796e-06
Position 1298: 3.238932635537922e-06
Position 1517: 3.1172423885462647e-06
Position 664: 2.5330138783366756e-06
Position 696: 2.101190517269599e-06
Position 445: 1.9601888909766976e-06
Position 299: 1.8232744214324737e-06
Position 265: 1.6670016739221825e-06
Position 1679: 1.5226388261426518e-06
Position 197: 1.0518736183459563e-06
Position 1601: 8.79683206821997e-07
Position 248: 6.59317482494414e-07
Position 765: 6.117645514670843e-07
Position 783: 4.110068536054606e-07
Position 823: 3.1467042357231406e-07
Position 756: 1.5770858974762182e-07
Position 272: 7.212926368146765e-08
Position 693: 1.7267215939908874e-09
Position 681: 4.538925443951516e-10
Position 702: 3.8830184146333365e-10
Position 269: 3.250079131177597e-12
Position 798: 2.9458425094480825e-12
