Gene = pelo
index = 1835
Annotated 5SS: [ 284 1065 1313 5937]
Annotated 3SS: [ 342 1119 5829 7334]
SMsplice 5SS: [ 284 1065 1313 5937 7271]
SMsplice 3SS: [ 342 1119 5829 6638 7334]
top_k =  500
Partition function (log Z): 8.671498570838402

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9989811821069136
Position 1313: 0.9973619460093531
Position 1065: 0.9930905424820287
Position 5937: 0.9337174009591966
Position 7271: 0.2517292736699428
Position 7125: 0.20926327575915532
Position 8005: 0.10624842326838395
Position 7011: 0.08209545636698504
Position 1550: 0.07118679928933959
Position 7081: 0.06997721762438851
Position 639: 0.06726590978709232
Position 4283: 0.06152179620599799
Position 910: 0.05633368128018492
Position 6009: 0.04364896876087411
Position 482: 0.029621739856771724
Position 7209: 0.025653446134151475
Position 5729: 0.0254431105752181
Position 2722: 0.020962704367178165
Position 5298: 0.020743808326286868
Position 5710: 0.015675816008101178
Position 4210: 0.014599120820930433
Position 7250: 0.013759669695283088
Position 7224: 0.012544768550522913
Position 6070: 0.010225534863543757
Position 2993: 0.009068396387152356
Position 912: 0.008742965306856709
Position 5988: 0.008692625490462114
Position 6498: 0.00815517279570463
Position 4785: 0.006601036438800072
Position 6769: 0.006262689967345751
Position 440: 0.005682944475014765
Position 6406: 0.004202506957772403
Position 2813: 0.00417326142713126
Position 7230: 0.002820329760059504
Position 3826: 0.0027267690548143098
Position 6792: 0.002628577361689047
Position 6980: 0.0025287573206007963
Position 577: 0.002481612252602239
Position 7153: 0.0024332409315655813
Position 6557: 0.0018923036872695105
Position 6545: 0.0018861219397538244
Position 3409: 0.0018858309037435368
Position 3170: 0.0017327952023793764
Position 4696: 0.0015089728049965776
Position 1216: 0.0008769176528793881
Position 3963: 0.000846104114655617
Position 628: 0.0007043820347784163
Position 3422: 0.0006150258864080371
Position 5941: 0.0005173686665703402
Position 2999: 0.0005148402866016538
Position 866: 0.00044496681558051456
Position 6734: 0.0004079077096120241
Position 2964: 0.0004051176372227551
Position 6862: 0.00039869578834066566
Position 7233: 0.00037760406666157564
Position 8009: 0.00037592221269793153
Position 6944: 0.00033676591538309023
Position 7039: 0.00032764175089233777
Position 183: 0.00032372190497783487
Position 1456: 0.00031838520259692185
Position 3285: 0.000316547119754024
Position 6789: 0.00030453527065573603
Position 288: 0.0002665884367489454
Position 7548: 0.0002628694608216508
Position 1970: 0.00024742884808482383
Position 2846: 0.0002435969783749433
Position 765: 0.00015267381322690905
Position 7943: 0.00012813189747160387
Position 1018: 0.00012201280933746365
Position 7808: 9.37180085720753e-05
Position 2195: 9.18951957447806e-05
Position 1028: 9.086869691610429e-05
Position 7712: 8.952806816922339e-05
Position 7826: 8.593302134557761e-05
Position 776: 7.701365639511402e-05
Position 902: 7.633414039491313e-05
Position 151: 7.495381277137147e-05
Position 506: 7.064224640696481e-05
Position 6807: 6.693234897663687e-05
Position 905: 6.678711079292977e-05
Position 6835: 6.592100289381023e-05
Position 3427: 6.0515505746911844e-05
Position 416: 4.8030636736281925e-05
Position 7962: 4.768750693357159e-05
Position 64: 4.635654631000911e-05
Position 2100: 3.601933197654015e-05
Position 794: 3.37474272265929e-05
Position 853: 3.111761740118662e-05
Position 890: 2.541166891829883e-05
Position 914: 2.4239410630118642e-05
Position 145: 2.3827304817021742e-05
Position 7717: 2.10796720915247e-05
Position 2505: 2.086079538521297e-05
Position 117: 1.9295260973130565e-05
Position 2217: 1.639575276901319e-05
Position 700: 1.552835607769857e-05
Position 1338: 6.796008681018773e-06
Position 2378: 6.776195486589516e-06
Position 1524: 6.531079886838133e-06
Position 1694: 6.440971141500839e-06
Position 6163: 6.070256880879964e-06
Position 1803: 5.813800684407452e-06
Position 1632: 5.22739505720114e-06
Position 1592: 4.941201133918342e-06
Position 2416: 4.680047383440294e-06
Position 537: 4.58618640993295e-06
Position 1477: 4.098040885939879e-06
Position 916: 3.6539871667746543e-06
Position 2172: 3.0624246007369254e-06
Position 1652: 3.040379499359887e-06
Position 938: 2.595875155156276e-06
Position 1795: 2.327840238358473e-06
Position 710: 2.190378999362303e-06
Position 83: 1.6573056766213303e-06
Position 1327: 1.231577075672018e-06
Position 539: 1.0386434269595112e-06
Position 722: 9.190314649128491e-07
Position 66: 8.209460428467643e-07
Position 264: 7.300268778642324e-07
Position 1317: 7.290807506781707e-07
Position 925: 4.894868888111644e-07
Position 6031: 4.525777556446293e-07
Position 977: 4.381975295026293e-07
Position 3273: 3.979768386999774e-07
Position 1658: 2.645841586532845e-07
Position 1360: 1.7638972787321484e-07
Position 367: 4.147111415924312e-08
Position 6021: 2.4607569896045016e-08
Position 356: 2.1196194171466013e-08
Position 1601: 2.1061835143400743e-08
Position 347: 1.941635667422264e-08
Position 581: 1.403175259225511e-08
Position 303: 5.931985968853625e-09
Position 194: 3.929605440943659e-09
Position 1768: 3.4413122866674668e-09
Position 1454: 1.9329172675823174e-09
Position 379: 1.8639976919623293e-09
Position 1698: 1.3836609352097276e-09
Position 1422: 9.041591353720795e-10
Position 1462: 2.45614117768193e-10
