Gene = Ccdc85
index = 1058
Annotated 5SS: [  716 15287 15599]
Annotated 3SS: [14101 15352 15669]
SMsplice 5SS: [  716 15287 15599]
SMsplice 3SS: [14101 15352 15669]
top_k =  500
Partition function (log Z): 1.5256891589329278

Sorted 5' Splice Sites (High to Low Probability):
Position 15287: 0.9998014989030641
Position 15599: 0.999599002769383
Position 716: 0.8757560093330431
Position 3504: 0.3417517419482783
Position 2782: 0.1899105290318437
Position 2135: 0.15879485137228674
Position 4599: 0.13407839744577638
Position 1914: 0.0860517285646208
Position 4595: 0.08452149944495661
Position 2778: 0.07830293153533827
Position 4591: 0.07553028142737038
Position 9829: 0.072910347250021
Position 5121: 0.05481418180494327
Position 4953: 0.049540422255871415
Position 13641: 0.04881299554972726
Position 1858: 0.04803091851492982
Position 3519: 0.03066250128419765
Position 45: 0.023239492348795906
Position 9807: 0.02181980401401719
Position 16237: 0.016968579265410996
Position 16257: 0.016362919865526217
Position 1865: 0.014937446595258762
Position 1546: 0.01153326935481338
Position 4045: 0.009607821769025863
Position 4016: 0.00956982053516666
Position 4209: 0.00944243538261482
Position 51: 0.007190239409305578
Position 2239: 0.006609313986798346
Position 3419: 0.005098455135077969
Position 2094: 0.004773678259957061
Position 8882: 0.0047260586286486375
Position 2252: 0.004311197563452115
Position 3375: 0.0041212025632937285
Position 4084: 0.004043663313483162
Position 16413: 0.0038486763174426677
Position 3493: 0.0027161817762663687
Position 3644: 0.0026727375303004595
Position 3823: 0.0023767160389343662
Position 2559: 0.0019213196667218276
Position 2101: 0.0018833843286963565
Position 16015: 0.0018168552054846166
Position 16563: 0.001371544402959691
Position 4261: 0.0013126130707288746
Position 810: 0.0011498057460382182
Position 3201: 0.0011111439108378372
Position 16006: 0.001076090452772041
Position 1643: 0.0009617900543198404
Position 3602: 0.0009397973698313613
Position 15991: 0.000642377342149597
Position 1326: 0.0006317449504189935
Position 94: 0.0006085069666123308
Position 3817: 0.0005454061973300188
Position 2836: 0.0004864805937825919
